CMDLINE /usr/bin/python3 scripts/tSNE-RF-Malaria.py
MEM 353.183594 1652244157.2018
MEM 353.183594 1652244157.3023
MEM 353.183594 1652244157.4027
MEM 353.183594 1652244157.5033
MEM 353.183594 1652244157.6037
MEM 353.183594 1652244157.7041
MEM 353.183594 1652244157.8044
MEM 353.183594 1652244157.9048
MEM 353.183594 1652244158.0051
MEM 353.183594 1652244158.1055
MEM 353.183594 1652244158.2059
MEM 353.183594 1652244158.3062
MEM 353.183594 1652244158.4066
MEM 353.183594 1652244158.5070
MEM 353.183594 1652244158.6073
MEM 353.183594 1652244158.7076
MEM 353.183594 1652244158.8080
MEM 353.183594 1652244158.9084
MEM 353.183594 1652244159.0087
MEM 353.183594 1652244159.1101
MEM 353.183594 1652244159.2105
MEM 353.183594 1652244159.3108
MEM 353.183594 1652244159.4112
MEM 353.183594 1652244159.5116
MEM 353.183594 1652244159.6119
MEM 353.183594 1652244159.7123
MEM 353.183594 1652244159.8126
MEM 353.183594 1652244159.9130
MEM 353.183594 1652244160.0134
MEM 353.183594 1652244160.1139
MEM 353.183594 1652244160.2143
MEM 353.183594 1652244160.3148
MEM 353.183594 1652244160.4152
MEM 353.183594 1652244160.5157
MEM 353.183594 1652244160.6161
MEM 353.183594 1652244160.7165
MEM 353.183594 1652244160.8170
MEM 353.183594 1652244160.9174
MEM 353.183594 1652244161.0178
MEM 353.183594 1652244161.1182
MEM 353.183594 1652244161.2186
MEM 353.183594 1652244161.3190
MEM 353.183594 1652244161.4194
MEM 353.183594 1652244161.5198
MEM 353.183594 1652244161.6201
MEM 353.183594 1652244161.7205
MEM 353.183594 1652244161.8209
MEM 353.183594 1652244161.9213
MEM 353.183594 1652244162.0217
MEM 353.183594 1652244162.1221
MEM 353.183594 1652244162.2224
MEM 353.183594 1652244162.3227
MEM 353.183594 1652244162.4231
MEM 353.183594 1652244162.5235
MEM 353.183594 1652244162.6238
MEM 353.183594 1652244162.7242
MEM 353.183594 1652244162.8246
MEM 353.183594 1652244162.9249
MEM 353.183594 1652244163.0253
MEM 353.183594 1652244163.1256
MEM 353.183594 1652244163.2260
MEM 353.183594 1652244163.3263
MEM 353.183594 1652244163.4267
MEM 353.183594 1652244163.5272
MEM 353.183594 1652244163.6275
MEM 353.183594 1652244163.7279
MEM 353.183594 1652244163.8283
MEM 353.183594 1652244163.9287
MEM 353.183594 1652244164.0291
MEM 353.183594 1652244164.1295
MEM 353.183594 1652244164.2299
MEM 353.183594 1652244164.3304
MEM 353.183594 1652244164.4327
MEM 353.183594 1652244164.5331
MEM 353.183594 1652244164.6335
MEM 353.183594 1652244164.7339
MEM 353.183594 1652244164.8343
MEM 353.183594 1652244164.9346
MEM 353.183594 1652244165.0350
MEM 353.183594 1652244165.1354
MEM 353.183594 1652244165.2358
MEM 353.183594 1652244165.3361
MEM 353.183594 1652244165.4365
MEM 353.183594 1652244165.5369
MEM 353.183594 1652244165.6372
MEM 353.183594 1652244165.7376
MEM 353.183594 1652244165.8378
MEM 353.183594 1652244165.9381
MEM 353.183594 1652244166.0384
MEM 353.183594 1652244166.1387
MEM 353.183594 1652244166.2390
MEM 353.183594 1652244166.3393
MEM 353.183594 1652244166.4395
MEM 353.183594 1652244166.5398
MEM 353.183594 1652244166.6402
MEM 353.183594 1652244166.7406
MEM 353.183594 1652244166.8409
MEM 353.183594 1652244166.9411
MEM 353.183594 1652244167.0415
MEM 353.183594 1652244167.1418
MEM 353.183594 1652244167.2420
MEM 353.183594 1652244167.3424
MEM 353.183594 1652244167.4427
MEM 353.183594 1652244167.5431
MEM 353.183594 1652244167.6436
MEM 353.183594 1652244167.7442
MEM 353.183594 1652244167.8446
MEM 353.183594 1652244167.9450
MEM 353.183594 1652244168.0454
MEM 353.183594 1652244168.1458
MEM 353.183594 1652244168.2462
MEM 353.183594 1652244168.3466
MEM 353.183594 1652244168.4472
MEM 353.183594 1652244168.5476
MEM 353.183594 1652244168.6503
MEM 353.183594 1652244168.7523
MEM 353.183594 1652244168.8527
MEM 353.183594 1652244168.9531
MEM 353.183594 1652244169.0535
MEM 353.183594 1652244169.1539
MEM 353.183594 1652244169.2543
MEM 353.183594 1652244169.3547
MEM 353.183594 1652244169.4551
MEM 353.183594 1652244169.5554
MEM 353.183594 1652244169.6558
MEM 353.183594 1652244169.7562
MEM 353.183594 1652244169.8566
MEM 353.183594 1652244169.9570
MEM 353.183594 1652244170.0574
MEM 353.183594 1652244170.1578
MEM 353.183594 1652244170.2582
MEM 353.183594 1652244170.3585
MEM 353.183594 1652244170.4589
MEM 353.183594 1652244170.5593
MEM 353.183594 1652244170.6597
MEM 353.183594 1652244170.7600
MEM 353.183594 1652244170.8604
MEM 353.183594 1652244170.9608
MEM 353.183594 1652244171.0612
MEM 353.183594 1652244171.1615
MEM 353.183594 1652244171.2619
MEM 353.183594 1652244171.3623
MEM 353.183594 1652244171.4626
MEM 353.183594 1652244171.5631
MEM 353.183594 1652244171.6635
MEM 353.183594 1652244171.7639
MEM 353.183594 1652244171.8645
MEM 353.183594 1652244171.9649
MEM 353.183594 1652244172.0654
MEM 353.183594 1652244172.1658
MEM 353.183594 1652244172.2662
MEM 353.183594 1652244172.3666
MEM 353.183594 1652244172.4670
MEM 353.183594 1652244172.5674
MEM 353.183594 1652244172.6678
MEM 353.183594 1652244172.7683
MEM 353.183594 1652244172.8687
MEM 353.183594 1652244172.9691
MEM 353.183594 1652244173.0694
MEM 353.183594 1652244173.1696
MEM 353.183594 1652244173.2700
MEM 353.183594 1652244173.3704
MEM 353.183594 1652244173.4707
MEM 353.183594 1652244173.5712
MEM 353.183594 1652244173.6715
MEM 353.183594 1652244173.7719
MEM 353.183594 1652244173.8724
MEM 353.183594 1652244173.9728
MEM 353.183594 1652244174.0731
MEM 353.183594 1652244174.1735
MEM 353.183594 1652244174.2739
MEM 353.183594 1652244174.3742
MEM 353.183594 1652244174.4746
MEM 353.183594 1652244174.5750
MEM 353.183594 1652244174.6753
MEM 353.183594 1652244174.7757
MEM 353.183594 1652244174.8761
MEM 353.183594 1652244174.9765
MEM 353.183594 1652244175.0769
MEM 353.183594 1652244175.1773
MEM 353.183594 1652244175.2776
MEM 353.183594 1652244175.3780
MEM 353.183594 1652244175.4783
MEM 353.183594 1652244175.5787
MEM 353.183594 1652244175.6791
MEM 353.183594 1652244175.7795
MEM 353.183594 1652244175.8799
MEM 353.183594 1652244175.9803
MEM 353.183594 1652244176.0807
MEM 353.183594 1652244176.1811
MEM 353.183594 1652244176.2815
MEM 353.183594 1652244176.3824
MEM 353.183594 1652244176.4828
MEM 353.183594 1652244176.5832
MEM 353.183594 1652244176.6840
MEM 353.183594 1652244176.7845
MEM 353.183594 1652244176.8849
MEM 353.183594 1652244176.9853
MEM 353.183594 1652244177.0857
MEM 353.183594 1652244177.1861
MEM 353.183594 1652244177.2864
MEM 353.183594 1652244177.3868
MEM 353.183594 1652244177.4871
MEM 353.183594 1652244177.5875
MEM 353.183594 1652244177.6878
MEM 353.183594 1652244177.7882
MEM 353.183594 1652244177.8886
MEM 353.183594 1652244177.9889
MEM 353.183594 1652244178.0893
MEM 353.183594 1652244178.1896
MEM 353.183594 1652244178.2900
MEM 353.183594 1652244178.3904
MEM 353.183594 1652244178.4907
MEM 353.183594 1652244178.5911
MEM 353.183594 1652244178.6914
MEM 353.183594 1652244178.7918
MEM 353.183594 1652244178.8922
MEM 353.183594 1652244178.9926
MEM 353.183594 1652244179.0930
MEM 353.183594 1652244179.1933
MEM 353.183594 1652244179.2935
MEM 353.183594 1652244179.3939
MEM 353.183594 1652244179.4942
MEM 353.183594 1652244179.5945
MEM 353.183594 1652244179.6949
MEM 353.183594 1652244179.7954
MEM 353.183594 1652244179.8961
MEM 353.183594 1652244179.9967
MEM 353.183594 1652244180.0972
MEM 353.183594 1652244180.1975
MEM 353.183594 1652244180.2979
MEM 353.183594 1652244180.3983
MEM 353.183594 1652244180.4988
MEM 353.183594 1652244180.5991
MEM 353.183594 1652244180.6995
MEM 353.183594 1652244180.8003
MEM 353.183594 1652244180.9007
MEM 353.183594 1652244181.0011
MEM 353.183594 1652244181.1015
MEM 353.183594 1652244181.2017
MEM 353.183594 1652244181.3020
MEM 353.183594 1652244181.4023
MEM 353.183594 1652244181.5025
MEM 353.183594 1652244181.6029
MEM 353.183594 1652244181.7033
MEM 353.183594 1652244181.8036
MEM 353.183594 1652244181.9040
MEM 353.183594 1652244182.0044
MEM 353.183594 1652244182.1047
MEM 353.183594 1652244182.2051
MEM 353.183594 1652244182.3055
MEM 353.183594 1652244182.4058
MEM 353.183594 1652244182.5062
MEM 353.183594 1652244182.6066
MEM 353.183594 1652244182.7070
MEM 353.183594 1652244182.8074
MEM 353.183594 1652244182.9077
MEM 353.183594 1652244183.0081
MEM 353.183594 1652244183.1084
MEM 353.183594 1652244183.2088
MEM 353.183594 1652244183.3091
MEM 353.183594 1652244183.4095
MEM 353.183594 1652244183.5100
MEM 353.183594 1652244183.6104
MEM 353.183594 1652244183.7108
MEM 353.183594 1652244183.8112
MEM 353.183594 1652244183.9116
MEM 353.183594 1652244184.0122
MEM 353.183594 1652244184.1126
MEM 353.183594 1652244184.2130
MEM 353.183594 1652244184.3134
MEM 353.183594 1652244184.4137
MEM 353.183594 1652244184.5141
MEM 353.183594 1652244184.6145
MEM 353.183594 1652244184.7148
MEM 353.183594 1652244184.8152
MEM 353.183594 1652244184.9155
MEM 353.183594 1652244185.0159
MEM 353.183594 1652244185.1163
MEM 353.183594 1652244185.2166
MEM 353.183594 1652244185.3170
MEM 353.183594 1652244185.4174
MEM 353.183594 1652244185.5177
MEM 353.183594 1652244185.6181
MEM 353.183594 1652244185.7185
MEM 353.230469 1652244185.8188
MEM 353.230469 1652244185.9192
MEM 353.230469 1652244186.0196
MEM 353.230469 1652244186.1199
MEM 353.230469 1652244186.2203
MEM 353.230469 1652244186.3207
MEM 353.355469 1652244186.4211
MEM 353.355469 1652244186.5215
MEM 353.355469 1652244186.6219
MEM 353.355469 1652244186.7223
MEM 353.355469 1652244186.8227
MEM 353.355469 1652244186.9231
MEM 353.355469 1652244187.0234
MEM 353.355469 1652244187.1238
MEM 353.355469 1652244187.2242
MEM 353.355469 1652244187.3246
MEM 353.355469 1652244187.4250
MEM 353.355469 1652244187.5254
MEM 353.597656 1652244187.6258
MEM 353.597656 1652244187.7262
MEM 353.597656 1652244187.8267
MEM 353.597656 1652244187.9271
MEM 224.832031 1652244188.0275
MEM 224.832031 1652244188.1280
MEM 224.082031 1652244188.2287
