CMDLINE /usr/bin/python3 scripts/Lasso-SVM-Malaria.py
MEM 370.152344 1652244543.6870
MEM 370.152344 1652244543.7874
MEM 370.152344 1652244543.8877
MEM 370.152344 1652244543.9881
MEM 370.152344 1652244544.0884
MEM 370.152344 1652244544.1889
MEM 370.152344 1652244544.2892
MEM 370.152344 1652244544.3895
MEM 370.152344 1652244544.4899
MEM 370.152344 1652244544.5903
MEM 370.152344 1652244544.6906
MEM 370.152344 1652244544.7909
MEM 370.152344 1652244544.8912
MEM 370.152344 1652244544.9916
MEM 370.152344 1652244545.0919
MEM 370.152344 1652244545.1923
MEM 370.152344 1652244545.2927
MEM 370.152344 1652244545.3945
MEM 370.152344 1652244545.4968
MEM 370.152344 1652244545.5971
MEM 370.152344 1652244545.6975
MEM 370.152344 1652244545.7979
MEM 370.152344 1652244545.8982
MEM 370.152344 1652244545.9985
MEM 370.152344 1652244546.0989
MEM 370.152344 1652244546.1993
MEM 370.152344 1652244546.2997
MEM 370.152344 1652244546.4001
MEM 370.152344 1652244546.5005
MEM 370.152344 1652244546.6008
MEM 370.152344 1652244546.7011
MEM 370.152344 1652244546.8015
MEM 370.152344 1652244546.9018
MEM 370.152344 1652244547.0022
MEM 370.152344 1652244547.1026
MEM 370.152344 1652244547.2030
MEM 370.152344 1652244547.3034
MEM 370.152344 1652244547.4037
MEM 370.152344 1652244547.5041
MEM 370.152344 1652244547.6044
MEM 370.152344 1652244547.7048
MEM 370.152344 1652244547.8051
MEM 370.152344 1652244547.9055
MEM 370.152344 1652244548.0059
MEM 370.152344 1652244548.1063
MEM 370.152344 1652244548.2068
MEM 370.152344 1652244548.3072
MEM 370.152344 1652244548.4076
MEM 370.152344 1652244548.5080
MEM 370.152344 1652244548.6084
MEM 370.152344 1652244548.7088
MEM 370.152344 1652244548.8092
MEM 370.152344 1652244548.9095
MEM 370.152344 1652244549.0098
MEM 370.152344 1652244549.1102
MEM 370.152344 1652244549.2105
MEM 370.152344 1652244549.3109
MEM 370.152344 1652244549.4112
MEM 370.152344 1652244549.5116
MEM 370.152344 1652244549.6120
MEM 370.152344 1652244549.7123
MEM 370.152344 1652244549.8127
MEM 370.152344 1652244549.9130
MEM 370.152344 1652244550.0134
MEM 370.152344 1652244550.1137
MEM 370.152344 1652244550.2141
MEM 370.152344 1652244550.3144
MEM 370.152344 1652244550.4148
MEM 370.152344 1652244550.5175
MEM 370.152344 1652244550.6178
MEM 370.152344 1652244550.7181
MEM 370.152344 1652244550.8184
MEM 370.152344 1652244550.9187
MEM 370.152344 1652244551.0191
MEM 370.152344 1652244551.1194
MEM 370.152344 1652244551.2197
MEM 370.152344 1652244551.3200
MEM 370.152344 1652244551.4204
MEM 370.152344 1652244551.5207
MEM 370.152344 1652244551.6211
MEM 370.152344 1652244551.7215
MEM 370.152344 1652244551.8218
MEM 370.152344 1652244551.9222
MEM 370.152344 1652244552.0225
MEM 370.152344 1652244552.1229
MEM 370.152344 1652244552.2231
MEM 370.152344 1652244552.3234
MEM 370.152344 1652244552.4238
MEM 370.152344 1652244552.5242
MEM 370.152344 1652244552.6245
MEM 370.152344 1652244552.7249
MEM 370.152344 1652244552.8253
MEM 370.152344 1652244552.9256
MEM 370.152344 1652244553.0260
MEM 370.152344 1652244553.1263
MEM 370.152344 1652244553.2266
MEM 370.152344 1652244553.3269
MEM 370.152344 1652244553.4272
MEM 370.152344 1652244553.5276
MEM 370.152344 1652244553.6280
MEM 370.152344 1652244553.7283
MEM 370.152344 1652244553.8286
MEM 370.152344 1652244553.9288
MEM 370.152344 1652244554.0291
MEM 370.152344 1652244554.1294
MEM 370.152344 1652244554.2297
MEM 370.152344 1652244554.3301
MEM 370.152344 1652244554.4305
MEM 370.152344 1652244554.5308
MEM 370.152344 1652244554.6312
MEM 370.152344 1652244554.7316
MEM 370.152344 1652244554.8319
MEM 370.152344 1652244554.9323
MEM 370.152344 1652244555.0327
MEM 370.152344 1652244555.1330
MEM 370.152344 1652244555.2333
MEM 370.152344 1652244555.3336
MEM 370.152344 1652244555.4339
MEM 370.152344 1652244555.5343
MEM 370.152344 1652244555.6346
MEM 370.152344 1652244555.7350
MEM 370.152344 1652244555.8354
MEM 370.152344 1652244555.9357
MEM 370.152344 1652244556.0360
MEM 370.152344 1652244556.1364
MEM 370.152344 1652244556.2368
MEM 370.152344 1652244556.3371
MEM 370.152344 1652244556.4375
MEM 370.152344 1652244556.5378
MEM 370.152344 1652244556.6382
MEM 370.152344 1652244556.7386
MEM 370.152344 1652244556.8389
MEM 370.152344 1652244556.9391
MEM 370.152344 1652244557.0395
MEM 370.152344 1652244557.1399
MEM 370.152344 1652244557.2402
MEM 370.152344 1652244557.3405
MEM 370.152344 1652244557.4423
MEM 370.152344 1652244557.5427
MEM 370.152344 1652244557.6430
MEM 370.152344 1652244557.7435
MEM 370.152344 1652244557.8439
MEM 370.152344 1652244557.9443
MEM 370.152344 1652244558.0447
MEM 370.152344 1652244558.1451
MEM 370.152344 1652244558.2455
MEM 370.152344 1652244558.3459
MEM 370.152344 1652244558.4463
MEM 370.152344 1652244558.5467
MEM 370.152344 1652244558.6471
MEM 370.152344 1652244558.7474
MEM 370.152344 1652244558.8479
MEM 370.152344 1652244558.9482
MEM 370.152344 1652244559.0486
MEM 370.152344 1652244559.1490
MEM 370.152344 1652244559.2494
MEM 370.152344 1652244559.3497
MEM 370.152344 1652244559.4501
MEM 370.152344 1652244559.5505
MEM 370.152344 1652244559.6509
MEM 370.152344 1652244559.7513
MEM 370.152344 1652244559.8516
MEM 370.152344 1652244559.9520
MEM 370.152344 1652244560.0523
MEM 370.152344 1652244560.1526
MEM 370.152344 1652244560.2530
MEM 370.152344 1652244560.3534
MEM 370.152344 1652244560.4537
MEM 370.152344 1652244560.5542
MEM 370.152344 1652244560.6546
MEM 370.152344 1652244560.7550
MEM 370.152344 1652244560.8554
MEM 370.152344 1652244560.9558
MEM 370.152344 1652244561.0562
MEM 370.152344 1652244561.1565
MEM 370.152344 1652244561.2571
MEM 370.152344 1652244561.3575
MEM 370.152344 1652244561.4578
MEM 370.152344 1652244561.5582
MEM 370.152344 1652244561.6585
MEM 370.152344 1652244561.7589
MEM 370.152344 1652244561.8592
MEM 370.152344 1652244561.9595
MEM 370.152344 1652244562.0599
MEM 370.152344 1652244562.1603
MEM 370.152344 1652244562.2606
MEM 370.152344 1652244562.3609
MEM 370.152344 1652244562.4613
MEM 370.152344 1652244562.5617
MEM 370.152344 1652244562.6620
MEM 370.152344 1652244562.7624
MEM 370.152344 1652244562.8627
MEM 370.152344 1652244562.9631
MEM 370.152344 1652244563.0634
MEM 370.152344 1652244563.1637
MEM 370.152344 1652244563.2641
MEM 370.152344 1652244563.3645
MEM 370.152344 1652244563.4649
MEM 370.152344 1652244563.5653
MEM 370.152344 1652244563.6656
MEM 370.152344 1652244563.7660
MEM 370.355469 1652244563.8663
MEM 370.355469 1652244563.9667
MEM 370.355469 1652244564.0671
MEM 370.355469 1652244564.1675
MEM 370.355469 1652244564.2681
MEM 370.355469 1652244564.3685
MEM 370.355469 1652244564.4689
MEM 370.355469 1652244564.5696
MEM 370.355469 1652244564.6699
MEM 370.355469 1652244564.7704
MEM 370.355469 1652244564.8707
MEM 370.355469 1652244564.9711
MEM 370.355469 1652244565.0714
MEM 370.355469 1652244565.1718
MEM 370.355469 1652244565.2721
MEM 370.355469 1652244565.3725
MEM 370.355469 1652244565.4729
MEM 370.355469 1652244565.5733
MEM 370.355469 1652244565.6736
MEM 370.355469 1652244565.7739
MEM 370.355469 1652244565.8743
MEM 370.355469 1652244565.9746
MEM 370.355469 1652244566.0749
MEM 370.355469 1652244566.1751
MEM 370.355469 1652244566.2753
MEM 370.355469 1652244566.3757
MEM 370.355469 1652244566.4760
MEM 370.355469 1652244566.5763
MEM 370.355469 1652244566.6765
MEM 370.355469 1652244566.7769
MEM 370.355469 1652244566.8771
MEM 370.355469 1652244566.9775
MEM 370.355469 1652244567.0781
MEM 370.355469 1652244567.1786
MEM 370.355469 1652244567.2792
MEM 370.355469 1652244567.3797
MEM 370.355469 1652244567.4800
MEM 370.355469 1652244567.5804
MEM 370.355469 1652244567.6808
MEM 370.355469 1652244567.7813
MEM 370.355469 1652244567.8817
MEM 370.355469 1652244567.9821
MEM 370.355469 1652244568.0824
MEM 370.355469 1652244568.1826
MEM 370.355469 1652244568.2829
MEM 370.355469 1652244568.3831
MEM 370.355469 1652244568.4834
MEM 370.355469 1652244568.5838
MEM 370.355469 1652244568.6842
MEM 370.355469 1652244568.7845
MEM 370.355469 1652244568.8849
MEM 370.355469 1652244568.9853
MEM 370.355469 1652244569.0857
MEM 370.355469 1652244569.1860
MEM 370.355469 1652244569.2864
MEM 370.355469 1652244569.3867
MEM 370.355469 1652244569.4871
MEM 370.355469 1652244569.5875
MEM 370.355469 1652244569.6878
MEM 370.355469 1652244569.7882
MEM 370.355469 1652244569.8885
MEM 370.355469 1652244569.9889
MEM 370.355469 1652244570.0892
MEM 370.355469 1652244570.1895
MEM 370.355469 1652244570.2899
MEM 370.355469 1652244570.3903
MEM 370.355469 1652244570.4907
MEM 370.355469 1652244570.5911
MEM 370.355469 1652244570.6915
MEM 370.355469 1652244570.7919
MEM 370.355469 1652244570.8923
MEM 370.355469 1652244570.9927
MEM 370.355469 1652244571.0931
MEM 370.355469 1652244571.1935
MEM 370.355469 1652244571.2939
MEM 370.355469 1652244571.3942
MEM 370.355469 1652244571.4945
MEM 370.355469 1652244571.5949
MEM 370.355469 1652244571.6953
MEM 370.355469 1652244571.7956
MEM 370.355469 1652244571.8960
MEM 370.355469 1652244571.9964
MEM 370.355469 1652244572.0967
MEM 370.355469 1652244572.1970
MEM 370.355469 1652244572.2974
MEM 370.355469 1652244572.3978
MEM 370.355469 1652244572.4981
MEM 370.355469 1652244572.5985
MEM 370.355469 1652244572.6989
MEM 370.355469 1652244572.7993
MEM 370.355469 1652244572.8996
MEM 370.355469 1652244572.9999
MEM 370.355469 1652244573.1003
MEM 370.355469 1652244573.2007
MEM 370.355469 1652244573.3010
MEM 370.355469 1652244573.4014
MEM 370.355469 1652244573.5017
MEM 370.355469 1652244573.6021
MEM 370.355469 1652244573.7025
MEM 370.355469 1652244573.8030
MEM 370.355469 1652244573.9034
MEM 370.355469 1652244574.0037
MEM 370.355469 1652244574.1041
MEM 370.355469 1652244574.2045
MEM 370.355469 1652244574.3048
MEM 370.355469 1652244574.4052
MEM 370.355469 1652244574.5055
MEM 370.355469 1652244574.6058
MEM 370.355469 1652244574.7062
MEM 370.355469 1652244574.8065
MEM 370.355469 1652244574.9069
MEM 370.355469 1652244575.0073
MEM 370.355469 1652244575.1076
MEM 370.355469 1652244575.2079
MEM 370.355469 1652244575.3083
MEM 370.355469 1652244575.4087
MEM 370.355469 1652244575.5090
MEM 370.355469 1652244575.6093
MEM 370.355469 1652244575.7097
MEM 370.355469 1652244575.8101
MEM 370.355469 1652244575.9105
MEM 370.355469 1652244576.0109
MEM 370.355469 1652244576.1112
MEM 370.355469 1652244576.2115
MEM 370.355469 1652244576.3118
MEM 370.355469 1652244576.4122
MEM 370.355469 1652244576.5125
MEM 370.355469 1652244576.6128
MEM 370.355469 1652244576.7132
MEM 370.355469 1652244576.8136
MEM 370.355469 1652244576.9141
MEM 370.355469 1652244577.0145
MEM 370.355469 1652244577.1149
MEM 370.355469 1652244577.2153
MEM 370.355469 1652244577.3157
MEM 370.355469 1652244577.4161
MEM 370.355469 1652244577.5165
MEM 370.355469 1652244577.6168
MEM 370.355469 1652244577.7172
MEM 370.355469 1652244577.8175
MEM 370.355469 1652244577.9178
MEM 370.355469 1652244578.0181
MEM 370.355469 1652244578.1184
MEM 370.355469 1652244578.2187
MEM 370.355469 1652244578.3190
MEM 370.355469 1652244578.4193
MEM 370.355469 1652244578.5196
MEM 370.355469 1652244578.6199
MEM 370.355469 1652244578.7203
MEM 370.355469 1652244578.8207
MEM 370.355469 1652244578.9210
MEM 370.355469 1652244579.0214
MEM 370.355469 1652244579.1218
MEM 370.355469 1652244579.2222
MEM 370.355469 1652244579.3225
MEM 370.355469 1652244579.4228
MEM 370.355469 1652244579.5231
MEM 370.355469 1652244579.6234
MEM 370.355469 1652244579.7236
MEM 370.355469 1652244579.8239
MEM 370.355469 1652244579.9242
MEM 370.355469 1652244580.0245
MEM 370.355469 1652244580.1247
MEM 370.355469 1652244580.2251
MEM 370.355469 1652244580.3255
MEM 370.355469 1652244580.4259
MEM 370.355469 1652244580.5264
MEM 370.355469 1652244580.6269
MEM 370.355469 1652244580.7273
MEM 370.355469 1652244580.8276
MEM 370.355469 1652244580.9287
MEM 370.355469 1652244581.0290
MEM 370.355469 1652244581.1292
MEM 370.355469 1652244581.2295
MEM 370.355469 1652244581.3298
MEM 370.355469 1652244581.4301
MEM 370.355469 1652244581.5304
MEM 370.355469 1652244581.6308
MEM 370.355469 1652244581.7312
MEM 370.355469 1652244581.8316
MEM 370.355469 1652244581.9320
MEM 370.355469 1652244582.0324
MEM 370.355469 1652244582.1327
MEM 370.355469 1652244582.2331
MEM 370.355469 1652244582.3334
MEM 370.355469 1652244582.4338
MEM 370.355469 1652244582.5341
MEM 370.355469 1652244582.6345
MEM 370.355469 1652244582.7349
MEM 370.355469 1652244582.8351
MEM 370.355469 1652244582.9355
MEM 370.355469 1652244583.0358
MEM 370.355469 1652244583.1362
MEM 370.355469 1652244583.2365
MEM 370.355469 1652244583.3369
MEM 370.355469 1652244583.4373
MEM 370.355469 1652244583.5399
MEM 370.355469 1652244583.6403
MEM 370.355469 1652244583.7407
MEM 370.355469 1652244583.8411
MEM 370.355469 1652244583.9415
MEM 370.355469 1652244584.0419
MEM 370.355469 1652244584.1423
MEM 370.355469 1652244584.2426
MEM 370.355469 1652244584.3430
MEM 370.355469 1652244584.4434
MEM 370.355469 1652244584.5437
MEM 370.355469 1652244584.6441
MEM 370.355469 1652244584.7445
MEM 370.355469 1652244584.8448
MEM 370.355469 1652244584.9452
MEM 370.355469 1652244585.0455
MEM 370.355469 1652244585.1459
MEM 370.355469 1652244585.2462
MEM 370.355469 1652244585.3466
MEM 370.355469 1652244585.4470
MEM 370.355469 1652244585.5473
MEM 370.355469 1652244585.6476
MEM 370.355469 1652244585.7480
MEM 370.355469 1652244585.8484
MEM 370.355469 1652244585.9487
MEM 370.355469 1652244586.0490
MEM 370.355469 1652244586.1494
MEM 370.355469 1652244586.2497
MEM 370.355469 1652244586.3501
MEM 370.355469 1652244586.4505
MEM 370.355469 1652244586.5508
MEM 370.355469 1652244586.6511
MEM 370.355469 1652244586.7514
MEM 370.355469 1652244586.8518
MEM 370.355469 1652244586.9521
MEM 370.355469 1652244587.0525
MEM 370.355469 1652244587.1528
MEM 370.355469 1652244587.2532
MEM 370.355469 1652244587.3536
MEM 370.355469 1652244587.4540
MEM 370.355469 1652244587.5545
MEM 370.355469 1652244587.6549
MEM 370.355469 1652244587.7552
MEM 370.355469 1652244587.8556
MEM 370.355469 1652244587.9560
MEM 370.355469 1652244588.0563
MEM 370.355469 1652244588.1566
MEM 370.355469 1652244588.2570
MEM 370.355469 1652244588.3573
MEM 370.355469 1652244588.4577
MEM 370.355469 1652244588.5580
MEM 370.355469 1652244588.6584
MEM 370.355469 1652244588.7587
MEM 370.355469 1652244588.8590
MEM 370.355469 1652244588.9594
MEM 370.355469 1652244589.0608
MEM 370.355469 1652244589.1612
MEM 370.355469 1652244589.2615
MEM 370.355469 1652244589.3619
MEM 370.355469 1652244589.4623
MEM 370.355469 1652244589.5626
MEM 370.355469 1652244589.6630
MEM 370.355469 1652244589.7633
MEM 370.355469 1652244589.8637
MEM 370.355469 1652244589.9640
MEM 370.355469 1652244590.0644
MEM 370.355469 1652244590.1647
MEM 370.355469 1652244590.2651
MEM 370.355469 1652244590.3655
MEM 370.355469 1652244590.4659
MEM 370.355469 1652244590.5663
MEM 370.355469 1652244590.6666
MEM 370.355469 1652244590.7670
MEM 370.355469 1652244590.8674
MEM 370.355469 1652244590.9678
MEM 370.355469 1652244591.0681
MEM 370.355469 1652244591.1685
MEM 370.355469 1652244591.2688
MEM 370.355469 1652244591.3692
MEM 370.355469 1652244591.4695
MEM 370.355469 1652244591.5699
MEM 370.355469 1652244591.6702
MEM 370.355469 1652244591.7704
MEM 370.355469 1652244591.8706
MEM 370.355469 1652244591.9710
MEM 370.355469 1652244592.0713
MEM 370.355469 1652244592.1715
MEM 370.355469 1652244592.2718
MEM 370.355469 1652244592.3722
MEM 370.355469 1652244592.4725
MEM 370.355469 1652244592.5727
MEM 370.355469 1652244592.6730
MEM 370.355469 1652244592.7733
MEM 370.355469 1652244592.8736
MEM 370.355469 1652244592.9740
MEM 370.355469 1652244593.0743
MEM 370.355469 1652244593.1750
MEM 370.355469 1652244593.2754
MEM 370.355469 1652244593.3757
MEM 370.355469 1652244593.4761
MEM 370.355469 1652244593.5765
MEM 370.355469 1652244593.6772
MEM 370.355469 1652244593.7776
MEM 370.355469 1652244593.8779
MEM 370.355469 1652244593.9783
MEM 370.355469 1652244594.0787
MEM 370.355469 1652244594.1790
MEM 370.355469 1652244594.2795
MEM 370.355469 1652244594.3798
MEM 370.355469 1652244594.4802
MEM 370.355469 1652244594.5806
MEM 370.355469 1652244594.6809
MEM 370.355469 1652244594.7812
MEM 370.355469 1652244594.8816
MEM 370.355469 1652244594.9819
MEM 370.355469 1652244595.0823
MEM 370.355469 1652244595.1826
MEM 370.355469 1652244595.2831
MEM 370.355469 1652244595.3834
MEM 370.355469 1652244595.4838
MEM 370.355469 1652244595.5842
MEM 370.355469 1652244595.6845
MEM 370.355469 1652244595.7849
MEM 370.355469 1652244595.8852
MEM 370.355469 1652244595.9856
MEM 370.355469 1652244596.0861
MEM 370.355469 1652244596.1865
MEM 370.355469 1652244596.2868
MEM 370.355469 1652244596.3872
MEM 370.355469 1652244596.4876
MEM 370.355469 1652244596.5880
MEM 370.355469 1652244596.6883
MEM 370.355469 1652244596.7887
MEM 370.355469 1652244596.8891
MEM 370.355469 1652244596.9894
MEM 370.355469 1652244597.0898
MEM 370.355469 1652244597.1901
MEM 370.355469 1652244597.2906
MEM 370.355469 1652244597.3910
MEM 370.355469 1652244597.4913
MEM 370.355469 1652244597.5917
MEM 370.355469 1652244597.6920
MEM 370.355469 1652244597.7924
MEM 370.355469 1652244597.8927
MEM 370.355469 1652244597.9931
MEM 370.355469 1652244598.0935
MEM 370.355469 1652244598.1939
MEM 370.355469 1652244598.2942
MEM 370.355469 1652244598.3946
MEM 370.355469 1652244598.4950
MEM 370.355469 1652244598.5954
MEM 370.355469 1652244598.6958
MEM 370.355469 1652244598.7962
MEM 370.355469 1652244598.8967
MEM 370.355469 1652244598.9971
MEM 370.355469 1652244599.0975
MEM 370.355469 1652244599.1979
MEM 370.355469 1652244599.2983
MEM 370.355469 1652244599.3987
MEM 370.355469 1652244599.4991
MEM 370.355469 1652244599.5994
MEM 370.355469 1652244599.6997
MEM 370.355469 1652244599.8000
MEM 370.355469 1652244599.9002
MEM 370.355469 1652244600.0005
MEM 370.355469 1652244600.1008
MEM 370.355469 1652244600.2011
MEM 370.355469 1652244600.3014
MEM 370.355469 1652244600.4017
MEM 370.355469 1652244600.5020
MEM 370.355469 1652244600.6023
MEM 370.355469 1652244600.7025
MEM 370.355469 1652244600.8029
MEM 370.355469 1652244600.9034
MEM 370.355469 1652244601.0038
MEM 370.355469 1652244601.1041
MEM 370.355469 1652244601.2044
MEM 370.355469 1652244601.3048
MEM 370.355469 1652244601.4051
MEM 370.355469 1652244601.5054
MEM 370.355469 1652244601.6059
MEM 370.355469 1652244601.7064
MEM 370.355469 1652244601.8068
MEM 370.355469 1652244601.9072
MEM 370.355469 1652244602.0076
MEM 370.355469 1652244602.1083
MEM 370.355469 1652244602.2087
MEM 370.355469 1652244602.3090
MEM 370.355469 1652244602.4094
MEM 370.480469 1652244602.5098
MEM 370.480469 1652244602.6102
MEM 370.546875 1652244602.7106
MEM 370.578125 1652244602.8110
MEM 222.371094 1652244602.9113
MEM 221.371094 1652244603.0117
