CMDLINE /usr/bin/python3 scripts/Lasso-RF-Malaria.py
MEM 367.113281 1652243690.7239
MEM 367.113281 1652243690.8243
MEM 367.113281 1652243690.9247
MEM 367.113281 1652243691.0251
MEM 367.113281 1652243691.1254
MEM 367.113281 1652243691.2258
MEM 367.113281 1652243691.3262
MEM 367.113281 1652243691.4265
MEM 367.113281 1652243691.5269
MEM 367.113281 1652243691.6273
MEM 367.113281 1652243691.7276
MEM 367.113281 1652243691.8280
MEM 367.113281 1652243691.9284
MEM 367.113281 1652243692.0288
MEM 367.113281 1652243692.1291
MEM 367.113281 1652243692.2295
MEM 367.113281 1652243692.3299
MEM 367.113281 1652243692.4303
MEM 367.113281 1652243692.5307
MEM 367.113281 1652243692.6310
MEM 367.113281 1652243692.7314
MEM 367.113281 1652243692.8317
MEM 367.113281 1652243692.9338
MEM 367.113281 1652243693.0349
MEM 367.113281 1652243693.1352
MEM 367.113281 1652243693.2355
MEM 367.113281 1652243693.3360
MEM 367.113281 1652243693.4364
MEM 367.113281 1652243693.5368
MEM 367.113281 1652243693.6372
MEM 367.113281 1652243693.7376
MEM 367.113281 1652243693.8380
MEM 367.113281 1652243693.9384
MEM 367.113281 1652243694.0388
MEM 367.113281 1652243694.1392
MEM 367.113281 1652243694.2395
MEM 367.113281 1652243694.3399
MEM 367.113281 1652243694.4402
MEM 367.113281 1652243694.5406
MEM 367.113281 1652243694.6409
MEM 367.113281 1652243694.7413
MEM 367.113281 1652243694.8416
MEM 367.113281 1652243694.9420
MEM 367.113281 1652243695.0424
MEM 367.113281 1652243695.1427
MEM 367.113281 1652243695.2431
MEM 367.113281 1652243695.3434
MEM 367.113281 1652243695.4438
MEM 367.113281 1652243695.5442
MEM 367.113281 1652243695.6445
MEM 367.113281 1652243695.7449
MEM 367.113281 1652243695.8452
MEM 367.113281 1652243695.9456
MEM 367.113281 1652243696.0459
MEM 367.113281 1652243696.1463
MEM 367.113281 1652243696.2466
MEM 367.113281 1652243696.3470
MEM 367.113281 1652243696.4473
MEM 367.113281 1652243696.5477
MEM 367.113281 1652243696.6480
MEM 367.113281 1652243696.7484
MEM 367.113281 1652243696.8488
MEM 367.113281 1652243696.9491
MEM 367.113281 1652243697.0496
MEM 367.113281 1652243697.1500
MEM 367.113281 1652243697.2504
MEM 367.113281 1652243697.3509
MEM 367.113281 1652243697.4512
MEM 367.113281 1652243697.5516
MEM 367.113281 1652243697.6520
MEM 367.113281 1652243697.7524
MEM 367.113281 1652243697.8528
MEM 367.113281 1652243697.9534
MEM 367.113281 1652243698.0538
MEM 367.113281 1652243698.1541
MEM 367.113281 1652243698.2545
MEM 367.113281 1652243698.3548
MEM 367.113281 1652243698.4551
MEM 367.113281 1652243698.5555
MEM 367.113281 1652243698.6558
MEM 367.113281 1652243698.7562
MEM 367.113281 1652243698.8565
MEM 367.113281 1652243698.9569
MEM 367.113281 1652243699.0573
MEM 367.113281 1652243699.1576
MEM 367.113281 1652243699.2579
MEM 367.113281 1652243699.3583
MEM 367.113281 1652243699.4587
MEM 367.113281 1652243699.5590
MEM 367.113281 1652243699.6593
MEM 367.113281 1652243699.7597
MEM 367.113281 1652243699.8601
MEM 367.113281 1652243699.9605
MEM 367.113281 1652243700.0609
MEM 367.113281 1652243700.1612
MEM 367.277344 1652243700.2616
MEM 367.277344 1652243700.3619
MEM 367.277344 1652243700.4623
MEM 367.277344 1652243700.5627
MEM 367.277344 1652243700.6631
MEM 367.277344 1652243700.7635
MEM 367.277344 1652243700.8639
MEM 367.277344 1652243700.9643
MEM 367.277344 1652243701.0646
MEM 367.277344 1652243701.1650
MEM 367.277344 1652243701.2654
MEM 367.277344 1652243701.3658
MEM 367.277344 1652243701.4662
MEM 367.277344 1652243701.5668
MEM 367.277344 1652243701.6672
MEM 367.277344 1652243701.7675
MEM 367.277344 1652243701.8679
MEM 367.277344 1652243701.9683
MEM 367.277344 1652243702.0687
MEM 367.277344 1652243702.1690
MEM 367.277344 1652243702.2694
MEM 367.277344 1652243702.3697
MEM 367.527344 1652243702.4701
MEM 367.527344 1652243702.5703
MEM 367.527344 1652243702.6706
MEM 367.527344 1652243702.7709
MEM 367.527344 1652243702.8712
MEM 367.527344 1652243702.9716
MEM 367.527344 1652243703.0719
MEM 367.527344 1652243703.1722
MEM 367.527344 1652243703.2725
MEM 367.527344 1652243703.3729
MEM 367.527344 1652243703.4732
MEM 367.527344 1652243703.5734
MEM 367.527344 1652243703.6737
MEM 367.527344 1652243703.7740
MEM 367.527344 1652243703.8745
MEM 367.527344 1652243703.9748
MEM 367.527344 1652243704.0751
MEM 367.527344 1652243704.1754
MEM 367.527344 1652243704.2758
MEM 367.527344 1652243704.3761
MEM 367.527344 1652243704.4765
MEM 367.527344 1652243704.5769
MEM 367.527344 1652243704.6773
MEM 367.527344 1652243704.7777
MEM 367.527344 1652243704.8781
MEM 367.527344 1652243704.9785
MEM 367.527344 1652243705.0789
MEM 367.527344 1652243705.1863
MEM 367.527344 1652243705.2866
MEM 367.527344 1652243705.3870
MEM 367.527344 1652243705.4874
MEM 367.527344 1652243705.5878
MEM 367.527344 1652243705.6882
MEM 367.527344 1652243705.7886
MEM 367.527344 1652243705.8891
MEM 367.527344 1652243705.9894
MEM 367.527344 1652243706.0898
MEM 367.527344 1652243706.1901
MEM 367.527344 1652243706.2905
MEM 367.527344 1652243706.3908
MEM 367.527344 1652243706.4912
MEM 367.527344 1652243706.5915
MEM 367.527344 1652243706.6919
MEM 367.527344 1652243706.7923
MEM 367.527344 1652243706.8926
MEM 367.527344 1652243706.9930
MEM 367.527344 1652243707.0933
MEM 367.527344 1652243707.1936
MEM 367.527344 1652243707.2940
MEM 367.527344 1652243707.3944
MEM 367.527344 1652243707.4947
MEM 367.527344 1652243707.5951
MEM 367.527344 1652243707.6954
MEM 367.527344 1652243707.7958
MEM 367.527344 1652243707.8962
MEM 367.527344 1652243707.9966
MEM 367.527344 1652243708.0970
MEM 367.527344 1652243708.1974
MEM 367.527344 1652243708.2978
MEM 367.527344 1652243708.3982
MEM 367.527344 1652243708.4986
MEM 367.527344 1652243708.5990
MEM 367.527344 1652243708.6994
MEM 367.527344 1652243708.7998
MEM 367.527344 1652243708.9002
MEM 367.527344 1652243709.0006
MEM 367.527344 1652243709.1010
MEM 367.527344 1652243709.2014
MEM 367.527344 1652243709.3017
MEM 367.527344 1652243709.4022
MEM 367.527344 1652243709.5026
MEM 367.527344 1652243709.6031
MEM 367.527344 1652243709.7034
MEM 367.527344 1652243709.8037
MEM 367.527344 1652243709.9040
MEM 367.527344 1652243710.0044
MEM 367.527344 1652243710.1048
MEM 367.527344 1652243710.2051
MEM 367.527344 1652243710.3055
MEM 367.527344 1652243710.4058
MEM 367.527344 1652243710.5062
MEM 367.527344 1652243710.6065
MEM 367.527344 1652243710.7068
MEM 367.527344 1652243710.8072
MEM 367.527344 1652243710.9075
MEM 367.527344 1652243711.0079
MEM 367.527344 1652243711.1083
MEM 367.527344 1652243711.2086
MEM 367.527344 1652243711.3090
MEM 367.527344 1652243711.4093
MEM 367.527344 1652243711.5096
MEM 367.527344 1652243711.6100
MEM 367.527344 1652243711.7103
MEM 367.527344 1652243711.8107
MEM 367.527344 1652243711.9110
MEM 367.527344 1652243712.0114
MEM 367.527344 1652243712.1118
MEM 367.527344 1652243712.2122
MEM 367.527344 1652243712.3125
MEM 367.527344 1652243712.4129
MEM 367.527344 1652243712.5133
MEM 367.527344 1652243712.6136
MEM 367.527344 1652243712.7140
MEM 367.527344 1652243712.8144
MEM 367.527344 1652243712.9150
MEM 367.527344 1652243713.0153
MEM 367.527344 1652243713.1157
MEM 367.527344 1652243713.2163
MEM 367.527344 1652243713.3167
MEM 367.527344 1652243713.4170
MEM 367.527344 1652243713.5174
MEM 367.527344 1652243713.6177
MEM 367.527344 1652243713.7181
MEM 367.527344 1652243713.8184
MEM 367.527344 1652243713.9188
MEM 367.527344 1652243714.0192
MEM 367.527344 1652243714.1195
MEM 367.527344 1652243714.2199
MEM 367.527344 1652243714.3202
MEM 367.527344 1652243714.4205
MEM 367.527344 1652243714.5212
MEM 367.527344 1652243714.6215
MEM 367.527344 1652243714.7219
MEM 367.527344 1652243714.8222
MEM 367.527344 1652243714.9225
MEM 367.527344 1652243715.0229
MEM 367.527344 1652243715.1240
MEM 367.527344 1652243715.2243
MEM 367.527344 1652243715.3246
MEM 367.527344 1652243715.4250
MEM 367.527344 1652243715.5254
MEM 367.527344 1652243715.6258
MEM 367.527344 1652243715.7262
MEM 367.527344 1652243715.8265
MEM 367.527344 1652243715.9268
MEM 367.527344 1652243716.0272
MEM 367.527344 1652243716.1276
MEM 367.527344 1652243716.2280
MEM 367.527344 1652243716.3284
MEM 367.527344 1652243716.4288
MEM 367.527344 1652243716.5291
MEM 367.527344 1652243716.6294
MEM 367.527344 1652243716.7297
MEM 367.527344 1652243716.8300
MEM 367.527344 1652243716.9303
MEM 367.527344 1652243717.0307
MEM 367.527344 1652243717.1309
MEM 367.527344 1652243717.2312
MEM 367.527344 1652243717.3315
MEM 367.527344 1652243717.4318
MEM 367.527344 1652243717.5391
MEM 367.527344 1652243717.6394
MEM 367.527344 1652243717.7397
MEM 367.527344 1652243717.8401
MEM 367.527344 1652243717.9405
MEM 367.527344 1652243718.0408
MEM 367.527344 1652243718.1412
MEM 367.527344 1652243718.2416
MEM 367.527344 1652243718.3419
MEM 367.527344 1652243718.4423
MEM 367.527344 1652243718.5426
MEM 367.527344 1652243718.6430
MEM 367.527344 1652243718.7434
MEM 367.527344 1652243718.8439
MEM 367.527344 1652243718.9443
MEM 367.527344 1652243719.0447
MEM 367.527344 1652243719.1451
MEM 367.527344 1652243719.2455
MEM 367.527344 1652243719.3459
MEM 367.527344 1652243719.4462
MEM 367.527344 1652243719.5466
MEM 367.527344 1652243719.6470
MEM 367.527344 1652243719.7474
MEM 367.527344 1652243719.8478
MEM 367.527344 1652243719.9481
MEM 367.527344 1652243720.0485
MEM 367.527344 1652243720.1488
MEM 367.527344 1652243720.2492
MEM 367.527344 1652243720.3495
MEM 367.527344 1652243720.4499
MEM 367.527344 1652243720.5502
MEM 367.527344 1652243720.6506
MEM 367.527344 1652243720.7510
MEM 367.527344 1652243720.8514
MEM 367.527344 1652243720.9517
MEM 367.527344 1652243721.0520
MEM 367.527344 1652243721.1524
MEM 367.527344 1652243721.2528
MEM 367.527344 1652243721.3531
MEM 367.527344 1652243721.4534
MEM 367.527344 1652243721.5538
MEM 367.527344 1652243721.6541
MEM 367.527344 1652243721.7544
MEM 367.527344 1652243721.8548
MEM 367.527344 1652243721.9551
MEM 367.527344 1652243722.0555
MEM 367.527344 1652243722.1559
MEM 367.527344 1652243722.2566
MEM 367.527344 1652243722.3569
MEM 367.527344 1652243722.4573
MEM 367.527344 1652243722.5577
MEM 367.527344 1652243722.6581
MEM 367.527344 1652243722.7585
MEM 367.527344 1652243722.8588
MEM 367.527344 1652243722.9592
MEM 367.527344 1652243723.0595
MEM 367.527344 1652243723.1599
MEM 367.527344 1652243723.2602
MEM 367.527344 1652243723.3606
MEM 367.527344 1652243723.4609
MEM 367.527344 1652243723.5613
MEM 367.527344 1652243723.6617
MEM 367.527344 1652243723.7620
MEM 367.527344 1652243723.8623
MEM 367.527344 1652243723.9627
MEM 367.527344 1652243724.0631
MEM 367.527344 1652243724.1634
MEM 367.527344 1652243724.2637
MEM 367.527344 1652243724.3641
MEM 367.527344 1652243724.4645
MEM 367.527344 1652243724.5648
MEM 367.527344 1652243724.6652
MEM 367.527344 1652243724.7655
MEM 367.527344 1652243724.8659
MEM 367.527344 1652243724.9662
MEM 367.527344 1652243725.0666
MEM 367.527344 1652243725.1669
MEM 367.527344 1652243725.2674
MEM 367.527344 1652243725.3679
MEM 367.527344 1652243725.4683
MEM 367.527344 1652243725.5687
MEM 367.527344 1652243725.6691
MEM 367.527344 1652243725.7695
MEM 367.527344 1652243725.8699
MEM 367.527344 1652243725.9703
MEM 367.527344 1652243726.0708
MEM 367.527344 1652243726.1711
MEM 367.527344 1652243726.2715
MEM 367.527344 1652243726.3719
MEM 367.527344 1652243726.4722
MEM 367.527344 1652243726.5726
MEM 367.527344 1652243726.6729
MEM 367.527344 1652243726.7732
MEM 367.527344 1652243726.8736
MEM 367.527344 1652243726.9739
MEM 367.527344 1652243727.0742
MEM 367.527344 1652243727.1746
MEM 367.527344 1652243727.2750
MEM 367.527344 1652243727.3753
MEM 367.527344 1652243727.4756
MEM 367.527344 1652243727.5759
MEM 367.527344 1652243727.6763
MEM 367.527344 1652243727.7767
MEM 367.527344 1652243727.8770
MEM 367.527344 1652243727.9773
MEM 367.527344 1652243728.0777
MEM 367.527344 1652243728.1780
MEM 367.527344 1652243728.2784
MEM 367.527344 1652243728.3787
MEM 367.527344 1652243728.4791
MEM 367.527344 1652243728.5795
MEM 367.527344 1652243728.6800
MEM 367.527344 1652243728.7804
MEM 367.527344 1652243728.8815
MEM 367.527344 1652243728.9819
MEM 367.527344 1652243729.0822
MEM 367.527344 1652243729.1826
MEM 367.527344 1652243729.2831
MEM 367.527344 1652243729.3834
MEM 367.527344 1652243729.4837
MEM 367.527344 1652243729.5841
MEM 367.527344 1652243729.6843
MEM 367.527344 1652243729.7846
MEM 367.527344 1652243729.8848
MEM 367.527344 1652243729.9851
MEM 367.527344 1652243730.0854
MEM 367.527344 1652243730.1856
MEM 367.527344 1652243730.2859
MEM 367.527344 1652243730.3862
MEM 367.527344 1652243730.4864
MEM 367.527344 1652243730.5867
MEM 367.527344 1652243730.6870
MEM 367.527344 1652243730.7874
MEM 367.527344 1652243730.8876
MEM 367.527344 1652243730.9879
MEM 367.527344 1652243731.0882
MEM 367.527344 1652243731.1886
MEM 367.527344 1652243731.2889
MEM 367.527344 1652243731.3892
MEM 367.527344 1652243731.4897
MEM 367.527344 1652243731.5900
MEM 367.527344 1652243731.6904
MEM 367.527344 1652243731.7908
MEM 367.527344 1652243731.8911
MEM 367.527344 1652243731.9915
MEM 367.527344 1652243732.0919
MEM 367.527344 1652243732.1922
MEM 367.527344 1652243732.2926
MEM 367.527344 1652243732.3930
MEM 367.527344 1652243732.4934
MEM 367.527344 1652243732.5941
MEM 367.527344 1652243732.6945
MEM 367.527344 1652243732.7949
MEM 367.527344 1652243732.8952
MEM 367.527344 1652243732.9957
MEM 367.527344 1652243733.0960
MEM 367.527344 1652243733.1964
MEM 367.527344 1652243733.2967
MEM 367.527344 1652243733.3973
MEM 367.527344 1652243733.4977
MEM 367.527344 1652243733.5980
MEM 367.527344 1652243733.6984
MEM 367.527344 1652243733.7988
MEM 367.527344 1652243733.8992
MEM 367.527344 1652243733.9995
MEM 367.527344 1652243734.0999
MEM 367.527344 1652243734.2002
MEM 367.527344 1652243734.3006
MEM 367.714844 1652243734.4010
MEM 367.714844 1652243734.5013
MEM 367.714844 1652243734.6016
MEM 367.714844 1652243734.7020
MEM 367.714844 1652243734.8024
MEM 367.714844 1652243734.9028
MEM 367.714844 1652243735.0031
MEM 367.714844 1652243735.1035
MEM 367.714844 1652243735.2039
MEM 367.714844 1652243735.3042
MEM 367.714844 1652243735.4046
MEM 367.714844 1652243735.5050
MEM 367.914062 1652243735.6054
MEM 367.914062 1652243735.7058
MEM 219.953125 1652243735.8062
MEM 218.953125 1652243735.9066
MEM 0.000000 1652243736.0070
