CMDLINE /usr/bin/python3 scripts/tSNE-RF-TARA.py
MEM 266.023438 1652256593.5911
MEM 266.023438 1652256593.6913
MEM 266.023438 1652256593.7916
MEM 266.023438 1652256593.8919
MEM 266.023438 1652256593.9921
MEM 266.023438 1652256594.0924
MEM 266.023438 1652256594.1928
MEM 266.023438 1652256594.2931
MEM 266.023438 1652256594.3934
MEM 266.023438 1652256594.4937
MEM 266.023438 1652256594.5940
MEM 266.023438 1652256594.6943
MEM 266.023438 1652256594.7946
MEM 266.023438 1652256594.8950
MEM 266.023438 1652256594.9953
MEM 266.023438 1652256595.0957
MEM 266.023438 1652256595.1960
MEM 266.023438 1652256595.2963
MEM 266.023438 1652256595.3966
MEM 266.023438 1652256595.4985
MEM 266.023438 1652256595.5989
MEM 266.023438 1652256595.6991
MEM 266.023438 1652256595.7994
MEM 266.023438 1652256595.8997
MEM 266.023438 1652256596.0013
MEM 266.023438 1652256596.1025
MEM 266.023438 1652256596.2030
MEM 266.023438 1652256596.3033
MEM 266.023438 1652256596.4035
MEM 266.023438 1652256596.5038
MEM 266.023438 1652256596.6041
MEM 266.023438 1652256596.7044
MEM 266.023438 1652256596.8047
MEM 266.023438 1652256596.9052
MEM 266.023438 1652256597.0055
MEM 266.023438 1652256597.1077
MEM 266.023438 1652256597.2094
MEM 266.023438 1652256597.3097
MEM 266.023438 1652256597.4100
MEM 266.023438 1652256597.5173
MEM 266.023438 1652256597.6176
MEM 266.023438 1652256597.7179
MEM 266.023438 1652256597.8182
MEM 266.023438 1652256597.9185
MEM 266.023438 1652256598.0188
MEM 266.023438 1652256598.1191
MEM 266.023438 1652256598.2195
MEM 266.023438 1652256598.3198
MEM 266.023438 1652256598.4201
MEM 266.023438 1652256598.5204
MEM 266.023438 1652256598.6206
MEM 266.023438 1652256598.7210
MEM 266.023438 1652256598.8213
MEM 266.023438 1652256598.9217
MEM 266.023438 1652256599.0220
MEM 266.023438 1652256599.1223
MEM 266.023438 1652256599.2229
MEM 266.023438 1652256599.3231
MEM 266.023438 1652256599.4234
MEM 266.023438 1652256599.5237
MEM 266.023438 1652256599.6256
MEM 266.023438 1652256599.7259
MEM 266.023438 1652256599.8262
MEM 266.023438 1652256599.9264
MEM 266.023438 1652256600.0282
MEM 266.023438 1652256600.1310
MEM 266.023438 1652256600.2313
MEM 266.023438 1652256600.3316
MEM 266.023438 1652256600.4338
MEM 266.023438 1652256600.5341
MEM 266.023438 1652256600.6344
MEM 266.023438 1652256600.7346
MEM 266.023438 1652256600.8349
MEM 266.023438 1652256600.9353
MEM 266.023438 1652256601.0356
MEM 266.023438 1652256601.1358
MEM 266.023438 1652256601.2361
MEM 266.023438 1652256601.3364
MEM 266.023438 1652256601.4367
MEM 266.023438 1652256601.5371
MEM 266.023438 1652256601.6374
MEM 266.023438 1652256601.7377
MEM 266.023438 1652256601.8379
MEM 266.023438 1652256601.9382
MEM 266.023438 1652256602.0385
MEM 266.023438 1652256602.1388
MEM 266.023438 1652256602.2391
MEM 266.023438 1652256602.3395
MEM 266.023438 1652256602.4398
MEM 266.023438 1652256602.5401
MEM 266.023438 1652256602.6404
MEM 266.023438 1652256602.7406
MEM 266.023438 1652256602.8410
MEM 266.023438 1652256602.9413
MEM 266.023438 1652256603.0416
MEM 266.023438 1652256603.1419
MEM 266.023438 1652256603.2422
MEM 266.023438 1652256603.3425
MEM 266.023438 1652256603.4437
MEM 266.023438 1652256603.5440
MEM 266.023438 1652256603.6443
MEM 266.023438 1652256603.7446
MEM 266.023438 1652256603.8449
MEM 266.023438 1652256603.9452
MEM 266.023438 1652256604.0464
MEM 266.023438 1652256604.1468
MEM 266.023438 1652256604.2472
MEM 266.023438 1652256604.3480
MEM 266.023438 1652256604.4483
MEM 266.023438 1652256604.5486
MEM 266.023438 1652256604.6489
MEM 266.023438 1652256604.7492
MEM 266.023438 1652256604.8495
MEM 266.023438 1652256604.9499
MEM 266.023438 1652256605.0502
MEM 266.023438 1652256605.1506
MEM 266.023438 1652256605.2509
MEM 266.023438 1652256605.3511
MEM 266.023438 1652256605.4513
MEM 266.023438 1652256605.5518
MEM 266.023438 1652256605.6521
MEM 266.023438 1652256605.7524
MEM 266.023438 1652256605.8527
MEM 266.023438 1652256605.9530
MEM 266.023438 1652256606.0533
MEM 266.023438 1652256606.1536
MEM 266.023438 1652256606.2540
MEM 266.023438 1652256606.3543
MEM 266.023438 1652256606.4546
MEM 266.023438 1652256606.5549
MEM 266.023438 1652256606.6551
MEM 266.023438 1652256606.7560
MEM 266.023438 1652256606.8564
MEM 266.023438 1652256606.9567
MEM 266.023438 1652256607.0569
MEM 266.023438 1652256607.1572
MEM 266.023438 1652256607.2575
MEM 266.023438 1652256607.3578
MEM 266.023438 1652256607.4581
MEM 266.023438 1652256607.5588
MEM 266.023438 1652256607.6591
MEM 266.023438 1652256607.7594
MEM 266.023438 1652256607.8596
MEM 266.023438 1652256607.9599
MEM 266.023438 1652256608.0601
MEM 266.023438 1652256608.1660
MEM 266.023438 1652256608.2677
MEM 266.023438 1652256608.3680
MEM 266.023438 1652256608.4683
MEM 266.023438 1652256608.5686
MEM 266.023438 1652256608.6688
MEM 266.023438 1652256608.7691
MEM 266.023438 1652256608.8694
MEM 266.023438 1652256608.9696
MEM 266.023438 1652256609.0698
MEM 266.023438 1652256609.1701
MEM 266.023438 1652256609.2703
MEM 266.023438 1652256609.3706
MEM 266.023438 1652256609.4709
MEM 266.023438 1652256609.5712
MEM 266.023438 1652256609.6714
MEM 266.023438 1652256609.7717
MEM 266.023438 1652256609.8720
MEM 266.023438 1652256609.9722
MEM 266.023438 1652256610.0725
MEM 266.023438 1652256610.1727
MEM 266.023438 1652256610.2730
MEM 266.023438 1652256610.3732
MEM 266.023438 1652256610.4735
MEM 266.023438 1652256610.5738
MEM 266.023438 1652256610.6740
MEM 266.023438 1652256610.7743
MEM 266.023438 1652256610.8745
MEM 266.023438 1652256610.9748
MEM 266.023438 1652256611.0750
MEM 266.023438 1652256611.1753
MEM 266.023438 1652256611.2756
MEM 266.023438 1652256611.3758
MEM 266.023438 1652256611.4761
MEM 266.023438 1652256611.5763
MEM 266.023438 1652256611.6766
MEM 266.023438 1652256611.7773
MEM 266.023438 1652256611.8775
MEM 266.023438 1652256611.9778
MEM 266.023438 1652256612.0781
MEM 266.023438 1652256612.1783
MEM 266.023438 1652256612.2786
MEM 266.023438 1652256612.3789
MEM 266.023438 1652256612.4792
MEM 266.023438 1652256612.5796
MEM 266.023438 1652256612.6799
MEM 266.023438 1652256612.7819
MEM 266.023438 1652256612.8822
MEM 266.023438 1652256612.9825
MEM 266.023438 1652256613.0828
MEM 266.023438 1652256613.1832
MEM 266.023438 1652256613.2836
MEM 266.023438 1652256613.3839
MEM 266.023438 1652256613.4842
MEM 266.023438 1652256613.5844
MEM 266.023438 1652256613.6847
MEM 266.023438 1652256613.7850
MEM 266.023438 1652256613.8853
MEM 266.023438 1652256613.9857
MEM 266.023438 1652256614.0861
MEM 266.023438 1652256614.1864
MEM 266.023438 1652256614.2871
MEM 266.023438 1652256614.3874
MEM 266.023438 1652256614.4891
MEM 266.023438 1652256614.5895
MEM 266.023438 1652256614.6898
MEM 266.023438 1652256614.7913
MEM 266.023438 1652256614.8938
MEM 266.023438 1652256614.9941
MEM 266.023438 1652256615.0944
MEM 266.023438 1652256615.1957
MEM 266.023438 1652256615.2960
MEM 266.023438 1652256615.3963
MEM 266.023438 1652256615.4966
MEM 266.023438 1652256615.5969
MEM 266.023438 1652256615.6972
MEM 266.023438 1652256615.7976
MEM 266.023438 1652256615.8979
MEM 266.023438 1652256615.9982
MEM 266.023438 1652256616.0984
MEM 266.023438 1652256616.1987
MEM 266.023438 1652256616.2990
MEM 266.023438 1652256616.4006
MEM 266.023438 1652256616.5014
MEM 266.023438 1652256616.6018
MEM 266.023438 1652256616.7021
MEM 266.023438 1652256616.8024
MEM 266.023438 1652256616.9027
MEM 266.023438 1652256617.0050
MEM 266.023438 1652256617.1054
MEM 266.023438 1652256617.2057
MEM 266.023438 1652256617.3059
MEM 266.023438 1652256617.4063
MEM 266.023438 1652256617.5066
MEM 266.023438 1652256617.6069
MEM 266.023438 1652256617.7073
MEM 266.023438 1652256617.8077
MEM 266.023438 1652256617.9080
MEM 266.023438 1652256618.0083
MEM 266.023438 1652256618.1086
MEM 266.023438 1652256618.2089
MEM 266.023438 1652256618.3093
MEM 266.023438 1652256618.4097
MEM 266.023438 1652256618.5116
MEM 266.023438 1652256618.6119
MEM 266.023438 1652256618.7122
MEM 266.023438 1652256618.8125
MEM 266.023438 1652256618.9129
MEM 266.023438 1652256619.0133
MEM 266.023438 1652256619.1136
MEM 266.023438 1652256619.2139
MEM 266.023438 1652256619.3142
MEM 266.023438 1652256619.4144
MEM 266.023438 1652256619.5148
MEM 266.023438 1652256619.6152
MEM 266.023438 1652256619.7156
MEM 266.023438 1652256619.8159
MEM 266.023438 1652256619.9162
MEM 266.023438 1652256620.0164
MEM 266.023438 1652256620.1167
MEM 266.023438 1652256620.2171
MEM 266.023438 1652256620.3175
MEM 266.023438 1652256620.4178
MEM 266.023438 1652256620.5181
MEM 266.023438 1652256620.6184
MEM 266.023438 1652256620.7187
MEM 266.023438 1652256620.8190
MEM 266.023438 1652256620.9193
MEM 266.023438 1652256621.0200
MEM 266.023438 1652256621.1203
MEM 266.023438 1652256621.2206
MEM 266.023438 1652256621.3209
MEM 266.023438 1652256621.4212
MEM 266.023438 1652256621.5215
MEM 266.023438 1652256621.6219
MEM 266.023438 1652256621.7223
MEM 266.023438 1652256621.8226
MEM 266.023438 1652256621.9229
MEM 266.023438 1652256622.0232
MEM 266.023438 1652256622.1235
MEM 266.023438 1652256622.2238
MEM 266.023438 1652256622.3241
MEM 266.023438 1652256622.4245
MEM 266.023438 1652256622.5248
MEM 266.023438 1652256622.6251
MEM 266.023438 1652256622.7254
MEM 266.023438 1652256622.8256
MEM 266.023438 1652256622.9259
MEM 266.023438 1652256623.0275
MEM 266.023438 1652256623.1278
MEM 266.023438 1652256623.2281
MEM 266.023438 1652256623.3284
MEM 266.023438 1652256623.4287
MEM 266.023438 1652256623.5290
MEM 266.023438 1652256623.6293
MEM 266.023438 1652256623.7297
MEM 266.023438 1652256623.8323
MEM 266.023438 1652256623.9325
MEM 266.023438 1652256624.0332
MEM 266.023438 1652256624.1334
MEM 266.023438 1652256624.2337
MEM 266.023438 1652256624.3340
MEM 266.023438 1652256624.4344
MEM 266.023438 1652256624.5360
MEM 266.023438 1652256624.6363
MEM 266.023438 1652256624.7366
MEM 266.023438 1652256624.8369
MEM 266.023438 1652256624.9372
MEM 266.023438 1652256625.0376
MEM 266.023438 1652256625.1380
MEM 266.023438 1652256625.2383
MEM 266.023438 1652256625.3386
MEM 266.023438 1652256625.4388
MEM 266.023438 1652256625.5404
MEM 266.023438 1652256625.6417
MEM 266.023438 1652256625.7421
MEM 266.023438 1652256625.8424
MEM 266.023438 1652256625.9427
MEM 266.023438 1652256626.0430
MEM 266.023438 1652256626.1433
MEM 266.023438 1652256626.2436
MEM 266.023438 1652256626.3445
MEM 266.023438 1652256626.4449
MEM 266.023438 1652256626.5452
MEM 266.023438 1652256626.6471
MEM 266.023438 1652256626.7474
MEM 266.023438 1652256626.8476
MEM 266.023438 1652256626.9479
MEM 266.023438 1652256627.0483
MEM 266.023438 1652256627.1487
MEM 266.023438 1652256627.2490
MEM 266.023438 1652256627.3493
MEM 266.023438 1652256627.4541
MEM 266.023438 1652256627.5543
MEM 266.023438 1652256627.6546
MEM 266.023438 1652256627.7550
MEM 266.023438 1652256627.8554
MEM 266.023438 1652256627.9557
MEM 266.023438 1652256628.0560
MEM 266.023438 1652256628.1572
MEM 266.023438 1652256628.2575
MEM 266.023438 1652256628.3579
MEM 266.023438 1652256628.4595
MEM 266.023438 1652256628.5598
MEM 266.023438 1652256628.6604
MEM 266.023438 1652256628.7607
MEM 266.023438 1652256628.8610
MEM 266.023438 1652256628.9630
MEM 266.023438 1652256629.0634
MEM 266.023438 1652256629.1638
MEM 266.023438 1652256629.2641
MEM 266.023438 1652256629.3644
MEM 266.023438 1652256629.4658
MEM 266.023438 1652256629.5661
MEM 266.023438 1652256629.6665
MEM 266.023438 1652256629.7668
MEM 266.023438 1652256629.8671
MEM 266.023438 1652256629.9674
MEM 266.023438 1652256630.0677
MEM 266.023438 1652256630.1679
MEM 266.023438 1652256630.2682
MEM 266.023438 1652256630.3686
MEM 266.023438 1652256630.4689
MEM 266.023438 1652256630.5706
MEM 266.023438 1652256630.6709
MEM 266.023438 1652256630.7712
MEM 266.023438 1652256630.8714
MEM 266.023438 1652256630.9717
MEM 266.023438 1652256631.0721
MEM 266.023438 1652256631.1724
MEM 266.023438 1652256631.2727
MEM 266.023438 1652256631.3730
MEM 266.023438 1652256631.4733
MEM 266.023438 1652256631.5735
MEM 266.023438 1652256631.6738
MEM 266.023438 1652256631.7740
MEM 266.023438 1652256631.8743
MEM 266.023438 1652256631.9745
MEM 266.023438 1652256632.0748
MEM 266.023438 1652256632.1751
MEM 266.023438 1652256632.2754
MEM 266.023438 1652256632.3756
MEM 266.023438 1652256632.4759
MEM 266.023438 1652256632.5762
MEM 266.023438 1652256632.6765
MEM 266.023438 1652256632.7767
MEM 266.023438 1652256632.8770
MEM 266.023438 1652256632.9772
MEM 266.023438 1652256633.0775
MEM 266.023438 1652256633.1790
MEM 266.023438 1652256633.2793
MEM 266.023438 1652256633.3795
MEM 266.023438 1652256633.4798
MEM 266.023438 1652256633.5800
MEM 266.023438 1652256633.6803
MEM 266.023438 1652256633.7805
MEM 266.023438 1652256633.8808
MEM 266.023438 1652256633.9810
MEM 266.023438 1652256634.0812
MEM 266.023438 1652256634.1815
MEM 266.023438 1652256634.2817
MEM 266.023438 1652256634.3819
MEM 266.023438 1652256634.4822
MEM 266.023438 1652256634.5824
MEM 266.023438 1652256634.6827
MEM 266.023438 1652256634.7829
MEM 266.023438 1652256634.8832
MEM 266.023438 1652256634.9834
MEM 266.023438 1652256635.0837
MEM 266.023438 1652256635.1839
MEM 266.023438 1652256635.2841
MEM 266.023438 1652256635.3844
MEM 266.023438 1652256635.4846
MEM 266.023438 1652256635.5849
MEM 266.023438 1652256635.6851
MEM 266.023438 1652256635.7854
MEM 266.023438 1652256635.8858
MEM 266.023438 1652256635.9861
MEM 266.023438 1652256636.0864
MEM 266.023438 1652256636.1867
MEM 266.023438 1652256636.2870
MEM 266.023438 1652256636.3873
MEM 266.023438 1652256636.4876
MEM 266.023438 1652256636.5879
MEM 266.023438 1652256636.6883
MEM 266.023438 1652256636.7886
MEM 266.023438 1652256636.8893
MEM 266.023438 1652256636.9896
MEM 266.023438 1652256637.0899
MEM 266.023438 1652256637.1902
MEM 266.023438 1652256637.2906
MEM 266.023438 1652256637.3910
MEM 266.023438 1652256637.4913
MEM 266.023438 1652256637.5939
MEM 266.023438 1652256637.6941
MEM 266.023438 1652256637.7945
MEM 266.023438 1652256637.8949
MEM 266.023438 1652256637.9952
MEM 266.023438 1652256638.0955
MEM 266.023438 1652256638.1958
MEM 266.023438 1652256638.2961
MEM 266.023438 1652256638.3964
MEM 266.023438 1652256638.4967
MEM 266.023438 1652256638.5971
MEM 266.023438 1652256638.6974
MEM 266.023438 1652256638.7977
MEM 266.023438 1652256638.8980
MEM 266.023438 1652256638.9983
MEM 266.023438 1652256639.0985
MEM 266.023438 1652256639.1989
MEM 266.023438 1652256639.2991
MEM 266.023438 1652256639.3994
MEM 266.023438 1652256639.4997
MEM 266.023438 1652256639.6000
MEM 266.023438 1652256639.7002
MEM 266.023438 1652256639.8005
MEM 266.023438 1652256639.9009
MEM 266.023438 1652256640.0012
MEM 266.023438 1652256640.1015
MEM 266.023438 1652256640.2018
MEM 266.023438 1652256640.3022
MEM 266.023438 1652256640.4024
MEM 266.023438 1652256640.5028
MEM 266.023438 1652256640.6031
MEM 266.023438 1652256640.7034
MEM 266.023438 1652256640.8054
MEM 266.023438 1652256640.9057
MEM 266.023438 1652256641.0059
MEM 266.023438 1652256641.1062
MEM 266.023438 1652256641.2065
MEM 266.023438 1652256641.3069
MEM 266.023438 1652256641.4073
MEM 266.023438 1652256641.5076
MEM 266.023438 1652256641.6079
MEM 266.023438 1652256641.7082
MEM 266.023438 1652256641.8085
MEM 266.023438 1652256641.9088
MEM 266.023438 1652256642.0092
MEM 266.023438 1652256642.1131
MEM 266.023438 1652256642.2134
MEM 266.023438 1652256642.3136
MEM 266.023438 1652256642.4140
MEM 266.023438 1652256642.5143
MEM 266.023438 1652256642.6153
MEM 266.023438 1652256642.7157
MEM 266.023438 1652256642.8160
MEM 266.023438 1652256642.9163
MEM 266.023438 1652256643.0166
MEM 266.023438 1652256643.1169
MEM 266.023438 1652256643.2172
MEM 266.023438 1652256643.3176
MEM 266.023438 1652256643.4180
MEM 266.023438 1652256643.5183
MEM 266.023438 1652256643.6186
MEM 266.023438 1652256643.7189
MEM 266.023438 1652256643.8191
MEM 266.023438 1652256643.9214
MEM 266.023438 1652256644.0218
MEM 266.023438 1652256644.1222
MEM 266.023438 1652256644.2225
MEM 266.023438 1652256644.3228
MEM 266.023438 1652256644.4231
MEM 266.023438 1652256644.5234
MEM 266.023438 1652256644.6237
MEM 266.023438 1652256644.7240
MEM 266.023438 1652256644.8244
MEM 266.023438 1652256644.9247
MEM 266.023438 1652256645.0250
MEM 266.023438 1652256645.1252
MEM 266.023438 1652256645.2255
MEM 266.023438 1652256645.3258
MEM 266.023438 1652256645.4261
MEM 266.023438 1652256645.5265
MEM 266.023438 1652256645.6268
MEM 266.023438 1652256645.7271
MEM 266.023438 1652256645.8274
MEM 266.023438 1652256645.9295
MEM 266.023438 1652256646.0298
MEM 266.023438 1652256646.1322
MEM 266.023438 1652256646.2325
MEM 266.023438 1652256646.3329
MEM 266.023438 1652256646.4332
MEM 266.023438 1652256646.5335
MEM 266.023438 1652256646.6337
MEM 266.023438 1652256646.7340
MEM 266.023438 1652256646.8352
MEM 266.023438 1652256646.9356
MEM 266.023438 1652256647.0359
MEM 266.023438 1652256647.1362
MEM 266.023438 1652256647.2364
MEM 266.023438 1652256647.3367
MEM 266.023438 1652256647.4369
MEM 266.023438 1652256647.5373
MEM 266.023438 1652256647.6377
MEM 266.023438 1652256647.7380
MEM 266.023438 1652256647.8383
MEM 266.023438 1652256647.9386
MEM 266.023438 1652256648.0391
MEM 266.023438 1652256648.1394
MEM 266.023438 1652256648.2408
MEM 266.023438 1652256648.3428
MEM 266.023438 1652256648.4431
MEM 266.023438 1652256648.5433
MEM 266.023438 1652256648.6436
MEM 266.023438 1652256648.7439
MEM 266.023438 1652256648.8442
MEM 266.023438 1652256648.9458
MEM 266.023438 1652256649.0462
MEM 266.023438 1652256649.1465
MEM 266.023438 1652256649.2468
MEM 266.023438 1652256649.3471
MEM 266.023438 1652256649.4473
MEM 266.023438 1652256649.5476
MEM 266.023438 1652256649.6480
MEM 266.023438 1652256649.7483
MEM 266.023438 1652256649.8486
MEM 266.023438 1652256649.9489
MEM 266.023438 1652256650.0492
MEM 266.023438 1652256650.1495
MEM 266.023438 1652256650.2499
MEM 266.023438 1652256650.3502
MEM 266.023438 1652256650.4505
MEM 266.023438 1652256650.5508
MEM 266.023438 1652256650.6511
MEM 266.023438 1652256650.7514
MEM 266.023438 1652256650.8517
MEM 266.023438 1652256650.9520
MEM 266.023438 1652256651.0523
MEM 266.023438 1652256651.1526
MEM 266.023438 1652256651.2529
MEM 266.023438 1652256651.3532
MEM 266.023438 1652256651.4535
MEM 266.023438 1652256651.5537
MEM 266.023438 1652256651.6541
MEM 266.023438 1652256651.7545
MEM 266.023438 1652256651.8548
MEM 266.023438 1652256651.9551
MEM 266.023438 1652256652.0553
MEM 266.023438 1652256652.1556
MEM 266.023438 1652256652.2559
MEM 266.023438 1652256652.3563
MEM 266.023438 1652256652.4567
MEM 266.023438 1652256652.5570
MEM 266.023438 1652256652.6573
MEM 266.023438 1652256652.7589
MEM 266.023438 1652256652.8591
MEM 266.023438 1652256652.9593
MEM 266.023438 1652256653.0596
MEM 266.023438 1652256653.1599
MEM 266.023438 1652256653.2601
MEM 266.023438 1652256653.3604
MEM 266.023438 1652256653.4606
MEM 266.023438 1652256653.5609
MEM 266.023438 1652256653.6612
MEM 266.023438 1652256653.7615
MEM 266.023438 1652256653.8618
MEM 266.023438 1652256653.9620
MEM 266.023438 1652256654.0623
MEM 266.023438 1652256654.1626
MEM 266.023438 1652256654.2628
MEM 266.023438 1652256654.3631
MEM 266.023438 1652256654.4635
MEM 266.023438 1652256654.5638
MEM 266.023438 1652256654.6641
MEM 266.023438 1652256654.7644
MEM 266.023438 1652256654.8666
MEM 266.023438 1652256654.9669
MEM 266.023438 1652256655.0672
MEM 266.023438 1652256655.1683
MEM 266.023438 1652256655.2686
MEM 266.023438 1652256655.3688
MEM 266.023438 1652256655.4691
MEM 266.023438 1652256655.5693
MEM 266.023438 1652256655.6696
MEM 266.023438 1652256655.7699
MEM 266.023438 1652256655.8701
MEM 266.023438 1652256655.9704
MEM 266.023438 1652256656.0707
MEM 266.023438 1652256656.1709
MEM 266.023438 1652256656.2712
MEM 266.023438 1652256656.3715
MEM 266.023438 1652256656.4717
MEM 266.023438 1652256656.5720
MEM 266.023438 1652256656.6723
MEM 266.023438 1652256656.7725
MEM 266.023438 1652256656.8728
MEM 266.023438 1652256656.9731
MEM 266.023438 1652256657.0733
MEM 266.023438 1652256657.1736
MEM 266.023438 1652256657.2739
MEM 266.023438 1652256657.3741
MEM 266.023438 1652256657.4744
MEM 266.023438 1652256657.5746
MEM 266.023438 1652256657.6758
MEM 266.023438 1652256657.7761
MEM 266.023438 1652256657.8763
MEM 266.023438 1652256657.9766
MEM 266.023438 1652256658.0768
MEM 266.023438 1652256658.1771
MEM 266.023438 1652256658.2773
MEM 266.023438 1652256658.3776
MEM 266.023438 1652256658.4796
MEM 266.023438 1652256658.5798
MEM 266.023438 1652256658.6801
MEM 266.023438 1652256658.7803
MEM 266.023438 1652256658.8806
MEM 266.023438 1652256658.9808
MEM 266.023438 1652256659.0811
MEM 266.023438 1652256659.1813
MEM 266.023438 1652256659.2815
MEM 266.023438 1652256659.3818
MEM 266.023438 1652256659.4821
MEM 266.023438 1652256659.5824
MEM 266.023438 1652256659.6826
MEM 266.023438 1652256659.7829
MEM 266.023438 1652256659.8832
MEM 266.023438 1652256659.9835
MEM 266.023438 1652256660.0844
MEM 266.023438 1652256660.1885
MEM 266.023438 1652256660.2888
MEM 266.023438 1652256660.3894
MEM 266.023438 1652256660.4897
MEM 266.023438 1652256660.5900
MEM 266.023438 1652256660.6903
MEM 266.023438 1652256660.7912
MEM 266.023438 1652256660.8917
MEM 266.023438 1652256660.9920
MEM 266.023438 1652256661.0923
MEM 266.023438 1652256661.1926
MEM 266.023438 1652256661.2932
MEM 266.023438 1652256661.3935
MEM 266.023438 1652256661.4939
MEM 266.023438 1652256661.5943
MEM 266.023438 1652256661.6960
MEM 266.023438 1652256661.7963
MEM 266.023438 1652256661.8966
MEM 266.023438 1652256661.9969
MEM 266.023438 1652256662.0990
MEM 266.023438 1652256662.2000
MEM 266.023438 1652256662.3003
MEM 266.023438 1652256662.4006
MEM 266.023438 1652256662.5009
MEM 266.023438 1652256662.6012
MEM 266.023438 1652256662.7015
MEM 266.023438 1652256662.8018
MEM 266.023438 1652256662.9022
MEM 266.023438 1652256663.0025
MEM 266.023438 1652256663.1028
MEM 266.023438 1652256663.2031
MEM 266.023438 1652256663.3033
MEM 266.023438 1652256663.4036
MEM 266.023438 1652256663.5040
MEM 266.023438 1652256663.6042
MEM 266.023438 1652256663.7045
MEM 266.023438 1652256663.8047
MEM 266.023438 1652256663.9050
MEM 266.023438 1652256664.0052
MEM 266.023438 1652256664.1055
MEM 266.023438 1652256664.2058
MEM 266.023438 1652256664.3071
MEM 266.023438 1652256664.4073
MEM 266.023438 1652256664.5076
MEM 266.023438 1652256664.6078
MEM 266.023438 1652256664.7080
MEM 266.023438 1652256664.8083
MEM 266.023438 1652256664.9086
MEM 266.023438 1652256665.0089
MEM 266.023438 1652256665.1091
MEM 266.023438 1652256665.2093
MEM 266.023438 1652256665.3096
MEM 266.023438 1652256665.4099
MEM 266.023438 1652256665.5103
MEM 266.023438 1652256665.6106
MEM 266.023438 1652256665.7109
MEM 266.023438 1652256665.8111
MEM 266.023438 1652256665.9114
MEM 266.023438 1652256666.0151
MEM 266.023438 1652256666.1175
MEM 266.023438 1652256666.2178
MEM 266.023438 1652256666.3181
MEM 266.023438 1652256666.4184
MEM 266.023438 1652256666.5187
MEM 266.023438 1652256666.6190
MEM 266.023438 1652256666.7193
MEM 266.023438 1652256666.8196
MEM 266.023438 1652256666.9199
MEM 266.023438 1652256667.0202
MEM 266.023438 1652256667.1205
MEM 266.023438 1652256667.2208
MEM 266.023438 1652256667.3211
MEM 266.023438 1652256667.4215
MEM 266.023438 1652256667.5219
MEM 266.023438 1652256667.6222
MEM 266.023438 1652256667.7225
MEM 266.023438 1652256667.8229
MEM 266.023438 1652256667.9232
MEM 266.023438 1652256668.0235
MEM 266.023438 1652256668.1238
MEM 266.023438 1652256668.2241
MEM 266.023438 1652256668.3245
MEM 266.023438 1652256668.4248
MEM 266.023438 1652256668.5251
MEM 266.023438 1652256668.6254
MEM 266.023438 1652256668.7257
MEM 266.023438 1652256668.8261
MEM 266.023438 1652256668.9264
MEM 266.023438 1652256669.0267
MEM 266.023438 1652256669.1270
MEM 266.023438 1652256669.2273
MEM 266.023438 1652256669.3276
MEM 266.023438 1652256669.4280
MEM 266.023438 1652256669.5283
MEM 266.023438 1652256669.6286
MEM 266.023438 1652256669.7289
MEM 266.023438 1652256669.8292
MEM 266.023438 1652256669.9296
MEM 266.023438 1652256670.0300
MEM 266.023438 1652256670.1303
MEM 266.023438 1652256670.2306
MEM 266.023438 1652256670.3309
MEM 266.023438 1652256670.4311
MEM 266.023438 1652256670.5314
MEM 266.023438 1652256670.6318
MEM 266.023438 1652256670.7322
MEM 266.023438 1652256670.8351
MEM 266.023438 1652256670.9354
MEM 266.023438 1652256671.0358
MEM 266.023438 1652256671.1361
MEM 266.023438 1652256671.2384
MEM 266.023438 1652256671.3387
MEM 266.023438 1652256671.4391
MEM 266.023438 1652256671.5394
MEM 266.023438 1652256671.6398
MEM 266.023438 1652256671.7401
MEM 266.023438 1652256671.8404
MEM 266.023438 1652256671.9407
MEM 266.023438 1652256672.0410
MEM 266.023438 1652256672.1413
MEM 266.023438 1652256672.2417
MEM 266.023438 1652256672.3420
MEM 266.023438 1652256672.4423
MEM 266.023438 1652256672.5426
MEM 266.023438 1652256672.6430
MEM 266.023438 1652256672.7433
MEM 266.023438 1652256672.8437
MEM 266.023438 1652256672.9440
MEM 266.023438 1652256673.0444
MEM 266.023438 1652256673.1447
MEM 266.023438 1652256673.2450
MEM 266.023438 1652256673.3454
MEM 266.023438 1652256673.4457
MEM 266.023438 1652256673.5460
MEM 266.023438 1652256673.6464
MEM 266.023438 1652256673.7467
MEM 266.023438 1652256673.8471
MEM 266.023438 1652256673.9475
MEM 266.023438 1652256674.0478
MEM 266.023438 1652256674.1481
MEM 266.023438 1652256674.2484
MEM 266.023438 1652256674.3511
MEM 266.023438 1652256674.4563
MEM 266.023438 1652256674.5567
MEM 266.023438 1652256674.6570
MEM 266.023438 1652256674.7573
MEM 266.023438 1652256674.8576
MEM 266.023438 1652256674.9579
MEM 266.023438 1652256675.0583
MEM 266.023438 1652256675.1586
MEM 266.023438 1652256675.2590
MEM 266.023438 1652256675.3592
MEM 266.023438 1652256675.4595
MEM 266.023438 1652256675.5599
MEM 266.023438 1652256675.6603
MEM 266.023438 1652256675.7606
MEM 266.023438 1652256675.8609
MEM 266.023438 1652256675.9612
