CMDLINE /usr/bin/python3 scripts/tSNE-SVM-TARA.py
MEM 300.597656 1652299124.3085
MEM 300.597656 1652299124.4089
MEM 300.597656 1652299124.5094
MEM 300.597656 1652299124.6098
MEM 300.597656 1652299124.7102
MEM 300.597656 1652299124.8106
MEM 300.597656 1652299124.9111
MEM 300.597656 1652299125.0116
MEM 300.597656 1652299125.1120
MEM 300.597656 1652299125.2125
MEM 300.597656 1652299125.3129
MEM 300.597656 1652299125.4134
MEM 300.597656 1652299125.5138
MEM 300.597656 1652299125.6142
MEM 300.597656 1652299125.7147
MEM 300.597656 1652299125.8151
MEM 300.597656 1652299125.9155
MEM 300.597656 1652299126.0160
MEM 300.597656 1652299126.1164
MEM 300.597656 1652299126.2168
MEM 300.597656 1652299126.3172
MEM 300.597656 1652299126.4177
MEM 300.597656 1652299126.5181
MEM 300.597656 1652299126.6186
MEM 300.597656 1652299126.7190
MEM 300.597656 1652299126.8195
MEM 300.597656 1652299126.9199
MEM 300.597656 1652299127.0204
MEM 300.597656 1652299127.1208
MEM 300.597656 1652299127.2213
MEM 300.597656 1652299127.3217
MEM 300.597656 1652299127.4221
MEM 300.597656 1652299127.5226
MEM 300.597656 1652299127.6231
MEM 300.597656 1652299127.7235
MEM 300.597656 1652299127.8240
MEM 300.597656 1652299127.9244
MEM 300.597656 1652299128.0248
MEM 300.597656 1652299128.1253
MEM 300.597656 1652299128.2257
MEM 300.597656 1652299128.3261
MEM 300.597656 1652299128.4266
MEM 300.597656 1652299128.5271
MEM 300.597656 1652299128.6275
MEM 300.597656 1652299128.7279
MEM 300.597656 1652299128.8283
MEM 300.597656 1652299128.9288
MEM 300.597656 1652299129.0292
MEM 300.597656 1652299129.1296
MEM 300.597656 1652299129.2301
MEM 300.597656 1652299129.3305
MEM 300.597656 1652299129.4309
MEM 300.597656 1652299129.5313
MEM 300.597656 1652299129.6318
MEM 300.597656 1652299129.7322
MEM 300.597656 1652299129.8326
MEM 300.597656 1652299129.9331
MEM 300.597656 1652299130.0335
MEM 300.597656 1652299130.1339
MEM 300.597656 1652299130.2344
MEM 300.597656 1652299130.3350
MEM 300.597656 1652299130.4354
MEM 300.597656 1652299130.5358
MEM 300.597656 1652299130.6362
MEM 300.597656 1652299130.7366
MEM 300.597656 1652299130.8371
MEM 300.597656 1652299130.9375
MEM 300.597656 1652299131.0380
MEM 300.597656 1652299131.1384
MEM 300.597656 1652299131.2389
MEM 300.597656 1652299131.3392
MEM 300.597656 1652299131.4397
MEM 300.597656 1652299131.5401
MEM 300.597656 1652299131.6406
MEM 300.597656 1652299131.7410
MEM 300.597656 1652299131.8415
MEM 300.597656 1652299131.9419
MEM 300.597656 1652299132.0423
MEM 300.597656 1652299132.1427
MEM 300.597656 1652299132.2432
MEM 300.597656 1652299132.3436
MEM 300.597656 1652299132.4441
MEM 300.597656 1652299132.5445
MEM 300.597656 1652299132.6450
MEM 300.597656 1652299132.7454
MEM 300.597656 1652299132.8459
MEM 300.597656 1652299132.9463
MEM 300.597656 1652299133.0468
MEM 300.597656 1652299133.1473
MEM 300.597656 1652299133.2478
MEM 300.597656 1652299133.3482
MEM 300.597656 1652299133.4487
MEM 300.597656 1652299133.5490
MEM 300.597656 1652299133.6494
MEM 300.597656 1652299133.7498
MEM 300.597656 1652299133.8502
MEM 300.597656 1652299133.9507
MEM 300.597656 1652299134.0510
MEM 300.597656 1652299134.1514
MEM 300.597656 1652299134.2518
MEM 300.597656 1652299134.3522
MEM 300.597656 1652299134.4526
MEM 300.597656 1652299134.5530
MEM 300.597656 1652299134.6534
MEM 300.597656 1652299134.7538
MEM 300.597656 1652299134.8541
MEM 300.597656 1652299134.9545
MEM 300.597656 1652299135.0549
MEM 300.597656 1652299135.1553
MEM 300.597656 1652299135.2557
MEM 300.597656 1652299135.3561
MEM 300.597656 1652299135.4566
MEM 300.597656 1652299135.5571
MEM 300.597656 1652299135.6574
MEM 300.597656 1652299135.7579
MEM 300.597656 1652299135.8583
MEM 300.597656 1652299135.9587
MEM 300.597656 1652299136.0592
MEM 300.597656 1652299136.1597
MEM 300.597656 1652299136.2602
MEM 300.597656 1652299136.3606
MEM 300.597656 1652299136.4610
MEM 300.597656 1652299136.5615
MEM 300.597656 1652299136.6619
MEM 300.597656 1652299136.7624
MEM 300.597656 1652299136.8629
MEM 300.597656 1652299136.9634
MEM 300.597656 1652299137.0638
MEM 300.597656 1652299137.1643
MEM 300.597656 1652299137.2648
MEM 300.597656 1652299137.3652
MEM 300.597656 1652299137.4656
MEM 300.597656 1652299137.5661
MEM 300.597656 1652299137.6665
MEM 300.597656 1652299137.7670
MEM 300.597656 1652299137.8675
MEM 300.597656 1652299137.9679
MEM 300.597656 1652299138.0683
MEM 300.597656 1652299138.1688
MEM 300.597656 1652299138.2692
MEM 300.597656 1652299138.3696
MEM 300.597656 1652299138.4701
MEM 300.597656 1652299138.5706
MEM 300.597656 1652299138.6711
MEM 300.597656 1652299138.7715
MEM 300.597656 1652299138.8719
MEM 300.597656 1652299138.9724
MEM 300.597656 1652299139.0728
MEM 300.597656 1652299139.1733
MEM 300.597656 1652299139.2737
MEM 300.597656 1652299139.3741
MEM 300.597656 1652299139.4746
MEM 300.597656 1652299139.5751
MEM 300.597656 1652299139.6755
MEM 300.597656 1652299139.7759
MEM 300.597656 1652299139.8763
MEM 300.597656 1652299139.9767
MEM 300.597656 1652299140.0771
MEM 300.597656 1652299140.1774
MEM 300.597656 1652299140.2778
MEM 300.597656 1652299140.3782
MEM 300.597656 1652299140.4786
MEM 300.597656 1652299140.5790
MEM 300.597656 1652299140.6794
MEM 300.597656 1652299140.7798
MEM 300.597656 1652299140.8803
MEM 300.597656 1652299140.9807
MEM 300.597656 1652299141.0811
MEM 300.597656 1652299141.1815
MEM 300.597656 1652299141.2818
MEM 300.597656 1652299141.3822
MEM 300.597656 1652299141.4826
MEM 300.597656 1652299141.5831
MEM 300.597656 1652299141.6835
MEM 300.597656 1652299141.7839
MEM 300.597656 1652299141.8843
MEM 300.597656 1652299141.9847
MEM 300.597656 1652299142.0851
MEM 300.597656 1652299142.1855
MEM 300.597656 1652299142.2859
MEM 300.597656 1652299142.3863
MEM 300.597656 1652299142.4866
MEM 300.597656 1652299142.5871
MEM 300.597656 1652299142.6875
MEM 300.597656 1652299142.7879
MEM 300.597656 1652299142.8882
MEM 300.597656 1652299142.9887
MEM 300.597656 1652299143.0891
MEM 300.597656 1652299143.1895
MEM 300.597656 1652299143.2898
MEM 300.597656 1652299143.3903
MEM 300.597656 1652299143.4906
MEM 300.597656 1652299143.5911
MEM 300.597656 1652299143.6914
MEM 300.597656 1652299143.7919
MEM 300.597656 1652299143.8922
MEM 300.597656 1652299143.9927
MEM 300.597656 1652299144.0931
MEM 300.597656 1652299144.1936
MEM 300.597656 1652299144.2940
MEM 300.597656 1652299144.3944
MEM 300.597656 1652299144.4949
MEM 300.597656 1652299144.5954
MEM 300.597656 1652299144.6959
MEM 300.597656 1652299144.7963
MEM 300.597656 1652299144.8968
MEM 300.597656 1652299144.9973
MEM 300.597656 1652299145.0978
MEM 300.597656 1652299145.1983
MEM 300.597656 1652299145.2987
MEM 300.597656 1652299145.3993
MEM 300.597656 1652299145.4997
MEM 300.597656 1652299145.6002
MEM 300.597656 1652299145.7007
MEM 300.597656 1652299145.8012
MEM 300.597656 1652299145.9017
MEM 300.597656 1652299146.0022
MEM 300.597656 1652299146.1026
MEM 300.597656 1652299146.2031
MEM 300.597656 1652299146.3035
MEM 300.597656 1652299146.4040
MEM 300.597656 1652299146.5046
MEM 300.597656 1652299146.6051
MEM 300.597656 1652299146.7055
MEM 300.597656 1652299146.8059
MEM 300.597656 1652299146.9063
MEM 300.597656 1652299147.0067
MEM 300.597656 1652299147.1070
MEM 300.597656 1652299147.2074
MEM 300.597656 1652299147.3077
MEM 300.597656 1652299147.4080
MEM 300.597656 1652299147.5083
MEM 300.597656 1652299147.6086
MEM 300.597656 1652299147.7089
MEM 300.597656 1652299147.8092
MEM 300.597656 1652299147.9095
MEM 300.597656 1652299148.0098
MEM 300.597656 1652299148.1102
MEM 300.597656 1652299148.2105
MEM 300.597656 1652299148.3109
MEM 300.597656 1652299148.4113
MEM 300.597656 1652299148.5117
MEM 300.597656 1652299148.6121
MEM 300.597656 1652299148.7125
MEM 300.597656 1652299148.8128
MEM 300.597656 1652299148.9131
MEM 300.597656 1652299149.0134
MEM 300.597656 1652299149.1138
MEM 300.597656 1652299149.2141
MEM 300.597656 1652299149.3144
MEM 300.597656 1652299149.4147
MEM 300.597656 1652299149.5151
MEM 300.597656 1652299149.6154
MEM 300.597656 1652299149.7157
MEM 300.597656 1652299149.8161
MEM 300.597656 1652299149.9164
MEM 300.597656 1652299150.0169
MEM 300.597656 1652299150.1172
MEM 300.597656 1652299150.2176
MEM 300.597656 1652299150.3179
MEM 300.597656 1652299150.4183
MEM 300.597656 1652299150.5187
MEM 300.597656 1652299150.6191
MEM 300.597656 1652299150.7195
MEM 300.597656 1652299150.8199
MEM 300.597656 1652299150.9202
MEM 300.597656 1652299151.0206
MEM 300.597656 1652299151.1210
MEM 300.597656 1652299151.2214
MEM 300.597656 1652299151.3217
MEM 300.597656 1652299151.4221
MEM 300.597656 1652299151.5225
MEM 300.597656 1652299151.6230
MEM 300.597656 1652299151.7234
MEM 300.597656 1652299151.8237
MEM 300.597656 1652299151.9241
MEM 300.597656 1652299152.0245
MEM 300.597656 1652299152.1249
MEM 300.597656 1652299152.2252
MEM 300.597656 1652299152.3256
MEM 300.597656 1652299152.4260
MEM 300.597656 1652299152.5264
MEM 300.597656 1652299152.6268
MEM 300.597656 1652299152.7274
MEM 300.597656 1652299152.8278
MEM 300.597656 1652299152.9283
MEM 300.597656 1652299153.0287
MEM 300.597656 1652299153.1291
MEM 300.597656 1652299153.2294
MEM 300.597656 1652299153.3298
MEM 300.597656 1652299153.4303
MEM 300.597656 1652299153.5306
MEM 300.597656 1652299153.6312
MEM 300.597656 1652299153.7316
MEM 300.597656 1652299153.8320
MEM 300.597656 1652299153.9324
MEM 300.597656 1652299154.0329
MEM 300.597656 1652299154.1333
MEM 300.597656 1652299154.2338
MEM 300.597656 1652299154.3343
MEM 300.597656 1652299154.4348
MEM 300.597656 1652299154.5353
MEM 300.597656 1652299154.6358
MEM 300.597656 1652299154.7362
MEM 300.597656 1652299154.8367
MEM 300.597656 1652299154.9371
MEM 300.597656 1652299155.0377
MEM 300.597656 1652299155.1382
MEM 300.597656 1652299155.2386
MEM 300.597656 1652299155.3390
MEM 300.597656 1652299155.4395
MEM 300.597656 1652299155.5399
MEM 300.597656 1652299155.6403
MEM 300.597656 1652299155.7408
MEM 300.597656 1652299155.8412
MEM 300.597656 1652299155.9416
MEM 300.597656 1652299156.0421
MEM 300.597656 1652299156.1425
MEM 300.597656 1652299156.2429
MEM 300.597656 1652299156.3434
MEM 300.597656 1652299156.4438
MEM 300.597656 1652299156.5443
MEM 300.597656 1652299156.6447
MEM 300.597656 1652299156.7452
MEM 300.597656 1652299156.8457
MEM 300.597656 1652299156.9461
MEM 300.597656 1652299157.0465
MEM 300.597656 1652299157.1469
MEM 300.597656 1652299157.2473
MEM 300.597656 1652299157.3477
MEM 300.597656 1652299157.4481
MEM 300.597656 1652299157.5485
MEM 300.597656 1652299157.6489
MEM 300.597656 1652299157.7493
MEM 300.597656 1652299157.8497
MEM 300.597656 1652299157.9500
MEM 300.597656 1652299158.0504
MEM 300.597656 1652299158.1508
MEM 300.597656 1652299158.2512
MEM 300.597656 1652299158.3516
MEM 300.597656 1652299158.4520
MEM 300.597656 1652299158.5524
MEM 300.597656 1652299158.6528
MEM 300.597656 1652299158.7531
MEM 300.597656 1652299158.8536
MEM 300.597656 1652299158.9540
MEM 300.597656 1652299159.0544
MEM 300.597656 1652299159.1548
MEM 300.597656 1652299159.2552
MEM 300.597656 1652299159.3555
MEM 300.597656 1652299159.4560
MEM 300.597656 1652299159.5565
MEM 300.597656 1652299159.6569
MEM 300.597656 1652299159.7574
MEM 300.597656 1652299159.8578
MEM 300.597656 1652299159.9582
MEM 300.597656 1652299160.0586
MEM 300.597656 1652299160.1591
MEM 300.597656 1652299160.2598
MEM 300.597656 1652299160.3602
MEM 300.597656 1652299160.4606
MEM 300.597656 1652299160.5610
MEM 300.597656 1652299160.6615
MEM 300.597656 1652299160.7619
MEM 300.597656 1652299160.8623
MEM 300.597656 1652299160.9628
MEM 300.597656 1652299161.0632
MEM 300.597656 1652299161.1637
MEM 300.597656 1652299161.2642
MEM 300.597656 1652299161.3646
MEM 300.597656 1652299161.4650
MEM 300.597656 1652299161.5655
MEM 300.597656 1652299161.6660
MEM 300.597656 1652299161.7664
MEM 300.597656 1652299161.8669
MEM 300.597656 1652299161.9673
MEM 300.597656 1652299162.0676
MEM 300.597656 1652299162.1680
MEM 300.597656 1652299162.2685
MEM 300.597656 1652299162.3690
MEM 300.597656 1652299162.4695
MEM 300.597656 1652299162.5701
MEM 300.597656 1652299162.6706
MEM 300.597656 1652299162.7711
MEM 300.597656 1652299162.8715
MEM 300.597656 1652299162.9720
MEM 300.597656 1652299163.0724
MEM 300.597656 1652299163.1728
MEM 300.597656 1652299163.2732
MEM 300.597656 1652299163.3739
MEM 300.597656 1652299163.4743
MEM 300.597656 1652299163.5748
MEM 300.597656 1652299163.6752
MEM 300.597656 1652299163.7757
MEM 300.597656 1652299163.8762
MEM 300.597656 1652299163.9767
MEM 300.597656 1652299164.0771
MEM 300.597656 1652299164.1776
MEM 300.597656 1652299164.2780
MEM 300.597656 1652299164.3784
MEM 300.597656 1652299164.4787
MEM 300.597656 1652299164.5791
MEM 300.597656 1652299164.6795
MEM 300.597656 1652299164.7799
MEM 300.597656 1652299164.8803
MEM 300.597656 1652299164.9807
MEM 300.597656 1652299165.0811
MEM 300.597656 1652299165.1815
MEM 300.597656 1652299165.2819
MEM 300.597656 1652299165.3822
MEM 300.597656 1652299165.4826
MEM 300.597656 1652299165.5830
MEM 300.597656 1652299165.6834
MEM 300.597656 1652299165.7838
MEM 300.597656 1652299165.8842
MEM 300.597656 1652299165.9846
MEM 300.597656 1652299166.0850
MEM 300.597656 1652299166.1855
MEM 300.597656 1652299166.2859
MEM 300.597656 1652299166.3864
MEM 300.597656 1652299166.4869
MEM 300.597656 1652299166.5873
MEM 300.597656 1652299166.6877
MEM 300.597656 1652299166.7882
MEM 300.597656 1652299166.8886
MEM 300.597656 1652299166.9891
MEM 300.597656 1652299167.0895
MEM 300.597656 1652299167.1900
MEM 300.597656 1652299167.2904
MEM 300.597656 1652299167.3908
MEM 300.597656 1652299167.4913
MEM 300.597656 1652299167.5918
MEM 300.597656 1652299167.6922
MEM 300.597656 1652299167.7926
MEM 300.597656 1652299167.8931
MEM 300.597656 1652299167.9936
MEM 300.597656 1652299168.0940
MEM 300.597656 1652299168.1945
MEM 300.597656 1652299168.2950
MEM 300.597656 1652299168.3955
MEM 300.597656 1652299168.4959
MEM 300.597656 1652299168.5964
MEM 300.597656 1652299168.6968
MEM 300.597656 1652299168.7972
MEM 300.597656 1652299168.8978
MEM 300.597656 1652299168.9983
MEM 300.597656 1652299169.0987
MEM 300.597656 1652299169.1992
MEM 300.597656 1652299169.2996
MEM 300.597656 1652299169.4001
MEM 300.597656 1652299169.5007
MEM 300.597656 1652299169.6011
MEM 300.597656 1652299169.7016
MEM 300.597656 1652299169.8020
MEM 300.597656 1652299169.9025
MEM 300.597656 1652299170.0029
MEM 300.597656 1652299170.1034
MEM 300.597656 1652299170.2038
MEM 300.597656 1652299170.3043
MEM 300.597656 1652299170.4047
MEM 300.597656 1652299170.5052
MEM 300.597656 1652299170.6057
MEM 300.597656 1652299170.7062
MEM 300.597656 1652299170.8067
MEM 300.597656 1652299170.9072
MEM 300.597656 1652299171.0077
MEM 300.597656 1652299171.1081
MEM 300.597656 1652299171.2086
MEM 300.597656 1652299171.3091
MEM 300.597656 1652299171.4095
MEM 300.597656 1652299171.5099
MEM 300.597656 1652299171.6104
MEM 300.597656 1652299171.7109
MEM 300.597656 1652299171.8114
MEM 300.597656 1652299171.9119
MEM 300.597656 1652299172.0122
MEM 300.597656 1652299172.1128
MEM 300.597656 1652299172.2132
MEM 300.597656 1652299172.3137
MEM 300.597656 1652299172.4142
MEM 300.597656 1652299172.5147
MEM 300.597656 1652299172.6152
MEM 300.597656 1652299172.7156
MEM 300.597656 1652299172.8160
MEM 300.597656 1652299172.9165
MEM 300.597656 1652299173.0169
MEM 300.597656 1652299173.1173
MEM 300.597656 1652299173.2177
MEM 300.597656 1652299173.3181
MEM 300.597656 1652299173.4186
MEM 300.597656 1652299173.5191
MEM 300.597656 1652299173.6196
MEM 300.597656 1652299173.7200
MEM 300.597656 1652299173.8204
MEM 300.597656 1652299173.9208
MEM 300.597656 1652299174.0213
MEM 300.597656 1652299174.1217
MEM 300.597656 1652299174.2221
MEM 300.597656 1652299174.3225
MEM 300.597656 1652299174.4229
MEM 300.597656 1652299174.5233
MEM 300.597656 1652299174.6237
MEM 300.597656 1652299174.7241
MEM 300.597656 1652299174.8245
MEM 300.597656 1652299174.9249
MEM 300.597656 1652299175.0253
MEM 300.597656 1652299175.1256
MEM 300.597656 1652299175.2260
MEM 300.597656 1652299175.3264
MEM 300.597656 1652299175.4269
MEM 300.597656 1652299175.5275
MEM 300.597656 1652299175.6279
MEM 300.597656 1652299175.7284
MEM 300.597656 1652299175.8289
MEM 300.597656 1652299175.9294
MEM 300.597656 1652299176.0298
MEM 300.597656 1652299176.1303
MEM 300.597656 1652299176.2308
MEM 300.597656 1652299176.3312
MEM 300.597656 1652299176.4316
MEM 300.597656 1652299176.5320
MEM 300.597656 1652299176.6325
MEM 300.597656 1652299176.7329
MEM 300.597656 1652299176.8334
MEM 300.597656 1652299176.9339
MEM 300.597656 1652299177.0343
MEM 300.597656 1652299177.1348
MEM 300.597656 1652299177.2352
MEM 300.597656 1652299177.3357
MEM 300.597656 1652299177.4363
MEM 300.597656 1652299177.5367
MEM 300.597656 1652299177.6371
MEM 300.597656 1652299177.7376
MEM 300.597656 1652299177.8380
MEM 300.597656 1652299177.9385
MEM 300.597656 1652299178.0389
MEM 300.597656 1652299178.1394
MEM 300.597656 1652299178.2398
MEM 300.597656 1652299178.3403
MEM 300.597656 1652299178.4407
MEM 300.597656 1652299178.5411
MEM 300.597656 1652299178.6416
MEM 300.597656 1652299178.7420
MEM 300.597656 1652299178.8424
MEM 300.597656 1652299178.9428
MEM 300.597656 1652299179.0432
MEM 300.597656 1652299179.1436
MEM 300.597656 1652299179.2440
MEM 300.597656 1652299179.3443
MEM 300.597656 1652299179.4448
MEM 300.597656 1652299179.5452
MEM 300.597656 1652299179.6456
MEM 300.597656 1652299179.7460
MEM 300.597656 1652299179.8464
MEM 300.597656 1652299179.9468
MEM 300.597656 1652299180.0472
MEM 300.597656 1652299180.1476
MEM 300.597656 1652299180.2480
MEM 300.597656 1652299180.3484
MEM 300.597656 1652299180.4489
MEM 300.597656 1652299180.5494
MEM 300.597656 1652299180.6498
MEM 300.597656 1652299180.7502
MEM 300.597656 1652299180.8507
MEM 300.597656 1652299180.9511
MEM 300.597656 1652299181.0516
MEM 300.597656 1652299181.1520
MEM 300.597656 1652299181.2525
MEM 300.597656 1652299181.3528
MEM 300.597656 1652299181.4533
MEM 300.597656 1652299181.5537
MEM 300.597656 1652299181.6541
MEM 300.597656 1652299181.7545
MEM 300.597656 1652299181.8550
MEM 300.597656 1652299181.9554
MEM 300.597656 1652299182.0558
MEM 300.597656 1652299182.1563
MEM 300.597656 1652299182.2567
MEM 300.597656 1652299182.3574
MEM 300.597656 1652299182.4579
MEM 300.597656 1652299182.5584
MEM 300.597656 1652299182.6588
MEM 300.597656 1652299182.7593
MEM 300.597656 1652299182.8597
MEM 300.597656 1652299182.9601
MEM 300.597656 1652299183.0605
MEM 300.597656 1652299183.1611
MEM 300.597656 1652299183.2616
MEM 300.597656 1652299183.3619
MEM 300.597656 1652299183.4623
MEM 300.597656 1652299183.5627
MEM 300.597656 1652299183.6631
MEM 300.597656 1652299183.7635
MEM 300.597656 1652299183.8639
MEM 300.597656 1652299183.9642
MEM 300.597656 1652299184.0646
MEM 300.597656 1652299184.1650
MEM 300.597656 1652299184.2654
MEM 300.597656 1652299184.3658
MEM 300.597656 1652299184.4662
MEM 300.597656 1652299184.5666
MEM 300.597656 1652299184.6670
MEM 300.597656 1652299184.7674
MEM 300.597656 1652299184.8678
MEM 300.597656 1652299184.9683
MEM 300.597656 1652299185.0688
MEM 300.597656 1652299185.1692
MEM 300.597656 1652299185.2697
MEM 300.597656 1652299185.3702
MEM 300.597656 1652299185.4707
MEM 300.597656 1652299185.5711
MEM 300.597656 1652299185.6715
MEM 300.597656 1652299185.7719
MEM 300.597656 1652299185.8724
MEM 300.597656 1652299185.9729
MEM 300.597656 1652299186.0733
MEM 300.597656 1652299186.1737
MEM 300.597656 1652299186.2741
MEM 300.597656 1652299186.3745
MEM 300.597656 1652299186.4749
MEM 300.597656 1652299186.5754
MEM 300.597656 1652299186.6759
MEM 300.597656 1652299186.7764
MEM 300.597656 1652299186.8768
MEM 300.597656 1652299186.9773
MEM 300.597656 1652299187.0778
MEM 300.597656 1652299187.1782
MEM 300.597656 1652299187.2787
MEM 300.597656 1652299187.3791
MEM 300.597656 1652299187.4795
MEM 300.597656 1652299187.5800
MEM 300.597656 1652299187.6804
MEM 300.597656 1652299187.7808
MEM 300.597656 1652299187.8813
MEM 300.597656 1652299187.9818
MEM 300.597656 1652299188.0822
MEM 300.597656 1652299188.1827
MEM 300.597656 1652299188.2831
MEM 300.597656 1652299188.3835
MEM 300.597656 1652299188.4839
MEM 300.597656 1652299188.5844
MEM 300.597656 1652299188.6848
MEM 300.597656 1652299188.7851
MEM 300.597656 1652299188.8855
MEM 300.597656 1652299188.9859
MEM 300.597656 1652299189.0864
MEM 300.597656 1652299189.1870
MEM 300.597656 1652299189.2875
MEM 300.597656 1652299189.3880
MEM 300.597656 1652299189.4884
MEM 300.597656 1652299189.5889
MEM 300.597656 1652299189.6894
MEM 300.597656 1652299189.7898
MEM 300.597656 1652299189.8903
MEM 300.597656 1652299189.9907
MEM 300.597656 1652299190.0913
MEM 300.597656 1652299190.1917
MEM 300.597656 1652299190.2922
MEM 300.597656 1652299190.3927
MEM 300.597656 1652299190.4932
MEM 300.597656 1652299190.5936
MEM 300.597656 1652299190.6940
MEM 300.597656 1652299190.7944
MEM 300.597656 1652299190.8949
MEM 300.597656 1652299190.9954
MEM 300.597656 1652299191.0958
MEM 300.597656 1652299191.1962
MEM 300.597656 1652299191.2967
MEM 300.597656 1652299191.3972
MEM 300.597656 1652299191.4976
MEM 300.597656 1652299191.5980
MEM 300.597656 1652299191.6985
MEM 300.597656 1652299191.7990
MEM 300.597656 1652299191.8994
MEM 300.597656 1652299191.9998
MEM 300.597656 1652299192.1003
MEM 300.597656 1652299192.2008
MEM 300.597656 1652299192.3012
MEM 300.597656 1652299192.4016
MEM 300.597656 1652299192.5021
MEM 300.597656 1652299192.6026
MEM 300.597656 1652299192.7031
MEM 300.597656 1652299192.8035
MEM 300.597656 1652299192.9040
MEM 300.597656 1652299193.0044
MEM 300.597656 1652299193.1049
MEM 300.597656 1652299193.2054
MEM 300.597656 1652299193.3058
MEM 300.597656 1652299193.4063
MEM 300.597656 1652299193.5067
MEM 300.597656 1652299193.6072
MEM 300.597656 1652299193.7077
MEM 300.597656 1652299193.8081
MEM 300.597656 1652299193.9086
MEM 300.597656 1652299194.0091
MEM 300.597656 1652299194.1095
MEM 300.597656 1652299194.2100
MEM 300.597656 1652299194.3104
MEM 300.597656 1652299194.4108
MEM 300.597656 1652299194.5113
MEM 300.597656 1652299194.6117
MEM 300.597656 1652299194.7121
MEM 300.597656 1652299194.8126
MEM 300.597656 1652299194.9131
MEM 300.597656 1652299195.0135
MEM 300.597656 1652299195.1140
MEM 300.597656 1652299195.2145
MEM 300.597656 1652299195.3150
MEM 300.597656 1652299195.4154
MEM 300.597656 1652299195.5159
MEM 300.597656 1652299195.6163
MEM 300.597656 1652299195.7167
MEM 300.597656 1652299195.8171
MEM 300.597656 1652299195.9176
MEM 300.597656 1652299196.0180
MEM 300.597656 1652299196.1184
MEM 300.597656 1652299196.2189
MEM 300.597656 1652299196.3193
MEM 300.597656 1652299196.4197
MEM 300.597656 1652299196.5202
MEM 300.597656 1652299196.6206
MEM 300.597656 1652299196.7210
MEM 300.597656 1652299196.8215
MEM 300.597656 1652299196.9220
MEM 300.597656 1652299197.0224
MEM 300.597656 1652299197.1229
MEM 300.597656 1652299197.2234
MEM 300.597656 1652299197.3238
MEM 300.597656 1652299197.4242
MEM 300.597656 1652299197.5247
MEM 300.597656 1652299197.6252
MEM 300.597656 1652299197.7257
MEM 300.597656 1652299197.8261
MEM 300.597656 1652299197.9266
MEM 300.597656 1652299198.0272
MEM 300.597656 1652299198.1276
MEM 300.597656 1652299198.2280
MEM 300.597656 1652299198.3285
MEM 300.597656 1652299198.4290
MEM 300.597656 1652299198.5294
MEM 300.597656 1652299198.6299
MEM 300.597656 1652299198.7303
MEM 300.597656 1652299198.8308
MEM 300.597656 1652299198.9312
MEM 300.597656 1652299199.0317
MEM 300.597656 1652299199.1321
MEM 300.597656 1652299199.2326
MEM 300.597656 1652299199.3330
MEM 300.597656 1652299199.4335
MEM 300.597656 1652299199.5339
MEM 300.597656 1652299199.6344
MEM 300.597656 1652299199.7347
MEM 300.597656 1652299199.8352
MEM 300.597656 1652299199.9356
MEM 300.597656 1652299200.0361
MEM 300.597656 1652299200.1365
MEM 300.597656 1652299200.2369
MEM 300.597656 1652299200.3374
MEM 300.597656 1652299200.4379
MEM 300.597656 1652299200.5383
MEM 300.597656 1652299200.6388
MEM 300.597656 1652299200.7392
MEM 300.597656 1652299200.8396
MEM 300.597656 1652299200.9400
MEM 300.597656 1652299201.0405
MEM 300.597656 1652299201.1410
MEM 300.597656 1652299201.2415
MEM 300.597656 1652299201.3420
MEM 300.597656 1652299201.4424
MEM 300.597656 1652299201.5428
MEM 300.597656 1652299201.6433
MEM 300.597656 1652299201.7437
MEM 300.597656 1652299201.8441
MEM 300.597656 1652299201.9446
MEM 300.597656 1652299202.0451
MEM 300.597656 1652299202.1455
MEM 300.597656 1652299202.2460
MEM 300.597656 1652299202.3465
MEM 300.597656 1652299202.4470
MEM 300.597656 1652299202.5474
MEM 300.597656 1652299202.6478
MEM 300.597656 1652299202.7482
MEM 300.597656 1652299202.8487
MEM 300.597656 1652299202.9492
MEM 300.597656 1652299203.0496
MEM 300.597656 1652299203.1501
MEM 300.597656 1652299203.2505
MEM 300.597656 1652299203.3509
MEM 300.597656 1652299203.4513
MEM 300.597656 1652299203.5517
MEM 300.597656 1652299203.6521
MEM 300.597656 1652299203.7525
MEM 300.597656 1652299203.8530
MEM 300.597656 1652299203.9535
MEM 300.597656 1652299204.0539
MEM 300.597656 1652299204.1544
MEM 300.597656 1652299204.2548
MEM 300.597656 1652299204.3552
MEM 300.597656 1652299204.4556
MEM 300.597656 1652299204.5560
MEM 300.597656 1652299204.6564
MEM 300.597656 1652299204.7569
MEM 300.597656 1652299204.8573
MEM 300.597656 1652299204.9578
MEM 300.597656 1652299205.0582
MEM 300.597656 1652299205.1587
MEM 300.597656 1652299205.2592
MEM 300.597656 1652299205.3596
MEM 300.597656 1652299205.4600
MEM 300.597656 1652299205.5605
MEM 300.597656 1652299205.6610
MEM 300.597656 1652299205.7614
MEM 300.597656 1652299205.8619
MEM 300.597656 1652299205.9624
MEM 300.597656 1652299206.0628
MEM 300.597656 1652299206.1633
MEM 300.597656 1652299206.2638
MEM 300.597656 1652299206.3643
MEM 300.597656 1652299206.4647
MEM 300.597656 1652299206.5652
MEM 300.597656 1652299206.6656
