CMDLINE /usr/bin/python3 scripts/AE-RF-Rhizo.py
MEM 2555.390625 1652241154.3891
MEM 2555.390625 1652241154.4896
MEM 2555.390625 1652241154.5899
MEM 2555.902344 1652241154.6903
MEM 2527.382812 1652241154.7908
MEM 2570.324219 1652241154.8912
MEM 2616.890625 1652241154.9917
MEM 2640.003906 1652241155.0924
MEM 2619.140625 1652241155.1928
MEM 2654.640625 1652241155.2933
MEM 2654.414062 1652241155.3937
MEM 2654.414062 1652241155.4941
MEM 2654.414062 1652241155.5945
MEM 2654.414062 1652241155.6949
MEM 2654.390625 1652241155.7953
MEM 2654.390625 1652241155.8957
MEM 2654.390625 1652241155.9961
MEM 2654.390625 1652241156.0965
MEM 2654.390625 1652241156.1969
MEM 2654.390625 1652241156.2973
MEM 2664.906250 1652241156.3977
MEM 2664.906250 1652241156.4981
MEM 2664.906250 1652241156.5985
MEM 2652.335938 1652241156.6989
MEM 2653.875000 1652241156.7993
MEM 2653.875000 1652241156.8997
MEM 2653.875000 1652241157.0001
MEM 2653.875000 1652241157.1009
MEM 2653.875000 1652241157.2013
MEM 2653.875000 1652241157.3017
MEM 2653.875000 1652241157.4021
MEM 2653.875000 1652241157.5025
MEM 2654.386719 1652241157.6029
MEM 2654.386719 1652241157.7032
MEM 2663.437500 1652241157.8036
MEM 2686.093750 1652241157.9043
MEM 2696.636719 1652241158.0047
MEM 2677.035156 1652241158.1052
MEM 2681.699219 1652241158.2056
MEM 2691.976562 1652241158.3061
MEM 2647.710938 1652241158.4065
MEM 2647.710938 1652241158.5070
MEM 2647.710938 1652241158.6073
MEM 2647.710938 1652241158.7077
MEM 2647.710938 1652241158.8081
MEM 2647.695312 1652241158.9085
MEM 2647.695312 1652241159.0089
MEM 2647.695312 1652241159.1093
MEM 2647.695312 1652241159.2097
MEM 2647.695312 1652241159.3101
MEM 2647.695312 1652241159.4104
MEM 2701.269531 1652241159.5109
MEM 2701.269531 1652241159.6112
MEM 2701.269531 1652241159.7116
MEM 2706.414062 1652241159.8135
MEM 2723.429688 1652241159.9139
MEM 2723.429688 1652241160.0142
MEM 2723.429688 1652241160.1146
MEM 2723.429688 1652241160.2149
MEM 2723.429688 1652241160.3152
MEM 2723.429688 1652241160.4155
MEM 2723.429688 1652241160.5157
MEM 2723.687500 1652241160.6161
MEM 2725.015625 1652241160.7165
MEM 2722.992188 1652241160.8169
MEM 2718.878906 1652241160.9174
MEM 2790.441406 1652241161.0179
MEM 2792.210938 1652241161.1183
MEM 2743.585938 1652241161.2187
MEM 2743.562500 1652241161.3192
MEM 2743.562500 1652241161.4196
MEM 2743.562500 1652241161.5200
MEM 2743.562500 1652241161.6204
MEM 2743.562500 1652241161.7208
MEM 2743.542969 1652241161.8212
MEM 2743.542969 1652241161.9217
MEM 2743.542969 1652241162.0221
MEM 2743.542969 1652241162.1225
MEM 2743.542969 1652241162.2230
MEM 2743.542969 1652241162.3233
MEM 2796.718750 1652241162.4243
MEM 2796.718750 1652241162.5247
MEM 2796.718750 1652241162.6251
MEM 2796.718750 1652241162.7255
MEM 2820.683594 1652241162.8260
MEM 2820.683594 1652241162.9264
MEM 2820.683594 1652241163.0267
MEM 2820.683594 1652241163.1271
MEM 2820.683594 1652241163.2275
MEM 2820.683594 1652241163.3279
MEM 2820.683594 1652241163.4284
MEM 2820.683594 1652241163.5288
MEM 2820.941406 1652241163.6292
MEM 2800.812500 1652241163.7297
MEM 2815.753906 1652241163.8301
MEM 2781.511719 1652241163.9305
MEM 2775.074219 1652241164.0311
MEM 2793.871094 1652241164.1315
MEM 2792.000000 1652241164.2319
MEM 2792.000000 1652241164.3323
MEM 2792.000000 1652241164.4327
MEM 2792.000000 1652241164.5331
MEM 2792.000000 1652241164.6335
MEM 2791.984375 1652241164.7339
MEM 2791.984375 1652241164.8343
MEM 2791.984375 1652241164.9347
MEM 2791.984375 1652241165.0351
MEM 2791.984375 1652241165.1355
MEM 2791.984375 1652241165.2360
MEM 2813.367188 1652241165.3364
MEM 2813.367188 1652241165.4368
MEM 2813.367188 1652241165.5372
MEM 2813.367188 1652241165.6376
MEM 2867.238281 1652241165.7380
MEM 2867.238281 1652241165.8384
MEM 2867.238281 1652241165.9388
MEM 2867.238281 1652241166.0392
MEM 2867.238281 1652241166.1397
MEM 2867.238281 1652241166.2401
MEM 2867.238281 1652241166.3405
MEM 2867.238281 1652241166.4409
MEM 2867.496094 1652241166.5412
MEM 2877.617188 1652241166.6417
MEM 2853.558594 1652241166.7421
MEM 2854.070312 1652241166.8426
MEM 2885.164062 1652241166.9431
MEM 2881.781250 1652241167.0435
MEM 2881.878906 1652241167.1439
MEM 2881.878906 1652241167.2444
MEM 2881.878906 1652241167.3448
MEM 2881.878906 1652241167.4452
MEM 2881.878906 1652241167.5456
MEM 2881.859375 1652241167.6460
MEM 2881.859375 1652241167.7463
MEM 2881.859375 1652241167.8468
MEM 2881.859375 1652241167.9472
MEM 2881.859375 1652241168.0475
MEM 2914.558594 1652241168.1479
MEM 2987.761719 1652241168.2483
MEM 2987.761719 1652241168.3487
MEM 2987.761719 1652241168.4490
MEM 2987.761719 1652241168.5495
MEM 3019.972656 1652241168.6499
MEM 3019.972656 1652241168.7503
MEM 3019.972656 1652241168.8507
MEM 3019.972656 1652241168.9511
MEM 3019.972656 1652241169.0514
MEM 3019.972656 1652241169.1517
MEM 3019.972656 1652241169.2521
MEM 3019.972656 1652241169.3525
MEM 3020.230469 1652241169.4530
MEM 3020.230469 1652241169.5534
MEM 3060.671875 1652241169.6539
MEM 3058.011719 1652241169.7553
MEM 3010.597656 1652241169.8557
MEM 2988.507812 1652241169.9568
MEM 2944.128906 1652241170.0572
MEM 2937.035156 1652241170.1576
MEM 2937.035156 1652241170.2580
MEM 2937.035156 1652241170.3584
MEM 2937.035156 1652241170.4588
MEM 2937.035156 1652241170.5592
MEM 2937.019531 1652241170.6596
MEM 2937.019531 1652241170.7600
MEM 2937.019531 1652241170.8604
MEM 2937.019531 1652241170.9608
MEM 2937.019531 1652241171.0612
MEM 2937.019531 1652241171.1617
MEM 2968.832031 1652241171.2620
MEM 2999.976562 1652241171.3624
MEM 3041.445312 1652241171.4629
MEM 3041.445312 1652241171.5632
MEM 3041.445312 1652241171.6637
MEM 3066.511719 1652241171.7641
MEM 3066.511719 1652241171.8646
MEM 3066.511719 1652241171.9650
MEM 3066.511719 1652241172.0654
MEM 3066.511719 1652241172.1658
MEM 3066.511719 1652241172.2663
MEM 3066.511719 1652241172.3667
MEM 3066.511719 1652241172.4671
MEM 3066.769531 1652241172.5676
MEM 3083.886719 1652241172.6680
MEM 3121.253906 1652241172.7685
MEM 3131.386719 1652241172.8690
MEM 3146.945312 1652241172.9694
MEM 3146.843750 1652241173.0698
MEM 3104.691406 1652241173.1715
MEM 3131.078125 1652241173.2719
MEM 3131.078125 1652241173.3723
MEM 3131.078125 1652241173.4727
MEM 3131.078125 1652241173.5731
MEM 3131.078125 1652241173.6734
MEM 3131.058594 1652241173.7739
MEM 3131.058594 1652241173.8742
MEM 3131.058594 1652241173.9747
MEM 3131.058594 1652241174.0750
MEM 3131.058594 1652241174.1754
MEM 3147.968750 1652241174.2758
MEM 3215.328125 1652241174.3761
MEM 3215.328125 1652241174.4765
MEM 3215.328125 1652241174.5770
MEM 3215.328125 1652241174.6774
MEM 3186.953125 1652241174.7778
MEM 3186.953125 1652241174.8782
MEM 3187.234375 1652241174.9786
MEM 3187.234375 1652241175.0791
MEM 3109.289062 1652241175.1796
MEM 3109.945312 1652241175.2800
MEM 3109.945312 1652241175.3804
MEM 3109.945312 1652241175.4809
MEM 3109.945312 1652241175.5813
MEM 3109.945312 1652241175.6817
MEM 3109.945312 1652241175.7821
MEM 3109.945312 1652241175.8826
MEM 3109.945312 1652241175.9830
MEM 3039.105469 1652241176.0835
MEM 3083.148438 1652241176.1839
MEM 3064.500000 1652241176.2843
MEM 3063.304688 1652241176.3848
MEM 3083.277344 1652241176.4852
MEM 3094.800781 1652241176.5856
MEM 3094.886719 1652241176.6860
MEM 3094.886719 1652241176.7863
MEM 3094.886719 1652241176.8866
MEM 3094.886719 1652241176.9870
MEM 3094.886719 1652241177.0874
MEM 3094.863281 1652241177.1877
MEM 3094.863281 1652241177.2880
MEM 3094.863281 1652241177.3883
MEM 3094.863281 1652241177.4886
MEM 3094.863281 1652241177.5890
MEM 3094.863281 1652241177.6893
MEM 3094.863281 1652241177.7898
MEM 3094.863281 1652241177.8902
MEM 3094.863281 1652241177.9905
MEM 3094.863281 1652241178.0909
MEM 3094.863281 1652241178.1913
MEM 3108.117188 1652241178.2918
MEM 3108.117188 1652241178.3922
MEM 3108.117188 1652241178.4929
MEM 3108.117188 1652241178.5934
MEM 3108.117188 1652241178.6938
MEM 3108.117188 1652241178.7942
MEM 3108.117188 1652241178.8946
MEM 3108.117188 1652241178.9950
MEM 3108.117188 1652241179.0954
MEM 3108.628906 1652241179.1958
MEM 3087.800781 1652241179.2970
MEM 3108.507812 1652241179.3974
MEM 3139.773438 1652241179.4981
MEM 3101.324219 1652241179.5985
MEM 3123.804688 1652241179.6990
MEM 3144.328125 1652241179.7994
MEM 3155.898438 1652241179.8999
MEM 3155.898438 1652241180.0003
MEM 3155.898438 1652241180.1007
MEM 3155.898438 1652241180.2012
MEM 3155.898438 1652241180.3016
MEM 3155.878906 1652241180.4020
MEM 3155.878906 1652241180.5025
MEM 3155.878906 1652241180.6029
MEM 3155.878906 1652241180.7032
MEM 3155.878906 1652241180.8036
MEM 3155.878906 1652241180.9040
MEM 3155.878906 1652241181.0044
MEM 3155.878906 1652241181.1048
MEM 3155.878906 1652241181.2055
MEM 3155.878906 1652241181.3059
MEM 3155.878906 1652241181.4071
MEM 3148.835938 1652241181.5076
MEM 3148.835938 1652241181.6084
MEM 3148.835938 1652241181.7088
MEM 3148.835938 1652241181.8093
MEM 3148.835938 1652241181.9097
MEM 3148.835938 1652241182.0101
MEM 3148.835938 1652241182.1105
MEM 3149.347656 1652241182.2110
MEM 3149.347656 1652241182.3113
MEM 3126.582031 1652241182.4137
MEM 3130.671875 1652241182.5190
MEM 3135.550781 1652241182.6194
MEM 3138.777344 1652241182.7198
MEM 3130.031250 1652241182.8202
MEM 3154.847656 1652241182.9206
MEM 3154.894531 1652241183.0209
MEM 3154.894531 1652241183.1213
MEM 3154.894531 1652241183.2217
MEM 3154.894531 1652241183.3221
MEM 3154.894531 1652241183.4225
MEM 3154.894531 1652241183.5228
MEM 3154.894531 1652241183.6232
MEM 3154.894531 1652241183.7235
MEM 3154.894531 1652241183.8239
MEM 3154.894531 1652241183.9243
MEM 3154.878906 1652241184.0246
MEM 3154.878906 1652241184.1250
MEM 3154.878906 1652241184.2254
MEM 3154.878906 1652241184.3258
MEM 3154.878906 1652241184.4262
MEM 3107.867188 1652241184.5273
MEM 3107.867188 1652241184.6277
MEM 3107.867188 1652241184.7281
MEM 3107.867188 1652241184.8283
MEM 3107.867188 1652241184.9287
MEM 3107.867188 1652241185.0298
MEM 3107.867188 1652241185.1301
MEM 3107.867188 1652241185.2305
MEM 3107.867188 1652241185.3308
MEM 3107.867188 1652241185.4311
MEM 3105.621094 1652241185.5315
MEM 3105.621094 1652241185.6319
MEM 3105.621094 1652241185.7326
MEM 3105.621094 1652241185.8331
MEM 3105.621094 1652241185.9335
MEM 3105.621094 1652241186.0338
MEM 3105.621094 1652241186.1342
MEM 3105.621094 1652241186.2346
MEM 3106.132812 1652241186.3350
MEM 3096.539062 1652241186.4354
MEM 3113.109375 1652241186.5359
MEM 3114.980469 1652241186.6363
MEM 3135.621094 1652241186.7367
MEM 3192.953125 1652241186.8371
MEM 3139.859375 1652241186.9375
MEM 3109.941406 1652241187.0379
MEM 3109.941406 1652241187.1383
MEM 3109.941406 1652241187.2387
MEM 3109.941406 1652241187.3390
MEM 3109.941406 1652241187.4394
MEM 3109.917969 1652241187.5419
MEM 3109.917969 1652241187.6423
MEM 3109.917969 1652241187.7427
MEM 3109.917969 1652241187.8431
MEM 3109.917969 1652241187.9434
MEM 3109.917969 1652241188.0438
MEM 3109.917969 1652241188.1442
MEM 3109.917969 1652241188.2446
MEM 3109.917969 1652241188.3449
MEM 3109.917969 1652241188.4453
MEM 3137.042969 1652241188.5496
MEM 3183.648438 1652241188.6500
MEM 3183.648438 1652241188.7504
MEM 3183.648438 1652241188.8508
MEM 3183.648438 1652241188.9512
MEM 3183.648438 1652241189.0516
MEM 3183.648438 1652241189.1520
MEM 3183.648438 1652241189.2524
MEM 3184.160156 1652241189.3528
MEM 3183.921875 1652241189.4533
MEM 3196.691406 1652241189.5536
MEM 3190.187500 1652241189.6555
MEM 3221.554688 1652241189.7559
MEM 3179.855469 1652241189.8563
MEM 3212.761719 1652241189.9567
MEM 3223.707031 1652241190.0571
MEM 3223.707031 1652241190.1575
MEM 3223.707031 1652241190.2579
MEM 3223.707031 1652241190.3582
MEM 3223.707031 1652241190.4587
MEM 3223.687500 1652241190.5591
MEM 3223.687500 1652241190.6594
MEM 3223.687500 1652241190.7598
MEM 3223.687500 1652241190.8602
MEM 3223.687500 1652241190.9605
MEM 3223.687500 1652241191.0609
MEM 3223.687500 1652241191.1613
MEM 3223.687500 1652241191.2625
MEM 3223.687500 1652241191.3629
MEM 3223.687500 1652241191.4632
MEM 3224.710938 1652241191.5645
MEM 3250.433594 1652241191.6649
MEM 3250.433594 1652241191.7652
MEM 3250.433594 1652241191.8656
MEM 3250.433594 1652241191.9660
MEM 3250.433594 1652241192.0664
MEM 3250.433594 1652241192.1668
MEM 3250.433594 1652241192.2672
MEM 3250.433594 1652241192.3676
MEM 3250.945312 1652241192.4680
MEM 3204.683594 1652241192.5685
MEM 3235.019531 1652241192.6689
MEM 3250.023438 1652241192.7693
MEM 3236.593750 1652241192.8697
MEM 3239.261719 1652241192.9702
MEM 3263.359375 1652241193.0712
MEM 3273.480469 1652241193.1715
MEM 3273.480469 1652241193.2719
MEM 3273.480469 1652241193.3722
MEM 3273.480469 1652241193.4725
MEM 3273.480469 1652241193.5728
MEM 3273.460938 1652241193.6731
MEM 3273.460938 1652241193.7734
MEM 3273.460938 1652241193.8738
MEM 3273.460938 1652241193.9742
MEM 3273.460938 1652241194.0745
MEM 3273.460938 1652241194.1750
MEM 3273.460938 1652241194.2761
MEM 3273.460938 1652241194.3765
MEM 3273.460938 1652241194.4770
MEM 3273.460938 1652241194.5778
MEM 3273.460938 1652241194.6794
MEM 3277.839844 1652241194.7798
MEM 3277.839844 1652241194.8802
MEM 3277.839844 1652241194.9806
MEM 3277.839844 1652241195.0810
MEM 3277.839844 1652241195.1814
MEM 3277.839844 1652241195.2818
MEM 3277.839844 1652241195.3822
MEM 3277.839844 1652241195.4826
MEM 3278.351562 1652241195.5831
MEM 3243.417969 1652241195.6837
MEM 3226.066406 1652241195.7841
MEM 3226.035156 1652241195.8845
MEM 3247.164062 1652241195.9849
MEM 3259.445312 1652241196.0853
MEM 3214.058594 1652241196.1881
MEM 3214.265625 1652241196.2885
MEM 3214.265625 1652241196.3889
MEM 3214.265625 1652241196.4892
MEM 3214.265625 1652241196.5896
MEM 3214.265625 1652241196.6900
MEM 3214.242188 1652241196.7903
MEM 3214.242188 1652241196.8907
MEM 3214.242188 1652241196.9910
MEM 3214.242188 1652241197.0914
MEM 3214.242188 1652241197.1918
MEM 3214.242188 1652241197.2922
MEM 3214.242188 1652241197.3925
MEM 3214.242188 1652241197.4929
MEM 3214.242188 1652241197.5933
MEM 3214.242188 1652241197.6936
MEM 3214.242188 1652241197.7940
MEM 3245.984375 1652241197.8944
MEM 3245.984375 1652241197.9948
MEM 3245.984375 1652241198.0952
MEM 3245.984375 1652241198.1956
MEM 3245.984375 1652241198.2959
MEM 3245.984375 1652241198.3963
MEM 3245.984375 1652241198.4967
MEM 3245.984375 1652241198.5971
MEM 3245.984375 1652241198.6974
MEM 3246.496094 1652241198.7978
MEM 3267.863281 1652241198.8982
MEM 3236.898438 1652241198.9987
MEM 3223.949219 1652241199.0992
MEM 3239.230469 1652241199.1997
MEM 3243.464844 1652241199.3018
MEM 3253.746094 1652241199.4047
MEM 3253.542969 1652241199.5050
MEM 3253.542969 1652241199.6054
MEM 3253.542969 1652241199.7057
MEM 3253.542969 1652241199.8061
MEM 3253.542969 1652241199.9065
MEM 3253.523438 1652241200.0069
MEM 3253.523438 1652241200.1073
MEM 3253.523438 1652241200.2077
MEM 3253.523438 1652241200.3080
MEM 3253.523438 1652241200.4084
MEM 3253.523438 1652241200.5087
MEM 3253.523438 1652241200.6091
MEM 3253.523438 1652241200.7095
MEM 3253.523438 1652241200.8098
MEM 3253.523438 1652241200.9101
MEM 3253.523438 1652241201.0104
MEM 3270.234375 1652241201.1108
MEM 3270.234375 1652241201.2122
MEM 3270.234375 1652241201.3127
MEM 3270.234375 1652241201.4131
MEM 3270.234375 1652241201.5136
MEM 3270.234375 1652241201.6140
MEM 3270.234375 1652241201.7143
MEM 3270.234375 1652241201.8147
MEM 3270.746094 1652241201.9150
MEM 3264.140625 1652241202.0154
MEM 3260.488281 1652241202.1158
MEM 3232.125000 1652241202.2163
MEM 3212.300781 1652241202.3167
MEM 3221.421875 1652241202.4183
MEM 3252.632812 1652241202.5187
MEM 3251.722656 1652241202.6191
MEM 3251.722656 1652241202.7194
MEM 3251.722656 1652241202.8198
MEM 3251.722656 1652241202.9202
MEM 3251.722656 1652241203.0206
MEM 3251.703125 1652241203.1210
MEM 3251.703125 1652241203.2214
MEM 3251.703125 1652241203.3218
MEM 3251.703125 1652241203.4221
MEM 3251.703125 1652241203.5225
MEM 3251.703125 1652241203.6229
MEM 3273.585938 1652241203.7231
MEM 3315.785156 1652241203.8235
MEM 3315.785156 1652241203.9238
MEM 3315.785156 1652241204.0242
MEM 3303.496094 1652241204.1246
MEM 3227.144531 1652241204.2250
MEM 3227.144531 1652241204.3254
MEM 3227.144531 1652241204.4258
MEM 3251.375000 1652241204.5262
MEM 3251.375000 1652241204.6267
MEM 3251.375000 1652241204.7271
MEM 3251.375000 1652241204.8275
MEM 3251.375000 1652241204.9278
MEM 3251.375000 1652241205.0283
MEM 3251.375000 1652241205.1286
MEM 3251.628906 1652241205.2290
MEM 3251.628906 1652241205.3294
MEM 3241.980469 1652241205.4298
MEM 3239.269531 1652241205.5301
MEM 3235.425781 1652241205.6306
MEM 3261.847656 1652241205.7369
MEM 3209.320312 1652241205.8372
MEM 3205.984375 1652241205.9376
MEM 3205.742188 1652241206.0380
MEM 3205.742188 1652241206.1384
MEM 3205.742188 1652241206.2388
MEM 3205.742188 1652241206.3391
MEM 3205.742188 1652241206.4395
MEM 3205.722656 1652241206.5399
MEM 3205.722656 1652241206.6403
MEM 3205.722656 1652241206.7406
MEM 3205.722656 1652241206.8409
MEM 3205.722656 1652241206.9413
MEM 3205.722656 1652241207.0417
MEM 3205.722656 1652241207.1421
MEM 3205.722656 1652241207.2424
MEM 3205.722656 1652241207.3428
MEM 3205.722656 1652241207.4432
MEM 3205.722656 1652241207.5436
MEM 3205.246094 1652241207.6440
MEM 3205.246094 1652241207.7454
MEM 3205.246094 1652241207.8458
MEM 3205.246094 1652241207.9462
MEM 3205.246094 1652241208.0467
MEM 3205.246094 1652241208.1471
MEM 3205.246094 1652241208.2475
MEM 3205.246094 1652241208.3479
MEM 3205.246094 1652241208.4483
MEM 3205.757812 1652241208.5487
MEM 3188.613281 1652241208.6490
MEM 3213.375000 1652241208.7494
MEM 3218.371094 1652241208.8499
MEM 3238.820312 1652241208.9503
MEM 3227.050781 1652241209.0507
MEM 3241.402344 1652241209.1521
MEM 3272.152344 1652241209.2525
MEM 3272.152344 1652241209.3528
MEM 3272.152344 1652241209.4531
MEM 3272.152344 1652241209.5535
MEM 3272.152344 1652241209.6537
MEM 3272.136719 1652241209.7541
MEM 3272.136719 1652241209.8544
MEM 3272.136719 1652241209.9547
MEM 3272.136719 1652241210.0550
MEM 3272.136719 1652241210.1553
MEM 3272.136719 1652241210.2556
MEM 3272.136719 1652241210.3560
MEM 3272.136719 1652241210.4565
MEM 3272.136719 1652241210.5570
MEM 3272.136719 1652241210.6574
MEM 3272.136719 1652241210.7578
MEM 3256.167969 1652241210.8584
MEM 3256.167969 1652241210.9588
MEM 3256.167969 1652241211.0592
MEM 3256.167969 1652241211.1595
MEM 3256.167969 1652241211.2599
MEM 3256.167969 1652241211.3603
MEM 3256.167969 1652241211.4607
MEM 3256.167969 1652241211.5611
MEM 3256.679688 1652241211.6615
MEM 3256.679688 1652241211.7619
MEM 3236.312500 1652241211.8632
MEM 3203.593750 1652241211.9636
MEM 3217.980469 1652241212.0640
MEM 3212.136719 1652241212.1644
MEM 3221.691406 1652241212.2648
MEM 3222.792969 1652241212.3652
MEM 3222.539062 1652241212.4656
MEM 3222.539062 1652241212.5660
MEM 3222.539062 1652241212.6664
MEM 3222.539062 1652241212.7668
MEM 3222.539062 1652241212.8672
MEM 3222.539062 1652241212.9676
MEM 3222.539062 1652241213.0680
MEM 3222.539062 1652241213.1684
MEM 3222.539062 1652241213.2687
MEM 3222.535156 1652241213.3692
MEM 3222.535156 1652241213.4696
MEM 3222.535156 1652241213.5700
MEM 3222.535156 1652241213.6704
MEM 3222.535156 1652241213.7708
MEM 3222.515625 1652241213.8712
MEM 3222.515625 1652241213.9716
MEM 3222.515625 1652241214.0720
MEM 3222.515625 1652241214.1723
MEM 3222.515625 1652241214.2727
MEM 3222.515625 1652241214.3731
MEM 3222.515625 1652241214.4735
MEM 3222.515625 1652241214.5739
MEM 3222.515625 1652241214.6743
MEM 3222.515625 1652241214.7747
MEM 3222.515625 1652241214.8751
MEM 3222.515625 1652241214.9755
MEM 3246.988281 1652241215.0761
MEM 3253.175781 1652241215.1764
MEM 3253.175781 1652241215.2768
MEM 3253.175781 1652241215.3771
MEM 3253.175781 1652241215.4775
MEM 3253.175781 1652241215.5779
MEM 3253.175781 1652241215.6782
MEM 3253.175781 1652241215.7786
MEM 3253.175781 1652241215.8790
MEM 3253.687500 1652241215.9794
MEM 3236.613281 1652241216.0798
MEM 3247.503906 1652241216.1802
MEM 3242.691406 1652241216.2806
MEM 3278.734375 1652241216.3811
MEM 3257.191406 1652241216.4816
MEM 3257.175781 1652241216.5820
MEM 3270.382812 1652241216.6824
MEM 3270.085938 1652241216.7828
MEM 3270.085938 1652241216.8856
MEM 3270.085938 1652241216.9860
MEM 3270.085938 1652241217.0864
MEM 3270.066406 1652241217.1868
MEM 3270.066406 1652241217.2872
MEM 3270.066406 1652241217.3876
MEM 3270.066406 1652241217.4880
MEM 3270.066406 1652241217.5884
MEM 3270.066406 1652241217.6888
MEM 3270.066406 1652241217.7891
MEM 3270.066406 1652241217.8894
MEM 3270.066406 1652241217.9897
MEM 3270.066406 1652241218.0900
MEM 3270.066406 1652241218.1904
MEM 3270.066406 1652241218.2907
MEM 3270.066406 1652241218.3910
MEM 3270.066406 1652241218.4912
MEM 3270.066406 1652241218.5917
MEM 3270.066406 1652241218.6920
MEM 3270.066406 1652241218.7923
MEM 3270.632812 1652241218.8926
MEM 3270.398438 1652241218.9930
MEM 3253.800781 1652241219.0934
MEM 3235.503906 1652241219.1945
MEM 3237.273438 1652241219.2948
MEM 3236.945312 1652241219.3952
MEM 3236.945312 1652241219.4955
MEM 3236.945312 1652241219.5960
MEM 3236.945312 1652241219.6964
MEM 3236.945312 1652241219.7968
MEM 3236.945312 1652241219.8972
MEM 3236.921875 1652241219.9976
MEM 3236.921875 1652241220.0979
MEM 3236.921875 1652241220.1983
MEM 3236.921875 1652241220.2987
MEM 3236.921875 1652241220.3991
MEM 3236.921875 1652241220.4995
MEM 3236.921875 1652241220.5999
MEM 3236.921875 1652241220.7002
MEM 3236.921875 1652241220.8006
MEM 3236.921875 1652241220.9009
MEM 3240.515625 1652241221.0013
MEM 3240.515625 1652241221.1017
MEM 3240.515625 1652241221.2025
MEM 3240.515625 1652241221.3028
MEM 3240.515625 1652241221.4032
MEM 3240.515625 1652241221.5036
MEM 3240.515625 1652241221.6040
MEM 3240.515625 1652241221.7044
MEM 3241.027344 1652241221.8047
MEM 3240.789062 1652241221.9051
MEM 3240.761719 1652241222.0055
MEM 3240.726562 1652241222.1059
MEM 3240.695312 1652241222.2062
MEM 3240.664062 1652241222.3068
MEM 3240.351562 1652241222.4072
MEM 3240.351562 1652241222.5075
MEM 3240.351562 1652241222.6079
MEM 3240.351562 1652241222.7083
MEM 3240.328125 1652241222.8089
MEM 3240.328125 1652241222.9092
MEM 3240.328125 1652241223.0118
MEM 3240.328125 1652241223.1122
MEM 3240.328125 1652241223.2126
MEM 3240.328125 1652241223.3130
MEM 3240.328125 1652241223.4134
MEM 3240.328125 1652241223.5138
MEM 3240.328125 1652241223.6142
MEM 3240.328125 1652241223.7146
MEM 3240.328125 1652241223.8150
MEM 3240.328125 1652241223.9153
MEM 3253.433594 1652241224.0157
MEM 3253.433594 1652241224.1160
MEM 3253.433594 1652241224.2164
MEM 3253.433594 1652241224.3168
MEM 3253.433594 1652241224.4172
MEM 3253.433594 1652241224.5176
MEM 3253.433594 1652241224.6179
MEM 3253.433594 1652241224.7183
MEM 3253.945312 1652241224.8187
MEM 3253.945312 1652241224.9191
MEM 3253.691406 1652241225.0195
MEM 3253.648438 1652241225.1200
MEM 3253.632812 1652241225.2204
MEM 3253.582031 1652241225.3209
MEM 3253.304688 1652241225.4213
MEM 3253.304688 1652241225.5217
MEM 3253.304688 1652241225.6221
MEM 3253.304688 1652241225.7224
MEM 3253.308594 1652241225.8227
MEM 3253.285156 1652241225.9231
MEM 3253.285156 1652241226.0235
MEM 3253.285156 1652241226.1239
MEM 3253.285156 1652241226.2243
MEM 3253.285156 1652241226.3246
MEM 3253.285156 1652241226.4250
MEM 3253.285156 1652241226.5253
MEM 3253.285156 1652241226.6256
MEM 3253.285156 1652241226.7259
MEM 3261.785156 1652241226.8262
MEM 3261.785156 1652241226.9265
MEM 3261.785156 1652241227.0269
MEM 3261.785156 1652241227.1272
MEM 3261.785156 1652241227.2275
MEM 3261.785156 1652241227.3279
MEM 3261.785156 1652241227.4282
MEM 3262.296875 1652241227.5286
MEM 3262.058594 1652241227.6290
MEM 3262.031250 1652241227.7294
MEM 3261.980469 1652241227.8298
MEM 3261.949219 1652241227.9302
MEM 3261.828125 1652241228.0306
MEM 3261.828125 1652241228.1310
MEM 3261.828125 1652241228.2314
MEM 3261.828125 1652241228.3318
MEM 3261.828125 1652241228.4322
MEM 3261.808594 1652241228.5325
MEM 3261.808594 1652241228.6328
MEM 3261.808594 1652241228.7332
MEM 3261.808594 1652241228.8336
MEM 3261.808594 1652241228.9340
MEM 3261.808594 1652241229.0344
MEM 3261.808594 1652241229.1347
MEM 3261.808594 1652241229.2352
MEM 3261.808594 1652241229.3356
MEM 3265.152344 1652241229.4361
MEM 3265.152344 1652241229.5365
MEM 3265.152344 1652241229.6369
MEM 3265.152344 1652241229.7373
MEM 3265.152344 1652241229.8377
MEM 3265.152344 1652241229.9381
MEM 3265.152344 1652241230.0385
MEM 3265.152344 1652241230.1388
MEM 3265.664062 1652241230.2392
MEM 3265.664062 1652241230.3395
MEM 3265.410156 1652241230.4399
MEM 3265.367188 1652241230.5403
MEM 3265.335938 1652241230.6407
MEM 3265.300781 1652241230.7411
MEM 3265.019531 1652241230.8414
MEM 3265.019531 1652241230.9418
MEM 3265.019531 1652241231.0421
MEM 3265.019531 1652241231.1425
MEM 3264.996094 1652241231.2429
MEM 3264.996094 1652241231.3433
MEM 3264.996094 1652241231.4437
MEM 3264.996094 1652241231.5441
MEM 3264.996094 1652241231.6445
MEM 3264.996094 1652241231.7449
MEM 3264.996094 1652241231.8452
MEM 3264.996094 1652241231.9456
MEM 3264.996094 1652241232.0460
MEM 3264.996094 1652241232.1464
