CMDLINE /usr/bin/python3 scripts/tSNE-RF-Rhizo.py
MEM 203.574219 1652242267.9698
MEM 203.574219 1652242268.0701
MEM 203.574219 1652242268.1705
MEM 203.574219 1652242268.2708
MEM 203.574219 1652242268.3711
MEM 203.574219 1652242268.4714
MEM 203.574219 1652242268.5717
MEM 203.574219 1652242268.6719
MEM 203.574219 1652242268.7722
MEM 203.574219 1652242268.8726
MEM 203.574219 1652242268.9729
MEM 203.574219 1652242269.0733
MEM 203.574219 1652242269.1736
MEM 203.574219 1652242269.2739
MEM 203.574219 1652242269.3741
MEM 203.574219 1652242269.4754
MEM 203.574219 1652242269.5757
MEM 203.574219 1652242269.6760
MEM 203.574219 1652242269.7764
MEM 203.574219 1652242269.8766
MEM 203.574219 1652242269.9769
MEM 203.574219 1652242270.0772
MEM 203.574219 1652242270.1774
MEM 203.574219 1652242270.2778
MEM 203.574219 1652242270.3782
MEM 203.574219 1652242270.4786
MEM 203.574219 1652242270.5789
MEM 203.574219 1652242270.6791
MEM 203.574219 1652242270.7808
MEM 203.574219 1652242270.8811
MEM 203.574219 1652242270.9814
MEM 203.574219 1652242271.0818
MEM 203.574219 1652242271.1836
MEM 203.574219 1652242271.2839
MEM 203.574219 1652242271.3842
MEM 203.574219 1652242271.4845
MEM 203.574219 1652242271.5848
MEM 203.574219 1652242271.6852
MEM 203.574219 1652242271.7855
MEM 203.574219 1652242271.8858
MEM 203.574219 1652242271.9861
MEM 203.574219 1652242272.0864
MEM 203.574219 1652242272.1866
MEM 203.574219 1652242272.2870
MEM 203.574219 1652242272.3874
MEM 203.574219 1652242272.4878
MEM 203.574219 1652242272.5880
MEM 203.574219 1652242272.6883
MEM 203.574219 1652242272.7886
MEM 203.574219 1652242272.8889
MEM 203.574219 1652242272.9892
MEM 203.574219 1652242273.0895
MEM 203.574219 1652242273.1912
MEM 203.574219 1652242273.2915
MEM 203.574219 1652242273.3918
MEM 203.574219 1652242273.4921
MEM 203.574219 1652242273.5923
MEM 203.574219 1652242273.6926
MEM 203.574219 1652242273.7930
MEM 203.574219 1652242273.8933
MEM 203.574219 1652242273.9936
MEM 203.574219 1652242274.0939
MEM 203.574219 1652242274.1942
MEM 203.574219 1652242274.2944
MEM 203.574219 1652242274.3948
MEM 203.574219 1652242274.4952
MEM 203.574219 1652242274.5955
MEM 203.574219 1652242274.6958
MEM 203.574219 1652242274.7961
MEM 203.574219 1652242274.8965
MEM 203.574219 1652242274.9968
MEM 203.574219 1652242275.0971
MEM 203.574219 1652242275.1975
MEM 203.574219 1652242275.2979
MEM 203.574219 1652242275.3982
MEM 203.574219 1652242275.4985
MEM 203.574219 1652242275.5987
MEM 203.574219 1652242275.6990
MEM 203.574219 1652242275.7993
MEM 203.574219 1652242275.8995
MEM 203.574219 1652242275.9998
MEM 203.574219 1652242276.1000
MEM 203.574219 1652242276.2003
MEM 203.574219 1652242276.3005
MEM 203.574219 1652242276.4008
MEM 203.574219 1652242276.5011
MEM 203.574219 1652242276.6013
MEM 203.574219 1652242276.7016
MEM 203.574219 1652242276.8019
MEM 203.574219 1652242276.9022
MEM 203.574219 1652242277.0024
MEM 203.574219 1652242277.1027
MEM 203.574219 1652242277.2029
MEM 203.574219 1652242277.3032
MEM 203.574219 1652242277.4035
MEM 203.574219 1652242277.5037
MEM 203.574219 1652242277.6040
MEM 203.574219 1652242277.7043
MEM 203.574219 1652242277.8046
MEM 203.574219 1652242277.9048
MEM 203.574219 1652242278.0051
MEM 203.574219 1652242278.1054
MEM 203.574219 1652242278.2057
MEM 203.574219 1652242278.3059
MEM 203.574219 1652242278.4062
MEM 203.574219 1652242278.5065
MEM 203.574219 1652242278.6068
MEM 203.574219 1652242278.7071
MEM 203.574219 1652242278.8073
MEM 203.574219 1652242278.9076
MEM 203.574219 1652242279.0079
MEM 203.574219 1652242279.1082
MEM 203.574219 1652242279.2085
MEM 203.574219 1652242279.3087
MEM 203.574219 1652242279.4090
MEM 203.574219 1652242279.5092
MEM 203.574219 1652242279.6095
MEM 203.574219 1652242279.7098
MEM 203.574219 1652242279.8101
MEM 203.574219 1652242279.9103
MEM 203.574219 1652242280.0106
MEM 203.574219 1652242280.1109
MEM 203.574219 1652242280.2112
MEM 203.574219 1652242280.3115
MEM 203.574219 1652242280.4117
MEM 203.574219 1652242280.5120
MEM 203.574219 1652242280.6123
MEM 203.574219 1652242280.7126
MEM 203.574219 1652242280.8129
MEM 203.574219 1652242280.9155
MEM 203.574219 1652242281.0158
MEM 203.574219 1652242281.1161
MEM 203.574219 1652242281.2174
MEM 203.574219 1652242281.3177
MEM 203.574219 1652242281.4180
MEM 203.574219 1652242281.5184
MEM 203.574219 1652242281.6187
MEM 203.574219 1652242281.7190
MEM 203.574219 1652242281.8193
MEM 203.574219 1652242281.9206
MEM 203.574219 1652242282.0209
MEM 203.574219 1652242282.1211
MEM 203.574219 1652242282.2215
MEM 203.574219 1652242282.3218
MEM 203.574219 1652242282.4222
MEM 203.574219 1652242282.5225
MEM 203.574219 1652242282.6227
MEM 203.574219 1652242282.7230
MEM 203.574219 1652242282.8232
MEM 203.574219 1652242282.9236
MEM 203.574219 1652242283.0239
MEM 203.574219 1652242283.1242
MEM 203.574219 1652242283.2245
MEM 203.574219 1652242283.3248
MEM 203.574219 1652242283.4250
MEM 203.574219 1652242283.5253
MEM 203.574219 1652242283.6256
MEM 203.574219 1652242283.7259
MEM 203.574219 1652242283.8261
MEM 203.574219 1652242283.9264
MEM 203.574219 1652242284.0266
MEM 203.574219 1652242284.1269
MEM 203.574219 1652242284.2272
MEM 203.574219 1652242284.3275
MEM 203.574219 1652242284.4293
MEM 203.574219 1652242284.5318
MEM 203.574219 1652242284.6321
MEM 203.574219 1652242284.7324
MEM 203.574219 1652242284.8328
MEM 203.574219 1652242284.9331
MEM 203.574219 1652242285.0334
MEM 203.574219 1652242285.1360
MEM 203.574219 1652242285.2363
MEM 203.574219 1652242285.3366
MEM 203.574219 1652242285.4369
MEM 203.574219 1652242285.5372
MEM 203.574219 1652242285.6398
MEM 203.574219 1652242285.7401
MEM 203.574219 1652242285.8404
MEM 203.574219 1652242285.9407
MEM 203.574219 1652242286.0410
MEM 203.574219 1652242286.1412
MEM 203.574219 1652242286.2416
MEM 203.574219 1652242286.3420
MEM 203.574219 1652242286.4452
MEM 203.574219 1652242286.5455
MEM 203.574219 1652242286.6458
MEM 203.574219 1652242286.7461
MEM 203.574219 1652242286.8485
MEM 203.574219 1652242286.9488
MEM 203.574219 1652242287.0491
MEM 203.574219 1652242287.1494
MEM 203.574219 1652242287.2496
MEM 203.574219 1652242287.3511
MEM 203.574219 1652242287.4513
MEM 203.574219 1652242287.5516
MEM 203.574219 1652242287.6520
MEM 203.574219 1652242287.7522
MEM 203.574219 1652242287.8525
MEM 203.574219 1652242287.9528
MEM 203.574219 1652242288.0530
MEM 203.574219 1652242288.1534
MEM 203.574219 1652242288.2537
MEM 203.574219 1652242288.3541
MEM 203.574219 1652242288.4544
MEM 203.574219 1652242288.5567
MEM 203.574219 1652242288.6570
MEM 203.574219 1652242288.7572
MEM 203.574219 1652242288.8576
MEM 203.574219 1652242288.9580
MEM 203.574219 1652242289.0582
MEM 203.574219 1652242289.1585
MEM 203.574219 1652242289.2588
MEM 203.574219 1652242289.3591
MEM 203.574219 1652242289.4595
MEM 203.574219 1652242289.5598
MEM 203.574219 1652242289.6602
MEM 203.574219 1652242289.7604
MEM 203.574219 1652242289.8607
MEM 203.574219 1652242289.9610
MEM 203.574219 1652242290.0613
MEM 203.574219 1652242290.1616
MEM 203.574219 1652242290.2637
MEM 203.574219 1652242290.3640
MEM 203.574219 1652242290.4643
MEM 203.574219 1652242290.5646
MEM 203.574219 1652242290.6649
MEM 203.574219 1652242290.7652
MEM 203.574219 1652242290.8656
MEM 203.574219 1652242290.9660
MEM 203.574219 1652242291.0663
MEM 203.574219 1652242291.1666
MEM 203.574219 1652242291.2669
MEM 203.574219 1652242291.3671
MEM 203.574219 1652242291.4691
MEM 203.574219 1652242291.5703
MEM 203.574219 1652242291.6707
MEM 203.574219 1652242291.7711
MEM 203.574219 1652242291.8713
MEM 203.574219 1652242291.9717
MEM 203.574219 1652242292.0719
MEM 203.574219 1652242292.1722
MEM 203.574219 1652242292.2725
MEM 203.574219 1652242292.3729
MEM 203.574219 1652242292.4732
MEM 203.574219 1652242292.5735
MEM 203.574219 1652242292.6738
MEM 203.574219 1652242292.7741
MEM 203.574219 1652242292.8744
MEM 203.574219 1652242292.9747
MEM 203.574219 1652242293.0751
MEM 203.574219 1652242293.1754
MEM 203.574219 1652242293.2757
MEM 203.574219 1652242293.3760
MEM 203.574219 1652242293.4775
MEM 203.574219 1652242293.5777
MEM 203.574219 1652242293.6781
MEM 203.574219 1652242293.7785
MEM 203.574219 1652242293.8788
MEM 203.574219 1652242293.9791
MEM 203.574219 1652242294.0794
MEM 203.574219 1652242294.1797
MEM 203.574219 1652242294.2799
MEM 203.574219 1652242294.3827
MEM 203.574219 1652242294.4830
MEM 203.574219 1652242294.5833
MEM 203.574219 1652242294.6836
MEM 203.574219 1652242294.7839
MEM 203.574219 1652242294.8842
MEM 203.574219 1652242294.9845
MEM 203.574219 1652242295.0848
MEM 203.574219 1652242295.1852
MEM 203.574219 1652242295.2855
MEM 203.574219 1652242295.3858
MEM 203.574219 1652242295.4861
MEM 203.574219 1652242295.5864
MEM 203.574219 1652242295.6885
MEM 203.574219 1652242295.7900
MEM 203.574219 1652242295.8903
MEM 203.574219 1652242295.9906
MEM 203.574219 1652242296.0910
MEM 203.574219 1652242296.1912
MEM 203.574219 1652242296.2915
MEM 203.574219 1652242296.3918
MEM 203.574219 1652242296.4922
MEM 203.574219 1652242296.5926
MEM 203.574219 1652242296.6929
MEM 203.574219 1652242296.7935
MEM 203.574219 1652242296.8938
MEM 203.574219 1652242296.9947
MEM 203.574219 1652242297.0951
MEM 203.574219 1652242297.1996
MEM 203.574219 1652242297.2999
MEM 203.574219 1652242297.4002
MEM 203.574219 1652242297.5005
MEM 203.574219 1652242297.6017
MEM 203.574219 1652242297.7019
MEM 203.574219 1652242297.8023
MEM 203.574219 1652242297.9026
MEM 203.574219 1652242298.0029
MEM 203.574219 1652242298.1031
MEM 203.574219 1652242298.2034
MEM 203.574219 1652242298.3037
MEM 203.574219 1652242298.4040
MEM 203.574219 1652242298.5043
MEM 203.574219 1652242298.6047
MEM 203.574219 1652242298.7050
MEM 203.574219 1652242298.8052
MEM 203.574219 1652242298.9055
MEM 203.574219 1652242299.0058
MEM 203.574219 1652242299.1060
MEM 203.574219 1652242299.2063
MEM 203.574219 1652242299.3066
MEM 203.574219 1652242299.4088
MEM 203.574219 1652242299.5091
MEM 203.574219 1652242299.6093
MEM 203.574219 1652242299.7096
MEM 203.574219 1652242299.8098
MEM 203.574219 1652242299.9101
MEM 203.574219 1652242300.0103
MEM 203.574219 1652242300.1106
MEM 203.574219 1652242300.2109
MEM 203.574219 1652242300.3111
MEM 203.574219 1652242300.4113
MEM 203.574219 1652242300.5116
MEM 203.574219 1652242300.6119
MEM 203.574219 1652242300.7121
MEM 203.574219 1652242300.8124
MEM 203.574219 1652242300.9127
MEM 203.574219 1652242301.0129
MEM 203.574219 1652242301.1132
MEM 203.574219 1652242301.2135
MEM 203.574219 1652242301.3137
MEM 203.574219 1652242301.4140
MEM 203.574219 1652242301.5143
MEM 203.574219 1652242301.6145
MEM 203.574219 1652242301.7148
MEM 203.574219 1652242301.8151
MEM 203.574219 1652242301.9153
MEM 203.574219 1652242302.0156
MEM 203.574219 1652242302.1159
MEM 203.574219 1652242302.2161
MEM 203.574219 1652242302.3164
MEM 203.574219 1652242302.4166
MEM 203.574219 1652242302.5169
MEM 203.574219 1652242302.6171
MEM 203.574219 1652242302.7187
MEM 203.574219 1652242302.8189
MEM 203.574219 1652242302.9192
MEM 203.574219 1652242303.0196
MEM 203.574219 1652242303.1219
MEM 203.574219 1652242303.2221
MEM 203.574219 1652242303.3224
MEM 203.574219 1652242303.4227
MEM 203.574219 1652242303.5230
MEM 203.574219 1652242303.6232
MEM 203.574219 1652242303.7236
MEM 203.574219 1652242303.8238
MEM 203.574219 1652242303.9242
MEM 203.574219 1652242304.0246
MEM 203.574219 1652242304.1249
MEM 203.574219 1652242304.2251
MEM 203.574219 1652242304.3254
MEM 203.574219 1652242304.4257
MEM 203.574219 1652242304.5260
MEM 203.574219 1652242304.6264
MEM 203.574219 1652242304.7267
MEM 203.574219 1652242304.8271
MEM 203.574219 1652242304.9274
MEM 203.574219 1652242305.0277
MEM 203.574219 1652242305.1280
MEM 203.574219 1652242305.2283
MEM 203.574219 1652242305.3286
MEM 203.574219 1652242305.4290
MEM 203.574219 1652242305.5293
MEM 203.574219 1652242305.6297
MEM 203.574219 1652242305.7300
MEM 203.574219 1652242305.8303
MEM 203.574219 1652242305.9306
MEM 203.574219 1652242306.0316
MEM 203.574219 1652242306.1319
MEM 203.574219 1652242306.2322
MEM 203.574219 1652242306.3334
MEM 203.574219 1652242306.4337
MEM 203.574219 1652242306.5340
MEM 203.574219 1652242306.6365
MEM 203.574219 1652242306.7368
MEM 203.574219 1652242306.8372
MEM 203.574219 1652242306.9375
MEM 203.574219 1652242307.0378
MEM 203.574219 1652242307.1381
MEM 203.574219 1652242307.2384
MEM 203.574219 1652242307.3387
MEM 203.574219 1652242307.4390
MEM 203.574219 1652242307.5394
MEM 203.574219 1652242307.6397
MEM 203.574219 1652242307.7400
MEM 203.574219 1652242307.8403
MEM 203.574219 1652242307.9405
MEM 203.574219 1652242308.0409
MEM 203.574219 1652242308.1413
MEM 203.574219 1652242308.2416
MEM 203.574219 1652242308.3426
MEM 203.574219 1652242308.4429
MEM 203.574219 1652242308.5431
MEM 203.574219 1652242308.6434
MEM 203.574219 1652242308.7437
MEM 203.574219 1652242308.8442
MEM 203.574219 1652242308.9445
MEM 203.574219 1652242309.0448
MEM 203.574219 1652242309.1451
MEM 203.574219 1652242309.2454
MEM 203.574219 1652242309.3456
MEM 203.574219 1652242309.4460
MEM 203.574219 1652242309.5464
MEM 203.574219 1652242309.6467
MEM 203.574219 1652242309.7475
MEM 203.574219 1652242309.8484
MEM 203.574219 1652242309.9487
MEM 203.574219 1652242310.0491
MEM 203.574219 1652242310.1494
MEM 203.574219 1652242310.2497
MEM 203.574219 1652242310.3501
MEM 203.574219 1652242310.4504
MEM 203.574219 1652242310.5506
MEM 203.574219 1652242310.6513
MEM 203.574219 1652242310.7517
MEM 203.574219 1652242310.8521
MEM 203.574219 1652242310.9524
MEM 203.574219 1652242311.0527
MEM 203.574219 1652242311.1530
MEM 203.574219 1652242311.2532
MEM 203.574219 1652242311.3536
MEM 203.574219 1652242311.4540
MEM 203.574219 1652242311.5543
MEM 203.574219 1652242311.6546
MEM 203.574219 1652242311.7549
MEM 203.574219 1652242311.8551
MEM 203.574219 1652242311.9554
MEM 203.574219 1652242312.0557
MEM 203.574219 1652242312.1560
MEM 203.574219 1652242312.2563
MEM 203.574219 1652242312.3566
MEM 203.574219 1652242312.4568
MEM 203.574219 1652242312.5570
MEM 203.574219 1652242312.6574
MEM 203.574219 1652242312.7578
MEM 203.574219 1652242312.8581
MEM 203.574219 1652242312.9584
MEM 203.574219 1652242313.0587
MEM 203.574219 1652242313.1590
MEM 203.574219 1652242313.2593
MEM 203.574219 1652242313.3596
MEM 203.574219 1652242313.4599
MEM 203.574219 1652242313.5602
MEM 203.574219 1652242313.6605
MEM 203.574219 1652242313.7608
MEM 203.574219 1652242313.8610
MEM 203.574219 1652242313.9613
MEM 203.574219 1652242314.0616
MEM 203.574219 1652242314.1620
MEM 203.574219 1652242314.2623
MEM 203.574219 1652242314.3637
MEM 203.574219 1652242314.4639
MEM 203.574219 1652242314.5642
MEM 203.574219 1652242314.6645
MEM 203.574219 1652242314.7648
MEM 203.574219 1652242314.8652
MEM 203.574219 1652242314.9654
MEM 203.574219 1652242315.0657
MEM 203.574219 1652242315.1660
MEM 203.574219 1652242315.2662
MEM 203.574219 1652242315.3665
MEM 203.574219 1652242315.4669
MEM 203.574219 1652242315.5672
MEM 203.574219 1652242315.6675
MEM 203.574219 1652242315.7678
MEM 203.574219 1652242315.8681
MEM 203.574219 1652242315.9684
MEM 203.574219 1652242316.0687
MEM 203.574219 1652242316.1714
MEM 203.574219 1652242316.2724
MEM 203.574219 1652242316.3727
MEM 203.574219 1652242316.4729
MEM 203.574219 1652242316.5732
MEM 203.574219 1652242316.6735
MEM 203.574219 1652242316.7738
MEM 203.574219 1652242316.8741
MEM 203.574219 1652242316.9745
MEM 203.574219 1652242317.0749
MEM 203.574219 1652242317.1751
MEM 203.574219 1652242317.2754
MEM 203.574219 1652242317.3757
MEM 203.574219 1652242317.4760
MEM 203.574219 1652242317.5763
MEM 203.574219 1652242317.6767
MEM 203.574219 1652242317.7772
MEM 203.574219 1652242317.8814
MEM 203.574219 1652242317.9817
MEM 203.574219 1652242318.0820
MEM 203.574219 1652242318.1823
MEM 203.574219 1652242318.2844
MEM 203.574219 1652242318.3848
MEM 203.574219 1652242318.4875
MEM 203.574219 1652242318.5878
MEM 203.574219 1652242318.6904
MEM 203.574219 1652242318.7907
MEM 203.574219 1652242318.8910
MEM 203.574219 1652242318.9928
MEM 203.574219 1652242319.0931
MEM 203.574219 1652242319.1934
MEM 203.574219 1652242319.2937
MEM 203.574219 1652242319.3966
MEM 203.574219 1652242319.4969
MEM 203.574219 1652242319.5982
MEM 203.574219 1652242319.6986
MEM 203.574219 1652242319.7989
MEM 203.574219 1652242319.8992
MEM 203.574219 1652242319.9995
MEM 203.574219 1652242320.0998
MEM 203.574219 1652242320.2001
MEM 203.574219 1652242320.3003
MEM 203.574219 1652242320.4007
MEM 203.574219 1652242320.5010
MEM 203.574219 1652242320.6013
MEM 203.574219 1652242320.7015
MEM 203.574219 1652242320.8018
MEM 203.574219 1652242320.9021
MEM 203.574219 1652242321.0024
MEM 203.574219 1652242321.1027
MEM 203.574219 1652242321.2030
MEM 203.574219 1652242321.3033
MEM 203.574219 1652242321.4036
MEM 203.574219 1652242321.5039
MEM 203.574219 1652242321.6054
MEM 203.574219 1652242321.7057
MEM 203.574219 1652242321.8060
MEM 203.574219 1652242321.9063
MEM 203.574219 1652242322.0079
MEM 203.574219 1652242322.1082
MEM 203.574219 1652242322.2085
MEM 203.574219 1652242322.3087
MEM 203.574219 1652242322.4091
MEM 203.574219 1652242322.5094
MEM 203.574219 1652242322.6097
MEM 203.574219 1652242322.7100
MEM 203.574219 1652242322.8103
MEM 203.574219 1652242322.9105
MEM 203.574219 1652242323.0108
MEM 203.574219 1652242323.1112
MEM 203.574219 1652242323.2120
MEM 203.574219 1652242323.3123
MEM 203.574219 1652242323.4126
MEM 203.574219 1652242323.5129
MEM 203.574219 1652242323.6131
MEM 203.574219 1652242323.7145
MEM 203.574219 1652242323.8148
MEM 203.574219 1652242323.9150
MEM 203.574219 1652242324.0153
MEM 203.574219 1652242324.1167
MEM 203.574219 1652242324.2170
MEM 203.574219 1652242324.3173
MEM 203.574219 1652242324.4195
MEM 203.574219 1652242324.5197
MEM 203.574219 1652242324.6200
MEM 203.574219 1652242324.7202
MEM 203.574219 1652242324.8205
MEM 203.574219 1652242324.9225
MEM 203.574219 1652242325.0228
MEM 203.574219 1652242325.1230
MEM 203.574219 1652242325.2233
MEM 203.574219 1652242325.3235
MEM 203.574219 1652242325.4238
MEM 203.574219 1652242325.5241
MEM 203.574219 1652242325.6243
MEM 203.574219 1652242325.7246
MEM 203.574219 1652242325.8248
MEM 203.574219 1652242325.9251
MEM 203.574219 1652242326.0253
MEM 203.574219 1652242326.1256
MEM 203.574219 1652242326.2258
MEM 203.574219 1652242326.3261
MEM 203.574219 1652242326.4263
MEM 203.574219 1652242326.5266
MEM 203.574219 1652242326.6268
MEM 203.574219 1652242326.7271
MEM 203.574219 1652242326.8273
MEM 203.574219 1652242326.9276
MEM 203.574219 1652242327.0297
MEM 203.574219 1652242327.1299
MEM 203.574219 1652242327.2302
MEM 203.574219 1652242327.3305
MEM 203.574219 1652242327.4307
MEM 203.574219 1652242327.5310
MEM 203.574219 1652242327.6313
MEM 203.574219 1652242327.7316
MEM 203.574219 1652242327.8318
MEM 203.574219 1652242327.9322
MEM 203.574219 1652242328.0325
MEM 203.574219 1652242328.1329
MEM 203.574219 1652242328.2331
MEM 203.574219 1652242328.3334
MEM 203.574219 1652242328.4337
MEM 203.574219 1652242328.5351
MEM 203.574219 1652242328.6354
MEM 203.574219 1652242328.7371
MEM 203.574219 1652242328.8374
MEM 203.574219 1652242328.9377
MEM 203.574219 1652242329.0380
MEM 203.574219 1652242329.1383
MEM 203.574219 1652242329.2386
MEM 203.574219 1652242329.3390
MEM 203.574219 1652242329.4393
MEM 203.574219 1652242329.5396
MEM 203.574219 1652242329.6399
MEM 203.574219 1652242329.7402
MEM 203.574219 1652242329.8409
MEM 203.574219 1652242329.9412
MEM 203.574219 1652242330.0415
MEM 203.574219 1652242330.1419
MEM 203.574219 1652242330.2422
MEM 203.574219 1652242330.3425
MEM 203.574219 1652242330.4428
MEM 203.574219 1652242330.5431
MEM 203.574219 1652242330.6434
MEM 203.574219 1652242330.7438
MEM 203.574219 1652242330.8441
MEM 203.574219 1652242330.9444
MEM 203.574219 1652242331.0447
MEM 203.574219 1652242331.1454
MEM 203.574219 1652242331.2457
MEM 203.574219 1652242331.3460
MEM 203.574219 1652242331.4463
MEM 203.574219 1652242331.5466
MEM 203.574219 1652242331.6469
MEM 203.574219 1652242331.7472
MEM 203.574219 1652242331.8475
MEM 203.574219 1652242331.9479
MEM 203.574219 1652242332.0482
MEM 203.574219 1652242332.1485
MEM 203.574219 1652242332.2488
MEM 203.574219 1652242332.3491
MEM 203.574219 1652242332.4494
MEM 203.574219 1652242332.5497
MEM 203.574219 1652242332.6500
MEM 203.574219 1652242332.7504
MEM 203.574219 1652242332.8507
MEM 203.574219 1652242332.9524
MEM 203.574219 1652242333.0527
MEM 203.574219 1652242333.1529
MEM 203.574219 1652242333.2532
MEM 203.574219 1652242333.3535
MEM 203.574219 1652242333.4539
MEM 203.574219 1652242333.5542
MEM 203.574219 1652242333.6544
MEM 203.574219 1652242333.7547
MEM 203.574219 1652242333.8550
MEM 203.574219 1652242333.9553
MEM 203.574219 1652242334.0557
MEM 203.574219 1652242334.1560
MEM 203.574219 1652242334.2563
MEM 203.574219 1652242334.3565
MEM 203.574219 1652242334.4569
MEM 203.574219 1652242334.5571
MEM 203.574219 1652242334.6585
MEM 203.574219 1652242334.7588
MEM 203.574219 1652242334.8591
MEM 203.574219 1652242334.9594
MEM 203.574219 1652242335.0596
MEM 203.574219 1652242335.1612
MEM 203.574219 1652242335.2615
MEM 203.574219 1652242335.3633
MEM 203.574219 1652242335.4636
MEM 203.574219 1652242335.5639
MEM 203.574219 1652242335.6642
MEM 203.574219 1652242335.7645
MEM 203.574219 1652242335.8648
MEM 203.574219 1652242335.9651
MEM 203.574219 1652242336.0654
MEM 203.574219 1652242336.1657
MEM 203.574219 1652242336.2660
MEM 203.574219 1652242336.3669
MEM 203.574219 1652242336.4671
MEM 203.574219 1652242336.5673
MEM 203.574219 1652242336.6676
MEM 203.574219 1652242336.7752
MEM 203.574219 1652242336.8755
MEM 203.574219 1652242336.9758
MEM 203.574219 1652242337.0761
MEM 203.574219 1652242337.1764
MEM 203.574219 1652242337.2782
MEM 203.574219 1652242337.3798
MEM 203.574219 1652242337.4801
MEM 203.574219 1652242337.5812
MEM 203.574219 1652242337.6834
MEM 203.574219 1652242337.7837
MEM 203.574219 1652242337.8840
MEM 203.574219 1652242337.9843
MEM 203.574219 1652242338.0846
MEM 203.574219 1652242338.1849
MEM 203.574219 1652242338.2852
MEM 203.574219 1652242338.3856
MEM 203.574219 1652242338.4859
MEM 203.574219 1652242338.5862
MEM 203.574219 1652242338.6865
MEM 203.574219 1652242338.7868
MEM 203.574219 1652242338.8871
MEM 203.574219 1652242338.9874
MEM 203.574219 1652242339.0877
MEM 203.574219 1652242339.1880
MEM 203.574219 1652242339.2883
MEM 203.574219 1652242339.3886
MEM 203.574219 1652242339.4889
MEM 203.574219 1652242339.5892
MEM 203.574219 1652242339.6895
MEM 203.574219 1652242339.7898
MEM 203.574219 1652242339.8900
MEM 203.574219 1652242339.9904
MEM 203.574219 1652242340.0907
MEM 203.574219 1652242340.1910
MEM 203.574219 1652242340.2913
MEM 203.574219 1652242340.3917
MEM 203.574219 1652242340.4919
MEM 203.574219 1652242340.5922
MEM 203.574219 1652242340.6926
MEM 203.574219 1652242340.7929
MEM 203.574219 1652242340.8932
MEM 203.574219 1652242340.9935
MEM 203.574219 1652242341.0937
MEM 203.574219 1652242341.1940
MEM 203.574219 1652242341.2942
MEM 203.574219 1652242341.3946
MEM 203.574219 1652242341.4949
MEM 203.574219 1652242341.5951
MEM 203.574219 1652242341.6954
MEM 203.574219 1652242341.7956
MEM 203.574219 1652242341.8959
MEM 203.574219 1652242341.9962
MEM 203.574219 1652242342.0994
MEM 203.574219 1652242342.2015
MEM 203.574219 1652242342.3027
MEM 203.574219 1652242342.4030
MEM 203.574219 1652242342.5074
MEM 203.574219 1652242342.6076
MEM 203.574219 1652242342.7080
MEM 203.574219 1652242342.8083
MEM 203.574219 1652242342.9086
MEM 203.574219 1652242343.0089
MEM 203.574219 1652242343.1091
MEM 203.574219 1652242343.2094
MEM 203.574219 1652242343.3097
MEM 203.574219 1652242343.4100
MEM 203.574219 1652242343.5103
MEM 203.574219 1652242343.6105
MEM 203.574219 1652242343.7108
MEM 203.574219 1652242343.8111
MEM 203.574219 1652242343.9113
MEM 203.574219 1652242344.0116
MEM 203.574219 1652242344.1119
MEM 203.574219 1652242344.2122
MEM 203.574219 1652242344.3125
MEM 203.574219 1652242344.4146
MEM 203.574219 1652242344.5149
MEM 203.574219 1652242344.6151
MEM 203.574219 1652242344.7154
MEM 203.574219 1652242344.8158
MEM 203.574219 1652242344.9161
MEM 203.574219 1652242345.0164
MEM 203.574219 1652242345.1168
MEM 203.574219 1652242345.2170
MEM 203.574219 1652242345.3173
MEM 203.574219 1652242345.4177
MEM 203.574219 1652242345.5180
MEM 203.574219 1652242345.6191
MEM 203.574219 1652242345.7194
MEM 203.574219 1652242345.8197
MEM 203.574219 1652242345.9200
MEM 203.574219 1652242346.0203
MEM 203.574219 1652242346.1206
MEM 203.574219 1652242346.2209
MEM 203.574219 1652242346.3212
MEM 203.574219 1652242346.4214
MEM 203.574219 1652242346.5217
MEM 203.574219 1652242346.6222
MEM 203.574219 1652242346.7224
MEM 203.574219 1652242346.8228
MEM 203.574219 1652242346.9231
MEM 203.574219 1652242347.0234
MEM 203.574219 1652242347.1236
MEM 203.574219 1652242347.2239
MEM 203.574219 1652242347.3242
MEM 203.574219 1652242347.4244
MEM 203.574219 1652242347.5247
MEM 203.574219 1652242347.6249
MEM 203.574219 1652242347.7252
MEM 203.574219 1652242347.8255
MEM 203.574219 1652242347.9258
MEM 203.574219 1652242348.0270
MEM 203.574219 1652242348.1273
MEM 203.574219 1652242348.2275
MEM 203.574219 1652242348.3278
MEM 203.574219 1652242348.4280
MEM 203.574219 1652242348.5282
MEM 203.574219 1652242348.6291
MEM 203.574219 1652242348.7296
MEM 203.574219 1652242348.8298
MEM 203.574219 1652242348.9301
MEM 203.574219 1652242349.0303
MEM 203.574219 1652242349.1305
MEM 203.574219 1652242349.2308
MEM 203.574219 1652242349.3311
MEM 203.574219 1652242349.4314
MEM 203.574219 1652242349.5317
MEM 203.574219 1652242349.6341
MEM 203.574219 1652242349.7343
MEM 203.574219 1652242349.8346
MEM 203.574219 1652242349.9370
MEM 203.574219 1652242350.0386
MEM 203.574219 1652242350.1389
MEM 203.574219 1652242350.2391
MEM 203.574219 1652242350.3393
