CMDLINE /usr/bin/python3 scripts/PCA-RF-Malaria.py
MEM 401.625000 1652243900.9056
MEM 401.625000 1652243901.0063
MEM 401.625000 1652243901.1073
MEM 401.625000 1652243901.2077
MEM 401.625000 1652243901.3080
MEM 401.625000 1652243901.4083
MEM 401.625000 1652243901.5085
MEM 401.625000 1652243901.6088
MEM 401.625000 1652243901.7091
MEM 401.625000 1652243901.8094
MEM 401.625000 1652243901.9097
MEM 401.625000 1652243902.0101
MEM 401.625000 1652243902.1104
MEM 401.625000 1652243902.2108
MEM 401.625000 1652243902.3111
MEM 401.625000 1652243902.4115
MEM 401.625000 1652243902.5118
MEM 401.625000 1652243902.6123
MEM 401.625000 1652243902.7127
MEM 401.625000 1652243902.8130
MEM 401.625000 1652243902.9133
MEM 401.625000 1652243903.0137
MEM 401.625000 1652243903.1140
MEM 401.625000 1652243903.2143
MEM 401.625000 1652243903.3147
MEM 401.625000 1652243903.4150
MEM 401.625000 1652243903.5154
MEM 401.625000 1652243903.6158
MEM 401.625000 1652243903.7162
MEM 401.625000 1652243903.8166
MEM 401.625000 1652243903.9170
MEM 401.625000 1652243904.0174
MEM 401.625000 1652243904.1177
MEM 401.625000 1652243904.2181
MEM 401.625000 1652243904.3185
MEM 401.625000 1652243904.4189
MEM 401.625000 1652243904.5192
MEM 401.625000 1652243904.6196
MEM 401.625000 1652243904.7203
MEM 401.625000 1652243904.8208
MEM 401.625000 1652243904.9214
MEM 401.625000 1652243905.0218
MEM 401.625000 1652243905.1222
MEM 401.625000 1652243905.2225
MEM 401.625000 1652243905.3229
MEM 401.625000 1652243905.4231
MEM 401.625000 1652243905.5235
MEM 401.625000 1652243905.6239
MEM 401.625000 1652243905.7243
MEM 401.625000 1652243905.8247
MEM 401.625000 1652243905.9250
MEM 401.625000 1652243906.0254
MEM 401.625000 1652243906.1258
MEM 401.625000 1652243906.2261
MEM 401.625000 1652243906.3264
MEM 401.625000 1652243906.4268
MEM 401.625000 1652243906.5272
MEM 401.625000 1652243906.6275
MEM 401.625000 1652243906.7278
MEM 401.625000 1652243906.8282
MEM 401.625000 1652243906.9285
MEM 401.625000 1652243907.0289
MEM 401.625000 1652243907.1293
MEM 401.625000 1652243907.2297
MEM 401.625000 1652243907.3301
MEM 401.789062 1652243907.4307
MEM 401.789062 1652243907.5317
MEM 401.789062 1652243907.6321
MEM 401.789062 1652243907.7325
MEM 401.789062 1652243907.8329
MEM 401.789062 1652243907.9333
MEM 401.789062 1652243908.0337
MEM 401.789062 1652243908.1341
MEM 401.789062 1652243908.2345
MEM 401.789062 1652243908.3349
MEM 401.789062 1652243908.4354
MEM 401.789062 1652243908.5359
MEM 401.789062 1652243908.6362
MEM 401.789062 1652243908.7366
MEM 401.789062 1652243908.8370
MEM 401.789062 1652243908.9373
MEM 401.789062 1652243909.0377
MEM 401.789062 1652243909.1381
MEM 401.792969 1652243909.2384
MEM 402.054688 1652243909.3388
MEM 402.078125 1652243909.4392
MEM 237.609375 1652243909.5396
MEM 236.609375 1652243909.6399
