CMDLINE /usr/bin/python3 scripts/AE-SVM-Rhizo.py
MEM 2524.359375 1652241322.4226
MEM 2524.359375 1652241322.5230
MEM 2524.359375 1652241322.6234
MEM 2524.359375 1652241322.7238
MEM 2524.359375 1652241322.8241
MEM 2524.359375 1652241322.9245
MEM 2524.359375 1652241323.0248
MEM 2531.574219 1652241323.1252
MEM 2531.574219 1652241323.2256
MEM 2531.574219 1652241323.3260
MEM 2531.574219 1652241323.4264
MEM 2531.574219 1652241323.5268
MEM 2531.574219 1652241323.6272
MEM 2531.574219 1652241323.7276
MEM 2531.574219 1652241323.8279
MEM 2532.085938 1652241323.9283
MEM 2532.085938 1652241324.0287
MEM 2531.832031 1652241324.1291
MEM 2533.859375 1652241324.2296
MEM 2534.585938 1652241324.3300
MEM 2534.554688 1652241324.4305
MEM 2534.476562 1652241324.5308
MEM 2534.476562 1652241324.6312
MEM 2534.476562 1652241324.7316
MEM 2534.476562 1652241324.8320
MEM 2534.476562 1652241324.9324
MEM 2534.457031 1652241325.0327
MEM 2534.457031 1652241325.1331
MEM 2534.457031 1652241325.2335
MEM 2534.457031 1652241325.3339
MEM 2534.457031 1652241325.4343
MEM 2534.457031 1652241325.5346
MEM 2534.457031 1652241325.6350
MEM 2534.457031 1652241325.7353
MEM 2534.457031 1652241325.8357
MEM 2534.457031 1652241325.9361
MEM 2534.457031 1652241326.0365
MEM 2534.457031 1652241326.1369
MEM 2534.457031 1652241326.2372
MEM 2534.457031 1652241326.3376
MEM 2534.457031 1652241326.4380
MEM 2534.457031 1652241326.5383
MEM 2534.457031 1652241326.6387
MEM 2534.457031 1652241326.7391
MEM 2534.968750 1652241326.8395
MEM 2534.968750 1652241326.9400
MEM 2534.714844 1652241327.0405
MEM 2535.726562 1652241327.1409
MEM 2536.714844 1652241327.2413
MEM 2536.679688 1652241327.3417
MEM 2536.351562 1652241327.4421
MEM 2536.351562 1652241327.5425
MEM 2536.351562 1652241327.6429
MEM 2536.351562 1652241327.7433
MEM 2536.351562 1652241327.8437
MEM 2536.332031 1652241327.9441
MEM 2536.332031 1652241328.0445
MEM 2536.332031 1652241328.1449
MEM 2536.332031 1652241328.2451
MEM 2536.332031 1652241328.3460
MEM 2536.332031 1652241328.4464
MEM 2536.332031 1652241328.5468
MEM 2536.332031 1652241328.6471
MEM 2536.332031 1652241328.7473
MEM 2536.332031 1652241328.8477
MEM 2536.332031 1652241328.9502
MEM 2536.332031 1652241329.0506
MEM 2536.332031 1652241329.1508
MEM 2536.332031 1652241329.2511
MEM 2536.332031 1652241329.3515
MEM 2536.332031 1652241329.4519
MEM 2536.332031 1652241329.5523
MEM 2536.843750 1652241329.6527
MEM 2539.929688 1652241329.7530
MEM 2539.894531 1652241329.8533
MEM 2539.871094 1652241329.9536
MEM 2539.832031 1652241330.0539
MEM 2539.496094 1652241330.1542
MEM 2539.496094 1652241330.2546
MEM 2539.496094 1652241330.3550
MEM 2539.496094 1652241330.4554
MEM 2539.496094 1652241330.5558
MEM 2539.480469 1652241330.6562
MEM 2539.480469 1652241330.7566
MEM 2539.480469 1652241330.8569
MEM 2539.480469 1652241330.9573
MEM 2539.480469 1652241331.0576
MEM 2539.480469 1652241331.1580
MEM 2539.480469 1652241331.2584
MEM 2539.480469 1652241331.3588
MEM 2539.480469 1652241331.4592
MEM 2539.480469 1652241331.5596
MEM 2542.308594 1652241331.6600
MEM 2542.308594 1652241331.7604
MEM 2542.308594 1652241331.8608
MEM 2542.308594 1652241331.9612
MEM 2542.308594 1652241332.0616
MEM 2542.308594 1652241332.1620
MEM 2542.308594 1652241332.2625
MEM 2542.308594 1652241332.3629
MEM 2542.820312 1652241332.4632
MEM 2542.820312 1652241332.5636
MEM 2542.570312 1652241332.6640
MEM 2542.562500 1652241332.7644
MEM 2542.519531 1652241332.8649
MEM 2542.492188 1652241332.9653
MEM 2542.468750 1652241333.0658
MEM 2542.410156 1652241333.1662
MEM 2542.410156 1652241333.2667
MEM 2542.410156 1652241333.3672
MEM 2542.410156 1652241333.4676
MEM 2542.410156 1652241333.5680
MEM 2542.390625 1652241333.6684
MEM 2542.390625 1652241333.7688
MEM 2542.390625 1652241333.8692
MEM 2542.390625 1652241333.9696
MEM 2542.390625 1652241334.0701
MEM 2542.390625 1652241334.1705
MEM 2542.390625 1652241334.2709
MEM 2542.390625 1652241334.3712
MEM 2542.390625 1652241334.4716
MEM 2548.824219 1652241334.5720
MEM 2548.824219 1652241334.6724
MEM 2548.824219 1652241334.7732
MEM 2548.824219 1652241334.8736
MEM 2548.824219 1652241334.9740
MEM 2548.824219 1652241335.0745
MEM 2548.824219 1652241335.1748
MEM 2548.824219 1652241335.2752
MEM 2549.335938 1652241335.3756
MEM 2549.097656 1652241335.4760
MEM 2549.304688 1652241335.5764
MEM 2549.277344 1652241335.6768
MEM 2549.257812 1652241335.7772
MEM 2549.226562 1652241335.8777
MEM 2548.925781 1652241335.9781
MEM 2548.925781 1652241336.0783
MEM 2548.925781 1652241336.1786
MEM 2548.925781 1652241336.2789
MEM 2548.906250 1652241336.3793
MEM 2548.906250 1652241336.4797
MEM 2548.906250 1652241336.5801
MEM 2548.906250 1652241336.6805
MEM 2548.906250 1652241336.7809
MEM 2548.906250 1652241336.8812
MEM 2548.906250 1652241336.9816
MEM 2553.792969 1652241337.0819
MEM 2553.792969 1652241337.1822
MEM 2553.792969 1652241337.2826
MEM 2553.792969 1652241337.3831
MEM 2553.792969 1652241337.4835
MEM 2553.792969 1652241337.5839
MEM 2553.792969 1652241337.6842
MEM 2553.792969 1652241337.7847
MEM 2553.792969 1652241337.8851
MEM 2553.792969 1652241337.9855
MEM 2553.792969 1652241338.0859
MEM 2553.792969 1652241338.1863
MEM 2554.050781 1652241338.2867
MEM 2554.050781 1652241338.3872
MEM 2553.917969 1652241338.4877
MEM 2553.882812 1652241338.5884
MEM 2553.859375 1652241338.6888
MEM 2553.820312 1652241338.7892
MEM 2554.257812 1652241338.8896
MEM 2554.257812 1652241338.9901
MEM 2554.257812 1652241339.0905
MEM 2554.257812 1652241339.1909
MEM 2554.257812 1652241339.2913
MEM 2554.234375 1652241339.3919
MEM 2554.234375 1652241339.4922
MEM 2554.234375 1652241339.5926
MEM 2554.234375 1652241339.6930
MEM 2554.234375 1652241339.7934
MEM 2554.234375 1652241339.8939
MEM 2570.675781 1652241339.9943
MEM 2578.667969 1652241340.0948
MEM 2578.667969 1652241340.1952
MEM 2578.667969 1652241340.2956
MEM 2580.210938 1652241340.3960
MEM 2580.210938 1652241340.4964
MEM 2580.210938 1652241340.5968
MEM 2580.210938 1652241340.6972
MEM 2580.210938 1652241340.7976
MEM 2580.210938 1652241340.8980
MEM 2580.210938 1652241340.9984
MEM 2580.210938 1652241341.0988
MEM 2580.210938 1652241341.1992
MEM 2580.468750 1652241341.2996
MEM 2580.468750 1652241341.4000
MEM 2580.265625 1652241341.5014
MEM 2580.238281 1652241341.6020
MEM 2580.203125 1652241341.7024
MEM 2580.171875 1652241341.8028
MEM 2579.902344 1652241341.9032
MEM 2579.902344 1652241342.0036
MEM 2579.902344 1652241342.1041
MEM 2579.902344 1652241342.2072
MEM 2579.902344 1652241342.3076
MEM 2579.882812 1652241342.4080
MEM 2579.882812 1652241342.5084
MEM 2579.882812 1652241342.6088
MEM 2580.136719 1652241342.7093
MEM 2580.136719 1652241342.8096
MEM 2587.613281 1652241342.9101
MEM 2595.339844 1652241343.0105
MEM 2595.339844 1652241343.1110
MEM 2595.339844 1652241343.2114
MEM 2596.148438 1652241343.3119
MEM 2597.132812 1652241343.4122
MEM 2597.132812 1652241343.5127
MEM 2597.132812 1652241343.6131
MEM 2597.132812 1652241343.7135
MEM 2597.132812 1652241343.8139
MEM 2599.960938 1652241343.9143
MEM 2599.960938 1652241344.0146
MEM 2599.960938 1652241344.1149
MEM 2599.960938 1652241344.2152
MEM 2599.960938 1652241344.3155
MEM 2599.960938 1652241344.4158
MEM 2599.960938 1652241344.5162
MEM 2600.214844 1652241344.6166
MEM 2600.214844 1652241344.7169
MEM 2599.957031 1652241344.8174
MEM 2599.921875 1652241344.9180
MEM 2601.949219 1652241345.0184
MEM 2601.921875 1652241345.1189
MEM 2601.824219 1652241345.2194
MEM 2601.824219 1652241345.3199
MEM 2601.824219 1652241345.4203
MEM 2601.824219 1652241345.5207
MEM 2601.800781 1652241345.6211
MEM 2601.800781 1652241345.7215
MEM 2601.800781 1652241345.8258
MEM 2601.800781 1652241345.9262
MEM 2601.800781 1652241346.0265
MEM 2601.800781 1652241346.1269
MEM 2601.800781 1652241346.2273
MEM 2601.800781 1652241346.3276
MEM 2601.800781 1652241346.4280
MEM 2601.800781 1652241346.5284
MEM 2601.800781 1652241346.6288
MEM 2601.800781 1652241346.7292
MEM 2601.800781 1652241346.8296
MEM 2601.800781 1652241346.9299
MEM 2601.800781 1652241347.0303
MEM 2601.800781 1652241347.1307
MEM 2601.800781 1652241347.2311
MEM 2601.800781 1652241347.3314
MEM 2601.800781 1652241347.4318
MEM 2602.312500 1652241347.5322
MEM 2602.074219 1652241347.6326
MEM 2602.046875 1652241347.7331
MEM 2602.015625 1652241347.8335
MEM 2601.980469 1652241347.9339
MEM 2601.968750 1652241348.0344
MEM 2601.632812 1652241348.1348
MEM 2601.632812 1652241348.2352
MEM 2601.632812 1652241348.3356
MEM 2601.632812 1652241348.4360
MEM 2601.632812 1652241348.5364
MEM 2601.613281 1652241348.6368
MEM 2601.613281 1652241348.7372
MEM 2601.613281 1652241348.8377
MEM 2601.613281 1652241348.9381
MEM 2601.613281 1652241349.0385
MEM 2601.613281 1652241349.1390
MEM 2601.613281 1652241349.2394
MEM 2601.613281 1652241349.3398
MEM 2601.613281 1652241349.4402
MEM 2601.613281 1652241349.5406
MEM 2609.859375 1652241349.6411
MEM 2609.859375 1652241349.7415
MEM 2609.859375 1652241349.8419
MEM 2609.859375 1652241349.9423
MEM 2609.859375 1652241350.0427
MEM 2609.859375 1652241350.1431
MEM 2609.859375 1652241350.2435
MEM 2609.859375 1652241350.3439
MEM 2610.371094 1652241350.4443
MEM 2610.371094 1652241350.5447
MEM 2613.480469 1652241350.6452
MEM 2613.445312 1652241350.7456
MEM 2615.441406 1652241350.8460
MEM 2615.410156 1652241350.9464
MEM 2615.382812 1652241351.0469
MEM 2615.097656 1652241351.1472
MEM 2615.097656 1652241351.2476
MEM 2615.097656 1652241351.3480
MEM 2615.097656 1652241351.4484
MEM 2615.097656 1652241351.5489
MEM 2615.078125 1652241351.6493
MEM 2615.078125 1652241351.7497
MEM 2615.078125 1652241351.8501
MEM 2615.078125 1652241351.9504
MEM 2615.078125 1652241352.0507
MEM 2615.078125 1652241352.1510
MEM 2615.078125 1652241352.2513
MEM 2615.078125 1652241352.3516
MEM 2615.078125 1652241352.4519
MEM 2615.078125 1652241352.5522
MEM 2615.078125 1652241352.6526
MEM 2620.230469 1652241352.7530
MEM 2620.230469 1652241352.8533
MEM 2620.230469 1652241352.9537
MEM 2620.230469 1652241353.0540
MEM 2620.230469 1652241353.1544
MEM 2620.230469 1652241353.2548
MEM 2620.230469 1652241353.3552
MEM 2620.230469 1652241353.4556
MEM 2620.742188 1652241353.5561
MEM 2620.742188 1652241353.6565
MEM 2624.101562 1652241353.7569
MEM 2624.066406 1652241353.8573
MEM 2624.035156 1652241353.9578
MEM 2624.003906 1652241354.0582
MEM 2623.738281 1652241354.1586
MEM 2623.738281 1652241354.2590
MEM 2623.738281 1652241354.3594
MEM 2623.738281 1652241354.4598
MEM 2623.738281 1652241354.5602
MEM 2623.714844 1652241354.6606
MEM 2623.714844 1652241354.7610
MEM 2623.714844 1652241354.8615
MEM 2623.714844 1652241354.9619
MEM 2623.714844 1652241355.0623
MEM 2623.714844 1652241355.1627
MEM 2623.714844 1652241355.2631
MEM 2623.714844 1652241355.3635
MEM 2623.714844 1652241355.4639
MEM 2623.714844 1652241355.5643
MEM 2623.714844 1652241355.6647
MEM 2623.714844 1652241355.7651
MEM 2624.738281 1652241355.8655
MEM 2624.738281 1652241355.9659
MEM 2624.738281 1652241356.0663
MEM 2624.738281 1652241356.1667
MEM 2624.738281 1652241356.2672
MEM 2624.738281 1652241356.3676
MEM 2624.738281 1652241356.4680
MEM 2624.738281 1652241356.5684
MEM 2625.250000 1652241356.6688
MEM 2625.011719 1652241356.7692
MEM 2625.757812 1652241356.8697
MEM 2626.253906 1652241356.9702
MEM 2626.226562 1652241357.0706
MEM 2626.191406 1652241357.1710
MEM 2625.945312 1652241357.2714
MEM 2625.945312 1652241357.3718
MEM 2625.945312 1652241357.4722
MEM 2625.945312 1652241357.5726
MEM 2625.945312 1652241357.6730
MEM 2625.921875 1652241357.7734
MEM 2625.921875 1652241357.8737
MEM 2625.921875 1652241357.9741
MEM 2625.921875 1652241358.0745
MEM 2625.921875 1652241358.1749
MEM 2625.921875 1652241358.2752
MEM 2625.921875 1652241358.3756
MEM 2625.921875 1652241358.4759
MEM 2625.921875 1652241358.5763
MEM 2625.921875 1652241358.6768
MEM 2625.921875 1652241358.7772
MEM 2625.921875 1652241358.8776
MEM 2629.781250 1652241358.9780
MEM 2629.781250 1652241359.0784
MEM 2629.781250 1652241359.1791
MEM 2629.781250 1652241359.2795
MEM 2629.781250 1652241359.3801
MEM 2629.781250 1652241359.4806
MEM 2629.781250 1652241359.5810
MEM 2630.292969 1652241359.6814
MEM 2630.292969 1652241359.7818
MEM 2630.046875 1652241359.8822
MEM 2634.402344 1652241359.9826
MEM 2634.371094 1652241360.0842
MEM 2636.453125 1652241360.1846
MEM 2637.960938 1652241360.2851
MEM 2637.878906 1652241360.3856
MEM 2637.878906 1652241360.4860
MEM 2637.878906 1652241360.5863
MEM 2637.878906 1652241360.6867
MEM 2638.117188 1652241360.7871
MEM 2638.117188 1652241360.8875
MEM 2638.117188 1652241360.9878
MEM 2638.117188 1652241361.0882
MEM 2638.117188 1652241361.1886
MEM 2638.117188 1652241361.2891
MEM 2638.117188 1652241361.3895
MEM 2638.117188 1652241361.4899
MEM 2638.117188 1652241361.5904
MEM 2638.117188 1652241361.6908
MEM 2638.117188 1652241361.7913
MEM 2639.660156 1652241361.8917
MEM 2639.660156 1652241361.9921
MEM 2639.660156 1652241362.0926
MEM 2639.660156 1652241362.1930
MEM 2639.660156 1652241362.2934
MEM 2639.660156 1652241362.3938
MEM 2639.660156 1652241362.4942
MEM 2639.660156 1652241362.5946
MEM 2640.171875 1652241362.6953
MEM 2640.171875 1652241362.7958
MEM 2639.917969 1652241362.8962
MEM 2643.113281 1652241362.9967
MEM 2643.082031 1652241363.0971
MEM 2643.054688 1652241363.1980
MEM 2643.027344 1652241363.2984
MEM 2642.863281 1652241363.3989
MEM 2642.863281 1652241363.4992
MEM 2642.863281 1652241363.5996
MEM 2642.863281 1652241363.7000
MEM 2642.843750 1652241363.8004
MEM 2642.843750 1652241363.9008
MEM 2642.843750 1652241364.0012
MEM 2642.843750 1652241364.1016
MEM 2642.843750 1652241364.2020
MEM 2642.843750 1652241364.3024
MEM 2642.843750 1652241364.4028
MEM 2642.843750 1652241364.5032
MEM 2642.843750 1652241364.6036
MEM 2642.843750 1652241364.7040
MEM 2642.843750 1652241364.8044
MEM 2642.843750 1652241364.9048
MEM 2642.843750 1652241365.0052
MEM 2648.253906 1652241365.1057
MEM 2648.253906 1652241365.2064
MEM 2648.253906 1652241365.3069
MEM 2648.253906 1652241365.4072
MEM 2648.253906 1652241365.5076
MEM 2648.253906 1652241365.6079
MEM 2648.253906 1652241365.7083
MEM 2648.253906 1652241365.8087
MEM 2648.253906 1652241365.9091
MEM 2648.765625 1652241366.0095
MEM 2648.765625 1652241366.1099
MEM 2648.527344 1652241366.2103
MEM 2648.496094 1652241366.3108
MEM 2648.687500 1652241366.4112
MEM 2648.441406 1652241366.5117
MEM 2648.421875 1652241366.6121
MEM 2648.179688 1652241366.7126
MEM 2648.179688 1652241366.8130
MEM 2648.179688 1652241366.9135
MEM 2648.179688 1652241367.0139
MEM 2648.179688 1652241367.1144
MEM 2648.160156 1652241367.2148
MEM 2648.160156 1652241367.3152
MEM 2648.160156 1652241367.4157
MEM 2648.160156 1652241367.5161
MEM 2648.160156 1652241367.6165
MEM 2648.160156 1652241367.7168
MEM 2648.160156 1652241367.8172
MEM 2648.160156 1652241367.9175
MEM 2648.160156 1652241368.0178
MEM 2648.160156 1652241368.1182
MEM 2648.160156 1652241368.2186
MEM 2658.531250 1652241368.3190
MEM 2658.531250 1652241368.4195
MEM 2658.531250 1652241368.5199
MEM 2637.390625 1652241368.6202
MEM 2637.152344 1652241368.7206
MEM 2637.152344 1652241368.8209
MEM 2637.152344 1652241368.9213
MEM 2637.152344 1652241369.0216
MEM 2637.152344 1652241369.1220
MEM 2637.152344 1652241369.2225
MEM 2637.152344 1652241369.3229
MEM 2637.152344 1652241369.4233
MEM 2649.812500 1652241369.5236
MEM 2663.582031 1652241369.6240
MEM 2667.394531 1652241369.7245
MEM 2667.363281 1652241369.8249
MEM 2667.332031 1652241369.9253
MEM 2667.070312 1652241370.0257
MEM 2667.070312 1652241370.1261
MEM 2667.070312 1652241370.2266
MEM 2667.070312 1652241370.3270
MEM 2667.070312 1652241370.4273
MEM 2667.070312 1652241370.5278
MEM 2667.070312 1652241370.6282
MEM 2667.070312 1652241370.7286
MEM 2667.070312 1652241370.8290
MEM 2667.066406 1652241370.9294
MEM 2667.066406 1652241371.0307
MEM 2667.066406 1652241371.1311
MEM 2667.066406 1652241371.2315
MEM 2667.066406 1652241371.3319
MEM 2667.050781 1652241371.4323
MEM 2667.050781 1652241371.5327
MEM 2667.050781 1652241371.6331
MEM 2667.050781 1652241371.7335
MEM 2667.050781 1652241371.8339
MEM 2667.050781 1652241371.9344
MEM 2667.050781 1652241372.0348
MEM 2667.050781 1652241372.1352
MEM 2667.050781 1652241372.2356
MEM 2667.050781 1652241372.3383
MEM 2668.332031 1652241372.4386
MEM 2668.332031 1652241372.5391
MEM 2668.332031 1652241372.6395
MEM 2668.332031 1652241372.7399
MEM 2668.332031 1652241372.8403
MEM 2668.332031 1652241372.9408
MEM 2668.332031 1652241373.0412
MEM 2668.332031 1652241373.1416
MEM 2668.843750 1652241373.2420
MEM 2668.843750 1652241373.3425
MEM 2671.167969 1652241373.4429
MEM 2680.496094 1652241373.5433
MEM 2680.460938 1652241373.6440
MEM 2687.214844 1652241373.7448
MEM 2688.679688 1652241373.8452
MEM 2688.453125 1652241373.9456
MEM 2688.453125 1652241374.0460
MEM 2688.453125 1652241374.1465
MEM 2688.453125 1652241374.2469
MEM 2688.429688 1652241374.3472
MEM 2688.429688 1652241374.4477
MEM 2688.429688 1652241374.5481
MEM 2688.429688 1652241374.6485
MEM 2688.429688 1652241374.7490
MEM 2688.429688 1652241374.8494
MEM 2688.429688 1652241374.9498
MEM 2688.429688 1652241375.0502
MEM 2688.429688 1652241375.1507
MEM 2688.429688 1652241375.2511
MEM 2698.445312 1652241375.3516
MEM 2698.445312 1652241375.4520
MEM 2698.445312 1652241375.5526
MEM 2698.445312 1652241375.6530
MEM 2698.445312 1652241375.7534
MEM 2698.445312 1652241375.8536
MEM 2698.445312 1652241375.9539
MEM 2698.445312 1652241376.0541
MEM 2698.957031 1652241376.1546
MEM 2698.718750 1652241376.2551
MEM 2700.746094 1652241376.3555
MEM 2700.710938 1652241376.4559
MEM 2687.718750 1652241376.5563
MEM 2688.285156 1652241376.6567
MEM 2688.285156 1652241376.7572
MEM 2688.285156 1652241376.8575
MEM 2688.285156 1652241376.9579
MEM 2688.285156 1652241377.0582
MEM 2688.265625 1652241377.1586
MEM 2688.265625 1652241377.2592
MEM 2688.265625 1652241377.3596
MEM 2688.265625 1652241377.4599
MEM 2688.265625 1652241377.5604
MEM 2688.265625 1652241377.6608
MEM 2688.265625 1652241377.7612
MEM 2688.265625 1652241377.8616
MEM 2688.265625 1652241377.9620
MEM 2688.265625 1652241378.0624
MEM 2690.066406 1652241378.1628
MEM 2690.066406 1652241378.2632
MEM 2690.066406 1652241378.3636
MEM 2690.066406 1652241378.4640
MEM 2690.066406 1652241378.5644
MEM 2690.066406 1652241378.6648
MEM 2690.066406 1652241378.7655
MEM 2690.066406 1652241378.8659
MEM 2690.066406 1652241378.9662
MEM 2690.578125 1652241379.0666
MEM 2690.578125 1652241379.1670
MEM 2696.503906 1652241379.2675
MEM 2701.070312 1652241379.3680
MEM 2707.269531 1652241379.4691
MEM 2683.210938 1652241379.5696
MEM 2682.910156 1652241379.6700
MEM 2682.910156 1652241379.7705
MEM 2682.910156 1652241379.8708
MEM 2682.910156 1652241379.9712
MEM 2682.910156 1652241380.0716
MEM 2682.910156 1652241380.1721
MEM 2682.910156 1652241380.2725
MEM 2682.910156 1652241380.3729
MEM 2682.910156 1652241380.4732
MEM 2682.910156 1652241380.5737
MEM 2682.898438 1652241380.6742
MEM 2682.898438 1652241380.7746
MEM 2682.898438 1652241380.8753
MEM 2682.898438 1652241380.9757
MEM 2682.898438 1652241381.0761
MEM 2682.878906 1652241381.1765
MEM 2682.878906 1652241381.2769
MEM 2682.878906 1652241381.3773
MEM 2682.878906 1652241381.4776
MEM 2682.878906 1652241381.5780
MEM 2682.878906 1652241381.6784
MEM 2682.878906 1652241381.7788
MEM 2682.878906 1652241381.8792
MEM 2687.507812 1652241381.9796
MEM 2688.796875 1652241382.0799
MEM 2688.796875 1652241382.1803
MEM 2688.796875 1652241382.2807
MEM 2688.796875 1652241382.3811
MEM 2688.796875 1652241382.4815
MEM 2688.796875 1652241382.5818
MEM 2688.796875 1652241382.6822
MEM 2689.308594 1652241382.7826
MEM 2692.648438 1652241382.8830
MEM 2696.011719 1652241382.9834
MEM 2701.054688 1652241383.0838
MEM 2709.484375 1652241383.1842
MEM 2718.601562 1652241383.2846
MEM 2718.437500 1652241383.3850
MEM 2718.437500 1652241383.4853
MEM 2718.437500 1652241383.5857
MEM 2718.437500 1652241383.6860
MEM 2718.414062 1652241383.7863
MEM 2718.414062 1652241383.8866
MEM 2718.414062 1652241383.9869
MEM 2718.414062 1652241384.0870
MEM 2718.414062 1652241384.1873
MEM 2718.414062 1652241384.2877
MEM 2718.414062 1652241384.3881
MEM 2718.414062 1652241384.4885
MEM 2718.414062 1652241384.5889
MEM 2722.273438 1652241384.6893
MEM 2722.273438 1652241384.7897
MEM 2722.273438 1652241384.8901
MEM 2722.273438 1652241384.9905
MEM 2722.273438 1652241385.0910
MEM 2722.273438 1652241385.1914
MEM 2722.273438 1652241385.2918
MEM 2722.273438 1652241385.3922
MEM 2722.785156 1652241385.4926
MEM 2722.546875 1652241385.5930
MEM 2707.433594 1652241385.6935
MEM 2720.667969 1652241385.7939
MEM 2720.613281 1652241385.8944
MEM 2720.585938 1652241385.9948
MEM 2720.578125 1652241386.0952
MEM 2720.578125 1652241386.1957
MEM 2720.578125 1652241386.2960
MEM 2720.578125 1652241386.3964
MEM 2720.578125 1652241386.4969
MEM 2720.558594 1652241386.5973
MEM 2720.558594 1652241386.6977
MEM 2720.558594 1652241386.7981
MEM 2720.558594 1652241386.8986
MEM 2720.558594 1652241386.9990
MEM 2720.558594 1652241387.0994
MEM 2720.558594 1652241387.1998
MEM 2720.558594 1652241387.3001
MEM 2720.558594 1652241387.4006
MEM 2720.558594 1652241387.5010
MEM 2727.257812 1652241387.6015
MEM 2727.257812 1652241387.7020
MEM 2727.257812 1652241387.8025
MEM 2727.257812 1652241387.9029
MEM 2727.257812 1652241388.0040
MEM 2727.257812 1652241388.1044
MEM 2727.257812 1652241388.2048
MEM 2727.257812 1652241388.3052
MEM 2727.257812 1652241388.4056
MEM 2727.769531 1652241388.5060
MEM 2727.531250 1652241388.6064
MEM 2729.261719 1652241388.7069
MEM 2745.074219 1652241388.8073
MEM 2745.039062 1652241388.9077
MEM 2745.007812 1652241389.0081
MEM 2744.730469 1652241389.1085
MEM 2744.730469 1652241389.2089
MEM 2744.730469 1652241389.3093
MEM 2744.730469 1652241389.4097
MEM 2744.730469 1652241389.5101
MEM 2744.730469 1652241389.6105
MEM 2744.730469 1652241389.7109
MEM 2744.730469 1652241389.8112
MEM 2744.730469 1652241389.9116
MEM 2744.730469 1652241390.0120
MEM 2744.714844 1652241390.1124
MEM 2744.714844 1652241390.2128
MEM 2744.714844 1652241390.3132
MEM 2744.714844 1652241390.4136
MEM 2744.714844 1652241390.5140
MEM 2744.691406 1652241390.6144
MEM 2744.691406 1652241390.7148
MEM 2744.691406 1652241390.8152
MEM 2744.691406 1652241390.9156
MEM 2744.691406 1652241391.0161
MEM 2744.691406 1652241391.1165
MEM 2744.691406 1652241391.2169
MEM 2744.691406 1652241391.3173
MEM 2744.691406 1652241391.4176
MEM 2744.691406 1652241391.5179
MEM 2744.691406 1652241391.6185
MEM 2748.296875 1652241391.7189
MEM 2748.296875 1652241391.8193
MEM 2748.296875 1652241391.9195
MEM 2748.296875 1652241392.0198
MEM 2748.296875 1652241392.1201
MEM 2748.296875 1652241392.2204
MEM 2748.296875 1652241392.3207
MEM 2748.296875 1652241392.4210
MEM 2748.808594 1652241392.5214
MEM 2748.808594 1652241392.6218
MEM 2751.886719 1652241392.7222
MEM 2751.851562 1652241392.8226
MEM 2751.820312 1652241392.9232
MEM 2751.804688 1652241393.0236
MEM 2751.773438 1652241393.1240
MEM 2751.539062 1652241393.2244
MEM 2751.539062 1652241393.3248
MEM 2751.539062 1652241393.4252
MEM 2751.539062 1652241393.5257
MEM 2751.539062 1652241393.6261
MEM 2751.519531 1652241393.7265
MEM 2751.519531 1652241393.8269
MEM 2751.519531 1652241393.9272
MEM 2751.519531 1652241394.0277
MEM 2751.519531 1652241394.1281
MEM 2751.519531 1652241394.2285
MEM 2777.843750 1652241394.3290
MEM 2793.281250 1652241394.4294
MEM 2793.281250 1652241394.5298
MEM 2793.281250 1652241394.6303
MEM 2794.820312 1652241394.7307
MEM 2794.820312 1652241394.8311
MEM 2794.820312 1652241394.9315
MEM 2794.820312 1652241395.0319
MEM 2794.820312 1652241395.1323
MEM 2794.820312 1652241395.2327
MEM 2794.820312 1652241395.3332
MEM 2794.820312 1652241395.4336
MEM 2795.078125 1652241395.5341
MEM 2794.957031 1652241395.6345
MEM 2794.929688 1652241395.7350
MEM 2794.894531 1652241395.8354
MEM 2770.914062 1652241395.9358
MEM 2788.789062 1652241396.0369
MEM 2788.515625 1652241396.1375
MEM 2788.515625 1652241396.2380
MEM 2788.515625 1652241396.3383
MEM 2788.515625 1652241396.4388
MEM 2788.515625 1652241396.5392
MEM 2788.496094 1652241396.6396
MEM 2788.496094 1652241396.7400
MEM 2788.496094 1652241396.8404
MEM 2788.496094 1652241396.9408
MEM 2788.496094 1652241397.0413
MEM 2788.496094 1652241397.1417
MEM 2809.281250 1652241397.2422
MEM 2830.617188 1652241397.3425
MEM 2830.617188 1652241397.4430
MEM 2830.617188 1652241397.5434
MEM 2830.617188 1652241397.6441
MEM 2830.617188 1652241397.7446
MEM 2830.617188 1652241397.8450
MEM 2830.617188 1652241397.9454
MEM 2830.617188 1652241398.0459
MEM 2830.617188 1652241398.1463
MEM 2830.617188 1652241398.2468
MEM 2830.617188 1652241398.3472
MEM 2830.617188 1652241398.4476
MEM 2830.875000 1652241398.5481
MEM 2830.765625 1652241398.6485
MEM 2840.179688 1652241398.7490
MEM 2845.242188 1652241398.8498
MEM 2850.730469 1652241398.9503
MEM 2850.531250 1652241399.0507
MEM 2850.214844 1652241399.1511
MEM 2850.214844 1652241399.2515
MEM 2850.214844 1652241399.3519
MEM 2850.214844 1652241399.4522
MEM 2850.195312 1652241399.5526
MEM 2850.195312 1652241399.6530
MEM 2850.710938 1652241399.7534
MEM 2815.066406 1652241399.8538
MEM 2815.066406 1652241399.9541
MEM 2815.066406 1652241400.0544
MEM 2815.066406 1652241400.1553
